"","countrycode","year","scenario","gdppc","gini","urbanization"
"12539","TUR",2080,"SSP4",20482.62504,50.1487684757,92.08
"12540","TUR",2080,"SSP5",69297.70872,42.295768,92.08
"12541","TUR",2085,"SSP1",53100.61367,40.6149130714,92.72
"12542","TUR",2085,"SSP2",44235.67746,45.2043596429,87.13
"12543","TUR",2085,"SSP3",22388.17876,48.0482985714,72.25
"12544","TUR",2085,"SSP4",21229.52695,50.7392974295,92.72
"12545","TUR",2085,"SSP5",78171.67054,42.570497,92.72
"12546","TUR",2090,"SSP1",57846.74232,40.6815765,93.3
"12547","TUR",2090,"SSP2",47988.21907,45.6280167143,87.94
"12548","TUR",2090,"SSP3",23215.08937,48.6521825,72.29
"12549","TUR",2090,"SSP4",22008.89579,51.3042678881,93.3
"12550","TUR",2090,"SSP5",87741.34044,42.8950970714,93.3
"12551","TUR",2095,"SSP1",62823.30583,40.7644153571,93.83
"12552","TUR",2095,"SSP2",51850.85679,46.0737828571,88.7
"12553","TUR",2095,"SSP3",24088.95201,49.2602172143,72.33
"12554","TUR",2095,"SSP4",22849.15973,51.841545515,93.83
"12555","TUR",2095,"SSP5",97957.70216,43.2632700714,93.83
"12556","TUR",2100,"SSP1",68168.60473,40.8638178571,94.32
"12557","TUR",2100,"SSP2",55821.193,46.5657005,89.43
"12558","TUR",2100,"SSP3",25023.71584,49.871063,72.36
"12559","TUR",2100,"SSP4",23741.90565,52.3612711044,94.32
"12560","TUR",2100,"SSP5",109057.5877,43.6777200714,94.32
"12561","TZA",2025,"SSP1",2192.243619,42.1315529976,40.54
"12562","TZA",2025,"SSP2",1699.546774,42.9759481403,35.03
"12563","TZA",2025,"SSP3",1462.670236,44.1068906698,28.51
"12564","TZA",2025,"SSP4",1480.588993,44.6372163397,40.54
"12565","TZA",2025,"SSP5",2272.904681,41.921651634,40.54
"12566","TZA",2030,"SSP1",2483.61388,41.3223896743,45.45
"12567","TZA",2030,"SSP2",1802.423191,42.8198130913,37.94
"12568","TZA",2030,"SSP3",1445.880507,44.4117963967,29.3
"12569","TZA",2030,"SSP4",1496.560114,45.1376690359,45.45
"12570","TZA",2030,"SSP5",2669.096899,41.006239363,45.45
"12571","TZA",2035,"SSP1",2838.070678,40.7129920574,50.26
"12572","TZA",2035,"SSP2",1927.396568,42.5744852052,40.81
"12573","TZA",2035,"SSP3",1437.142448,44.676928925,30.12
"12574","TZA",2035,"SSP4",1536.632088,45.3392922574,50.26
"12575","TZA",2035,"SSP5",3189.12905,40.5218244069,50.26
"12576","TZA",2040,"SSP1",3301.613536,40.1766787514,54.89
"12577","TZA",2040,"SSP2",2084.039018,42.3872489984,43.61
"12578","TZA",2040,"SSP3",1437.282199,44.8478218228,30.98
"12579","TZA",2040,"SSP4",1601.306294,45.4967265216,54.89
"12580","TZA",2040,"SSP5",3899.475341,39.5224844309,54.89
"12581","TZA",2045,"SSP1",3910.322207,39.389165399,59.27
"12582","TZA",2045,"SSP2",2285.242057,41.9493531977,46.33
"12583","TZA",2045,"SSP3",1447.174522,45.0298496587,31.89
"12584","TZA",2045,"SSP4",1690.244967,45.2203146088,59.27
"12585","TZA",2045,"SSP5",4863.594975,38.255569241,59.27
"12586","TZA",2050,"SSP1",4697.682025,38.1105107205,63.35
"12587","TZA",2050,"SSP2",2538.369075,41.1341964995,48.95
"12588","TZA",2050,"SSP3",1469.730508,45.2200424018,32.85
"12589","TZA",2050,"SSP4",1808.699245,44.6225973249,63.35
"12590","TZA",2050,"SSP5",6149.831696,36.8062481349,63.35
"12591","TZA",2055,"SSP1",5655.789384,36.8045764425,67.12
"12592","TZA",2055,"SSP2",2844.644589,40.1960338921,51.46
"12593","TZA",2055,"SSP3",1503.168904,45.4229050798,33.86
"12594","TZA",2055,"SSP4",1956.676286,43.9319975118,67.12
"12595","TZA",2055,"SSP5",7775.10614,35.5037917543,67.12
"12596","TZA",2060,"SSP1",6775.220584,35.5010715812,70.56
"12597","TZA",2060,"SSP2",3202.770953,39.2904065725,53.84
"12598","TZA",2060,"SSP3",1540.554773,45.6407870878,34.92
"12599","TZA",2060,"SSP4",2126.076125,43.3878183764,70.56
"12600","TZA",2060,"SSP5",9749.530245,34.4435424808,70.56
"12601","TZA",2065,"SSP1",8038.531295,34.3941435773,73.69
"12602","TZA",2065,"SSP2",3610.777227,38.1020507608,56.1
"12603","TZA",2065,"SSP3",1576.599819,45.806195024,36.03
"12604","TZA",2065,"SSP4",2306.68917,42.9533751058,73.69
"12605","TZA",2065,"SSP5",12056.86698,33.5804253628,73.69
"12606","TZA",2070,"SSP1",9432.34795,33.5028168091,76.51
"12607","TZA",2070,"SSP2",4076.731374,36.8921730082,58.23
"12608","TZA",2070,"SSP3",1607.829267,45.8631953733,37.21
"12609","TZA",2070,"SSP4",2490.151799,42.4378264178,76.51
"12610","TZA",2070,"SSP5",14678.66516,32.8777600506,76.51
"12611","TZA",2075,"SSP1",10927.35241,32.7745176397,79.04
"12612","TZA",2075,"SSP2",4613.280607,35.6115279471,60.24
"12613","TZA",2075,"SSP3",1635.044241,45.9028712799,38.44
"12614","TZA",2075,"SSP4",2674.956854,42.1487753882,79.04
"12615","TZA",2075,"SSP5",17561.4152,32.3056963056,79.04
"12616","TZA",2080,"SSP1",12547.63035,32.1867037508,81.31
"12617","TZA",2080,"SSP2",5239.653662,34.5421672921,62.13
"12618","TZA",2080,"SSP3",1659.333778,45.9252878086,39.74
"12619","TZA",2080,"SSP4",2861.508731,41.8625170168,81.31
"12620","TZA",2080,"SSP5",20739.40113,31.8399412826,81.31
"12621","TZA",2085,"SSP1",14301.6545,31.7155670007,83.34
"12622","TZA",2085,"SSP2",5975.583564,33.6719929599,63.91
"12623","TZA",2085,"SSP3",1683.246161,45.9747342204,41.11
"12624","TZA",2085,"SSP4",3054.076684,41.5634716098,83.34
"12625","TZA",2085,"SSP5",24220.33878,31.4607241347,83.34
"12626","TZA",2090,"SSP1",16167.38247,31.3378310543,85.15
"12627","TZA",2090,"SSP2",6842.830212,32.8975574424,65.57
"12628","TZA",2090,"SSP3",1710.563859,46.1587064944,42.55
"12629","TZA",2090,"SSP4",3260.126937,41.2415435119,85.15
"12630","TZA",2090,"SSP5",27960.67475,31.1519536562,85.15
"12631","TZA",2095,"SSP1",18106.76371,31.0258683798,86.77
"12632","TZA",2095,"SSP2",7851.426047,32.0681670705,67.13
"12633","TZA",2095,"SSP3",1740.321722,46.3342763293,44.05
"12634","TZA",2095,"SSP4",3478.936926,40.8960081105,86.77
"12635","TZA",2095,"SSP5",31883.7109,30.9005329505,86.77
"12636","TZA",2100,"SSP1",20072.02709,30.7755521695,88.2
"12637","TZA",2100,"SSP2",9006.68209,31.5387288161,68.6
"12638","TZA",2100,"SSP3",1773.43997,46.5008376772,45.64
"12639","TZA",2100,"SSP4",3713.258267,40.3931982707,88.2
"12640","TZA",2100,"SSP5",36096.51569,30.6958018306,88.2
"12641","UGA",2025,"SSP1",2129.875915,48.1735757233,23.13
"12642","UGA",2025,"SSP2",1661.776877,48.9221753023,19.51
"12643","UGA",2025,"SSP3",1389.661664,49.6684867661,17.59
"12644","UGA",2025,"SSP4",1408.999947,50.2789518442,23.13
"12645","UGA",2025,"SSP5",2212.486755,48.0222190458,23.13
"12646","UGA",2030,"SSP1",2549.580292,47.6655879379,27.29
"12647","UGA",2030,"SSP2",1822.212475,48.8402630636,21.86
"12648","UGA",2030,"SSP3",1400.058117,49.9440408907,18.8
"12649","UGA",2030,"SSP4",1455.445823,50.5897977274,27.29
"12650","UGA",2030,"SSP5",2751.331295,47.1958403645,27.29
"12651","UGA",2035,"SSP1",3075.738119,46.6631509508,31.84
"12652","UGA",2035,"SSP2",2019.943227,48.359518188,24.31
"12653","UGA",2035,"SSP3",1416.907962,50.1123957713,19.87
"12654","UGA",2035,"SSP4",1525.413588,50.9215651027,31.84
"12655","UGA",2035,"SSP5",3477.649342,45.8191733663,31.84
"12656","UGA",2040,"SSP1",3747.216607,45.3396563459,36.7
"12657","UGA",2040,"SSP2",2264.597005,47.7330112272,26.83
"12658","UGA",2040,"SSP3",1434.342956,50.2904986496,20.8
"12659","UGA",2040,"SSP4",1613.058844,50.5848382653,36.7
"12660","UGA",2040,"SSP5",4458.833781,44.8386220135,36.7
"12661","UGA",2045,"SSP1",4596.59029,44.1260567496,41.79
"12662","UGA",2045,"SSP2",2567.420097,47.3065336912,29.4
"12663","UGA",2045,"SSP3",1453.913964,50.4681658612,21.6
"12664","UGA",2045,"SSP4",1718.916387,50.6097378564,41.79
"12665","UGA",2045,"SSP5",5760.907917,43.4492519406,41.79
"12666","UGA",2050,"SSP1",5648.381858,43.3913927455,46.98
"12667","UGA",2050,"SSP2",2937.257318,46.8950268284,31.99
"12668","UGA",2050,"SSP3",1474.797269,50.6442531417,22.28
"12669","UGA",2050,"SSP4",1842.296693,50.8726166939,46.98
"12670","UGA",2050,"SSP5",7444.268994,42.2493486464,46.98
"12671","UGA",2055,"SSP1",6874.19589,42.2397968254,52.18
"12672","UGA",2055,"SSP2",3382.135241,46.1179899587,34.56
"12673","UGA",2055,"SSP3",1503.720317,50.823498636,22.85
"12674","UGA",2055,"SSP4",1991.837851,51.1101848173,52.18
"12675","UGA",2055,"SSP5",9497.961409,41.1760837226,52.18
"12676","UGA",2060,"SSP1",8235.410022,41.0868044058,57.25
"12677","UGA",2060,"SSP2",3901.995507,45.2447377775,37.09
"12678","UGA",2060,"SSP3",1536.529372,50.963928283,23.32
"12679","UGA",2060,"SSP4",2162.690192,51.3247018881,57.25
"12680","UGA",2060,"SSP5",11887.3678,40.2148178773,57.25
"12681","UGA",2065,"SSP1",9693.574973,40.0478520776,62.11
"12682","UGA",2065,"SSP2",4497.83261,44.7648226736,39.56
"12683","UGA",2065,"SSP3",1568.821301,51.0331446535,23.71
"12684","UGA",2065,"SSP4",2346.442738,51.5121104473,62.11
"12685","UGA",2065,"SSP5",14557.68777,39.339917563,62.11
"12686","UGA",2070,"SSP1",11227.10623,39.1444664597,66.68
"12687","UGA",2070,"SSP2",5176.611392,43.8697039498,41.95
"12688","UGA",2070,"SSP3",1597.714767,51.2181804958,24.03
"12689","UGA",2070,"SSP4",2536.350904,51.665730488,66.68
"12690","UGA",2070,"SSP5",17467.52773,38.532489362,66.68
"12691","UGA",2075,"SSP1",12812.27838,38.3803601461,70.91
"12692","UGA",2075,"SSP2",5942.021824,43.1723968177,44.26
"12693","UGA",2075,"SSP3",1622.538531,51.4098762231,24.29
"12694","UGA",2075,"SSP4",2729.322381,51.7784779384,70.91
"12695","UGA",2075,"SSP5",20563.51293,37.7791617183,70.91
"12696","UGA",2080,"SSP1",14452.34851,37.7163133727,74.75
"12697","UGA",2080,"SSP2",6801.353417,42.4036651255,46.46
"12698","UGA",2080,"SSP3",1643.157724,51.6046026264,24.51
"12699","UGA",2080,"SSP4",2924.0628,51.8451117239,74.75
"12700","UGA",2080,"SSP5",23840.06664,37.0916556123,74.75
"12701","UGA",2085,"SSP1",16299.77,37.12615573,78.21
"12702","UGA",2085,"SSP2",7763.559464,41.5610575197,48.55
"12703","UGA",2085,"SSP3",1663.559623,51.7980605817,24.68
"12704","UGA",2085,"SSP4",3127.386793,51.8631243812,78.21
"12705","UGA",2085,"SSP5",27543.33126,36.4675919021,78.21
"12706","UGA",2090,"SSP1",18339.33141,36.5967326792,81.29
"12707","UGA",2090,"SSP2",8829.67137,40.7153318879,50.53
"12708","UGA",2090,"SSP3",1684.294125,51.9898549183,24.82
"12709","UGA",2090,"SSP4",3340.693466,51.8316671527,81.29
"12710","UGA",2090,"SSP5",31647.33909,35.8947338266,81.29
"12711","UGA",2095,"SSP1",20492.62104,36.1235320446,83.99
"12712","UGA",2095,"SSP2",9992.924176,40.0078123775,52.4
"12713","UGA",2095,"SSP3",1703.671454,52.1804600958,24.94
"12714","UGA",2095,"SSP4",3560.679987,51.7544120156,83.99
"12715","UGA",2095,"SSP5",36211.31406,35.3583301049,83.99
"12716","UGA",2100,"SSP1",22648.82686,35.6840882482,86.35
"12717","UGA",2100,"SSP2",11236.89542,39.3093596703,54.17
"12718","UGA",2100,"SSP3",1724.991521,52.3710083685,25.03
"12719","UGA",2100,"SSP4",3794.172994,51.7832006521,86.35
"12720","UGA",2100,"SSP5",41503.41042,34.7111563973,86.35
"12721","UKR",2025,"SSP1",18281.29991,24.8667675,77.13
"12722","UKR",2025,"SSP2",17915.36504,25.1447519444,73.95
"12723","UKR",2025,"SSP3",17657.15844,25.5387522778,70.25
"12724","UKR",2025,"SSP4",17440.52158,25.6293403333,77.13
"12725","UKR",2025,"SSP5",18667.60585,24.8325065556,77.13
"12726","UKR",2030,"SSP1",23350.24915,24.8514788333,79.3
"12727","UKR",2030,"SSP2",22487.21795,25.266093,75.47
"12728","UKR",2030,"SSP3",21864.05634,25.86716,70.6
"12729","UKR",2030,"SSP4",21383.72568,26.0120893333,79.3
"12730","UKR",2030,"SSP5",24333.45482,24.7952028889,79.3
"12731","UKR",2035,"SSP1",27227.63899,24.7606472778,81.24
"12732","UKR",2035,"SSP2",25973.27478,25.3510230556,76.91
"12733","UKR",2035,"SSP3",24943.33253,26.1949973333,70.9
"12734","UKR",2035,"SSP4",24079.705,26.4132206667,81.24
"12735","UKR",2035,"SSP5",29073.07217,24.6740773889,81.24
"12736","UKR",2040,"SSP1",29831.8071,24.5914800556,82.96
"12737","UKR",2040,"SSP2",28442.99392,25.4058439444,78.26
"12738","UKR",2040,"SSP3",27023.40051,26.5293658333,71.17
"12739","UKR",2040,"SSP4",25749.01618,26.8220478333,82.96
"12740","UKR",2040,"SSP5",32660.3215,24.4469562778,82.96
"12741","UKR",2045,"SSP1",31623.86772,24.3472710556,84.49
"12742","UKR",2045,"SSP2",30310.63835,25.4346506667,79.52
"12743","UKR",2045,"SSP3",28543.37328,26.8738266111,71.39
"12744","UKR",2045,"SSP4",26857.47988,27.2351254444,84.49
"12745","UKR",2045,"SSP5",35702.82945,24.1076253333,84.49
"12746","UKR",2050,"SSP1",33168.89734,24.0257958333,85.86
"12747","UKR",2050,"SSP2",31897.18881,25.4399990556,80.71
"12748","UKR",2050,"SSP3",29791.34353,27.2318071667,71.59
"12749","UKR",2050,"SSP4",27678.85542,27.6582964444,85.86
"12750","UKR",2050,"SSP5",38783.9461,23.6387036111,85.86
"12751","UKR",2055,"SSP1",34911.15874,23.7679567222,87.09
"12752","UKR",2055,"SSP2",33515.61268,25.4268053333,81.83
"12753","UKR",2055,"SSP3",30993.41991,27.6040780556,71.76
"12754","UKR",2055,"SSP4",28428.76469,28.0935920556,87.09
"12755","UKR",2055,"SSP5",42367.04587,23.2672096667,87.09
"12756","UKR",2060,"SSP1",37074.74209,23.4885607778,88.19
"12757","UKR",2060,"SSP2",35359.23385,25.3968759444,82.88
"12758","UKR",2060,"SSP3",32321.72928,27.9871216111,71.9
"12759","UKR",2060,"SSP4",29267.94412,28.539277,88.19
"12760","UKR",2060,"SSP5",46669.4318,22.8569780556,88.19
"12761","UKR",2065,"SSP1",39731.45364,23.1877066667,89.19
"12762","UKR",2065,"SSP2",37555.38597,25.3527164444,83.86
"12763","UKR",2065,"SSP3",33874.19974,28.378125,72.03
"12764","UKR",2065,"SSP4",30340.56568,28.9944228333,89.19
"12765","UKR",2065,"SSP5",51834.55021,22.4089391495,89.19
"12766","UKR",2070,"SSP1",42817.451,22.8649202778,90.08
"12767","UKR",2070,"SSP2",40023.84801,25.2839015556,84.79
"12768","UKR",2070,"SSP3",35636.67285,28.7759869444,72.14
"12769","UKR",2070,"SSP4",31635.80148,29.4591053333,90.08
"12770","UKR",2070,"SSP5",57810.01541,21.9538393784,90.08
"12771","UKR",2075,"SSP1",46261.1297,22.5214453889,90.89
"12772","UKR",2075,"SSP2",42696.50622,25.1572535556,85.66
"12773","UKR",2075,"SSP3",37561.74723,29.1789042222,72.23
"12774","UKR",2075,"SSP4",33132.52382,29.9175611667,90.89
"12775","UKR",2075,"SSP5",64526.89648,21.4967536657,90.89
"12776","UKR",2080,"SSP1",50046.92428,22.162089,91.62
"12777","UKR",2080,"SSP2",45537.22898,25.0187951667,86.47
"12778","UKR",2080,"SSP3",39633.13577,29.5856422222,72.32
"12779","UKR",2080,"SSP4",34802.09743,30.346722,91.62
"12780","UKR",2080,"SSP5",71998.38366,21.0431674356,91.62
"12781","UKR",2085,"SSP1",54161.67723,21.789494,92.29
"12782","UKR",2085,"SSP2",48532.32472,24.8706212778,87.24
"12783","UKR",2085,"SSP3",41856.3503,29.9952952222,72.39
"12784","UKR",2085,"SSP4",36616.50191,30.7793835,92.29
"12785","UKR",2085,"SSP5",80240.17539,20.6343362992,92.29
"12786","UKR",2090,"SSP1",58636.91799,21.4166580556,92.9
"12787","UKR",2090,"SSP2",51703.33254,24.7139405,87.96
"12788","UKR",2090,"SSP3",44238.11115,30.4067565,72.45
"12789","UKR",2090,"SSP4",38580.74497,31.2121285,92.9
"12790","UKR",2090,"SSP5",89325.36966,20.2665538213,92.9
"12791","UKR",2095,"SSP1",63449.54422,21.0115033889,93.45
"12792","UKR",2095,"SSP2",55083.01473,24.5484223889,88.64
"12793","UKR",2095,"SSP3",46791.94129,30.8190115,72.51
"12794","UKR",2095,"SSP4",40706.51062,31.6446683889,93.45
"12795","UKR",2095,"SSP5",99247.46132,19.9347326326,93.45
"12796","UKR",2100,"SSP1",68675.86857,20.5825838889,93.95
"12797","UKR",2100,"SSP2",58695.06722,24.3327857222,89.28
"12798","UKR",2100,"SSP3",49511.02403,31.231703,72.55
"12799","UKR",2100,"SSP4",42997.88078,32.0771585,93.95
"12800","UKR",2100,"SSP5",110167.0947,19.6150161493,93.95
"12801","URY",2025,"SSP1",19607.67172,41.9258547134,93.94
"12802","URY",2025,"SSP2",18613.75461,42.7589528305,93.94
"12803","URY",2025,"SSP3",17928.60726,43.8276219499,93.94
"12804","URY",2025,"SSP4",17724.40081,44.3032495665,93.94
"12805","URY",2025,"SSP5",20024.12085,41.745773764,93.94
"12806","URY",2030,"SSP1",22103.11276,41.2167420798,94.36
"12807","URY",2030,"SSP2",20557.46859,42.5804413282,94.36
"12808","URY",2030,"SSP3",19427.20355,44.1018099987,94.36
"12809","URY",2030,"SSP4",18936.80403,44.6875375559,94.36
"12810","URY",2030,"SSP5",22935.30563,40.8847425208,94.36
"12811","URY",2035,"SSP1",24279.90157,40.5314659122,94.76
"12812","URY",2035,"SSP2",22338.96293,42.3184927859,94.76
"12813","URY",2035,"SSP3",20758.8397,44.3411006048,94.76
"12814","URY",2035,"SSP4",19852.06006,44.8152009049,94.76
"12815","URY",2035,"SSP5",25667.07253,40.1823430063,94.76
"12816","URY",2040,"SSP1",26288.94791,39.8169369588,95.12
"12817","URY",2040,"SSP2",24103.37399,42.03676434,95.12
"12818","URY",2040,"SSP3",22034.04103,44.4927455802,95.12
"12819","URY",2040,"SSP4",20685.79869,44.8999785962,95.12
"12820","URY",2040,"SSP5",28355.05875,39.0998379777,95.12
"12821","URY",2045,"SSP1",28154.66356,38.9108996715,95.47
"12822","URY",2045,"SSP2",25867.51678,41.510761076,95.47
"12823","URY",2045,"SSP3",23235.79877,44.6525864402,95.47
"12824","URY",2045,"SSP4",21484.7365,44.6341065712,95.47
"12825","URY",2045,"SSP5",30990.83446,37.831679412,95.47
"12826","URY",2050,"SSP1",30698.00024,37.6477067783,95.79
"12827","URY",2050,"SSP2",27689.53282,40.6597389467,95.79
"12828","URY",2050,"SSP3",24358.9423,44.8192153853,95.79
"12829","URY",2050,"SSP4",22287.34211,44.1089452568,95.79
"12830","URY",2050,"SSP5",34637.25792,36.4612978598,95.79
"12831","URY",2055,"SSP1",33814.59148,36.3906920657,96.09
"12832","URY",2055,"SSP2",29499.45534,39.6865182122,96.09
"12833","URY",2055,"SSP3",25382.54813,44.9974753017,96.09
"12834","URY",2055,"SSP4",23028.97404,43.5054262664,96.09
"12835","URY",2055,"SSP5",39417.57558,35.2473575974,96.09
"12836","URY",2060,"SSP1",37393.95849,35.172004041,96.37
"12837","URY",2060,"SSP2",31206.11806,38.7255904518,96.37
"12838","URY",2060,"SSP3",26307.86978,45.1892452316,96.37
"12839","URY",2060,"SSP4",23685.89339,42.9417051191,96.37
"12840","URY",2060,"SSP5",45236.4317,34.2582337272,96.37
"12841","URY",2065,"SSP1",41136.54168,34.1459119182,96.63
"12842","URY",2065,"SSP2",32917.0802,37.5361096633,96.63
"12843","URY",2065,"SSP3",27207.7216,45.3401973829,96.63
"12844","URY",2065,"SSP4",24284.28646,42.3935131946,96.63
"12845","URY",2065,"SSP5",51641.46125,33.4522538732,96.63
"12846","URY",2070,"SSP1",45061.70246,33.3202090758,96.87
"12847","URY",2070,"SSP2",35457.77723,36.3769049383,96.87
"12848","URY",2070,"SSP3",28171.85662,45.4047041692,96.87
"12849","URY",2070,"SSP4",24897.2629,41.758991875,96.87
"12850","URY",2070,"SSP5",58571.73113,32.7954768927,96.87
"12851","URY",2075,"SSP1",49183.11747,32.6473593776,97.1
"12852","URY",2075,"SSP2",38806.26316,35.1998439587,97.1
"12853","URY",2075,"SSP3",29224.87355,45.4539857011,97.1
"12854","URY",2075,"SSP4",25563.03857,41.2151537813,97.1
"12855","URY",2075,"SSP5",66036.5935,32.260257321,97.1
"12856","URY",2080,"SSP1",53645.8428,32.1048058361,97.31
"12857","URY",2080,"SSP2",42729.39055,34.2212743194,97.31
"12858","URY",2080,"SSP3",30329.34021,45.4877838238,97.31
"12859","URY",2080,"SSP4",26325.84946,40.7046672154,97.31
"12860","URY",2080,"SSP5",74253.00451,31.8240765958,97.31
"12861","URY",2085,"SSP1",58369.99921,31.6699184181,97.5
"12862","URY",2085,"SSP2",46857.5745,33.4256724098,97.5
"12863","URY",2085,"SSP3",31459.38673,45.5289852789,97.5
"12864","URY",2085,"SSP4",27164.71445,40.236188787,97.5
"12865","URY",2085,"SSP5",83129.11705,31.4685914423,97.5
"12866","URY",2090,"SSP1",63295.03642,31.3212342328,97.68
"12867","URY",2090,"SSP2",51084.07166,32.7262061989,97.68
"12868","URY",2090,"SSP3",32631.46396,45.6319722268,97.68
"12869","URY",2090,"SSP4",28049.95653,39.7934277981,97.68
"12870","URY",2090,"SSP5",92591.05532,31.1788590388,97.68
"12871","URY",2095,"SSP1",68562.92154,31.0344365769,97.85
"12872","URY",2095,"SSP2",55412.50721,31.9994935599,97.85
"12873","URY",2095,"SSP3",33875.23792,45.7242467201,97.85
"12874","URY",2095,"SSP4",28995.49634,39.3674878927,97.85
"12875","URY",2095,"SSP5",102885.2111,30.9427060941,97.85
"12876","URY",2100,"SSP1",74247.0007,30.804324344,98
"12877","URY",2100,"SSP2",59834.34636,31.4474284275,98
"12878","URY",2100,"SSP3",35238.85432,45.8050019198,98
"12879","URY",2100,"SSP4",29975.32077,38.8456207322,98
"12880","URY",2100,"SSP5",114170.0081,30.7502150867,98
"12881","USA",2025,"SSP1",47974.13707,42.30719,86.31
"12882","USA",2025,"SSP2",48150.71504,42.800133,86.31
"12883","USA",2025,"SSP3",46687.07332,43.435299,86.31
"12884","USA",2025,"SSP4",48888.64706,43.938103,86.31
"12885","USA",2025,"SSP5",48351.30935,42.580189,86.31
"12886","USA",2030,"SSP1",51602.71245,42.847824,87.48
"12887","USA",2030,"SSP2",51546.92391,43.404396,87.48
"12888","USA",2030,"SSP3",49326.31603,44.299427,87.48
"12889","USA",2030,"SSP4",52477.07112,45.333988,87.48
"12890","USA",2030,"SSP5",52810.3715,43.443371,87.48
"12891","USA",2035,"SSP1",55345.24378,43.209263,88.56
"12892","USA",2035,"SSP2",54971.42946,43.814602,88.56
"12893","USA",2035,"SSP3",51967.58591,45.02282,88.56
"12894","USA",2035,"SSP4",55925.01253,46.68211,88.56
"12895","USA",2035,"SSP5",57859.67048,44.146008,88.56
"12896","USA",2040,"SSP1",59189.26772,43.383789,89.56
"12897","USA",2040,"SSP2",58455.14255,44.137333,89.56
"12898","USA",2040,"SSP3",54745.41875,45.730354,89.56
"12899","USA",2040,"SSP4",59394.53081,47.953083,89.56
"12900","USA",2040,"SSP5",63342.28945,44.568638,89.56
"12901","USA",2045,"SSP1",63147.1332,43.406761,90.48
"12902","USA",2045,"SSP2",62000.50935,44.395382,90.48
"12903","USA",2045,"SSP3",57687.18996,46.438076,90.48
"12904","USA",2045,"SSP4",62976.24618,49.169239,90.48
"12905","USA",2045,"SSP5",69163.68841,44.768345,90.48
"12906","USA",2050,"SSP1",67140.01086,43.319378,91.33
"12907","USA",2050,"SSP2",65521.59657,44.599464,91.33
"12908","USA",2050,"SSP3",60743.19399,47.155838,91.33
"12909","USA",2050,"SSP4",66643.38065,50.366856,91.33
"12910","USA",2050,"SSP5",75158.09155,44.806202,91.33
"12911","USA",2055,"SSP1",71218.83031,43.324406,92.11
"12912","USA",2055,"SSP2",69059.39358,44.763783,92.11
"12913","USA",2055,"SSP3",63956.12971,47.882862,92.11
"12914","USA",2055,"SSP4",70439.31628,51.567471,92.11
"12915","USA",2055,"SSP5",81390.83549,45.050701,92.11
"12916","USA",2060,"SSP1",75406.84589,43.303646,92.83
"12917","USA",2060,"SSP2",72650.89755,44.898556,92.83
"12918","USA",2060,"SSP3",67335.47507,48.613129,92.83
"12919","USA",2060,"SSP4",74371.75451,52.783928,92.83
"12920","USA",2060,"SSP5",87955.12596,45.300793,92.83
"12921","USA",2065,"SSP1",79802.79852,43.273804,93.49
"12922","USA",2065,"SSP2",76396.45659,45.013786,93.49
"12923","USA",2065,"SSP3",70917.56196,49.343388,93.49
"12924","USA",2065,"SSP4",78486.99214,54.027515,93.49
"12925","USA",2065,"SSP5",95074.83846,45.58297,93.49
"12926","USA",2070,"SSP1",84443.18918,43.250813,94.09
"12927","USA",2070,"SSP2",80321.49946,45.119217,94.09
"12928","USA",2070,"SSP3",74741.68088,50.078468,94.09
"12929","USA",2070,"SSP4",82812.90182,55.312458,94.09
"12930","USA",2070,"SSP5",102753.9908,45.909473,94.09
"12931","USA",2075,"SSP1",89360.88891,43.246403,94.64
"12932","USA",2075,"SSP2",84431.92145,45.221169,94.64
"12933","USA",2075,"SSP3",78788.5279,50.820213,94.64
"12934","USA",2075,"SSP4",87342.62387,56.646473,94.64
"12935","USA",2075,"SSP5",110961.7892,46.291336,94.64
"12936","USA",2080,"SSP1",94716.75945,43.264442,95.14
"12937","USA",2080,"SSP2",88735.0119,45.323189,95.14
"12938","USA",2080,"SSP3",83050.38878,51.569569,95.14
"12939","USA",2080,"SSP4",92098.48842,58.034023,95.14
"12940","USA",2080,"SSP5",119818.783,46.733807,95.14
"12941","USA",2085,"SSP1",100468.0477,43.310398,95.6
"12942","USA",2085,"SSP2",93202.30869,45.429649,95.6
"12943","USA",2085,"SSP3",87511.38671,52.326748,95.6
"12944","USA",2085,"SSP4",97069.67688,59.478802,95.6
"12945","USA",2085,"SSP5",129310.4138,47.248241,95.6
"12946","USA",2090,"SSP1",106585.0885,43.391827,96.01
"12947","USA",2090,"SSP2",97837.86965,45.544781,96.01
"12948","USA",2090,"SSP3",92197.81663,53.090233,96.01
"12949","USA",2090,"SSP4",102282.4251,60.98251,96.01
"12950","USA",2090,"SSP5",139476.6573,47.85062,96.01
"12951","USA",2095,"SSP1",112992.9303,43.507717,96.39
"12952","USA",2095,"SSP2",102629.8481,45.673485,96.39
"12953","USA",2095,"SSP3",97122.26349,53.859493,96.39
"12954","USA",2095,"SSP4",107701.4707,62.549282,96.39
"12955","USA",2095,"SSP5",150346.6754,48.546474,96.39
"12956","USA",2100,"SSP1",119696.9074,43.659416,96.74
"12957","USA",2100,"SSP2",107635.1262,45.820068,96.74
"12958","USA",2100,"SSP3",102300.9858,54.636536,96.74
"12959","USA",2100,"SSP4",113362.1052,64.184242,96.74
"12960","USA",2100,"SSP5",161962.3083,49.339962,96.74
