"","countrycode","year","scenario","gdppc","gini","urbanization"
"3544","EGY",2045,"SSP4",9556.308,37.3388215,71.61
"3545","EGY",2045,"SSP5",18029.08357,31.1584491833,71.61
"3546","EGY",2050,"SSP1",17581.25726,30.8253453291,74.39
"3547","EGY",2050,"SSP2",14252.06859,33.7927171667,64.6
"3548","EGY",2050,"SSP3",9593.60616,38.2343691667,46.62
"3549","EGY",2050,"SSP4",10357.47366,37.0917176667,74.39
"3550","EGY",2050,"SSP5",21385.82766,30.0905890314,74.39
"3551","EGY",2055,"SSP1",19843.61502,29.7558059019,76.89
"3552","EGY",2055,"SSP2",15964.74429,32.6851425729,66.51
"3553","EGY",2055,"SSP3",10090.49619,38.3183435,47.12
"3554","EGY",2055,"SSP4",11162.64124,36.82192,76.89
"3555","EGY",2055,"SSP5",24841.93007,29.2158705998,76.89
"3556","EGY",2060,"SSP1",22002.65338,28.8621628882,79.14
"3557","EGY",2060,"SSP2",17685.64009,31.5122859892,68.29
"3558","EGY",2060,"SSP3",10535.66684,38.4100436667,47.64
"3559","EGY",2060,"SSP4",11956.50699,36.1833076667,79.14
"3560","EGY",2060,"SSP5",28276.1743,28.4993218271,79.14
"3561","EGY",2065,"SSP1",24005.91491,28.1458594929,81.16
"3562","EGY",2065,"SSP2",19382.89335,30.3184939328,69.94
"3563","EGY",2065,"SSP3",10934.29637,38.5055966667,48.18
"3564","EGY",2065,"SSP4",12751.69745,35.1991948333,81.16
"3565","EGY",2065,"SSP5",31595.79607,27.9123100855,81.16
"3566","EGY",2070,"SSP1",25878.20718,27.5716483421,82.97
"3567","EGY",2070,"SSP2",21042.28369,29.3534843165,71.46
"3568","EGY",2070,"SSP3",11302.75362,38.5988705,48.76
"3569","EGY",2070,"SSP4",13575.10761,34.1087326667,82.97
"3570","EGY",2070,"SSP5",35036.93827,27.4313917418,82.97
"3571","EGY",2075,"SSP1",27655.71394,27.1112985989,84.59
"3572","EGY",2075,"SSP2",22643.96093,28.573390381,72.88
"3573","EGY",2075,"SSP3",11660.68527,38.6849638333,49.35
"3574","EGY",2075,"SSP4",14431.74171,32.5884697576,84.59
"3575","EGY",2075,"SSP5",39005.62683,27.0373707249,84.59
"3576","EGY",2080,"SSP1",29372.11464,26.7421970592,86.05
"3577","EGY",2080,"SSP2",24160.32089,27.9427607017,74.19
"3578","EGY",2080,"SSP3",12020.62768,38.7623798333,49.98
"3579","EGY",2080,"SSP4",15310.96406,31.2186696534,86.05
"3580","EGY",2080,"SSP5",43798.15335,26.7145280859,86.05
"3581","EGY",2085,"SSP1",31053.83302,26.4462285756,87.36
"3582","EGY",2085,"SSP2",25598.12983,27.43294396,75.41
"3583","EGY",2085,"SSP3",12392.16932,38.771984,50.64
"3584","EGY",2085,"SSP4",16203.04126,30.1008701643,87.36
"3585","EGY",2085,"SSP5",49530.01924,26.4499914599,87.36
"3586","EGY",2090,"SSP1",32900.30483,26.2088799503,88.53
"3587","EGY",2090,"SSP2",26973.4165,27.0207839028,76.54
"3588","EGY",2090,"SSP3",12778.7031,38.5646095,51.33
"3589","EGY",2090,"SSP4",17109.10927,29.1950392239,88.53
"3590","EGY",2090,"SSP5",56201.81403,26.2332189958,88.53
"3591","EGY",2095,"SSP1",35093.21174,26.018522625,89.59
"3592","EGY",2095,"SSP2",28320.90146,26.6875648929,77.6
"3593","EGY",2095,"SSP3",13182.74335,38.3376698333,52.05
"3594","EGY",2095,"SSP4",18033.25642,28.4609637653,89.59
"3595","EGY",2095,"SSP5",63770.19867,26.055576952,89.59
"3596","EGY",2100,"SSP1",37757.88716,25.8658384394,90.55
"3597","EGY",2100,"SSP2",29630.05392,26.0487863894,78.58
"3598","EGY",2100,"SSP3",13603.93505,38.0895886667,52.81
"3599","EGY",2100,"SSP4",18974.05975,27.8660629091,90.55
"3600","EGY",2100,"SSP5",72255.94771,25.9099939369,90.55
"3601","ERI",2025,"SSP1",1481.932029,49.0704004983,35.32
"3602","ERI",2025,"SSP2",1363.620271,49.7606246874,29.1
"3603","ERI",2025,"SSP3",1224.084846,50.5647241478,24.58
"3604","ERI",2025,"SSP4",1231.641849,51.0635144408,35.32
"3605","ERI",2025,"SSP5",1535.747702,48.9432529271,35.32
"3606","ERI",2030,"SSP1",2183.886035,48.5497206755,40.22
"3607","ERI",2030,"SSP2",1890.262643,49.5948831277,31.74
"3608","ERI",2030,"SSP3",1560.712024,50.7887419377,25.68
"3609","ERI",2030,"SSP4",1599.368599,51.3171559044,40.22
"3610","ERI",2030,"SSP5",2348.482608,48.1773733889,40.22
"3611","ERI",2035,"SSP1",2954.412635,47.729183848,45.07
"3612","ERI",2035,"SSP2",2397.015705,49.2695352185,34.41
"3613","ERI",2035,"SSP3",1824.638732,50.9800502002,26.82
"3614","ERI",2035,"SSP4",1920.007556,51.5363311683,45.07
"3615","ERI",2035,"SSP5",3320.821051,47.0725139055,45.07
"3616","ERI",2040,"SSP1",3746.699759,46.687360011,49.76
"3617","ERI",2040,"SSP2",2850.142334,48.8190585572,37.07
"3618","ERI",2040,"SSP3",2000.79901,51.1576088155,28.02
"3619","ERI",2040,"SSP4",2175.50148,51.5322414573,49.76
"3620","ERI",2040,"SSP5",4414.243442,46.0385326054,49.76
"3621","ERI",2045,"SSP1",4592.650272,45.6179422774,54.21
"3622","ERI",2045,"SSP2",3284.905815,48.3561124816,39.71
"3623","ERI",2045,"SSP3",2120.723341,51.3373434721,29.27
"3624","ERI",2045,"SSP4",2391.564803,51.5873313347,54.21
"3625","ERI",2045,"SSP5",5671.278003,44.8846660436,54.21
"3626","ERI",2050,"SSP1",5574.67365,44.6613883787,58.37
"3627","ERI",2050,"SSP2",3760.873523,47.8397148356,42.31
"3628","ERI",2050,"SSP3",2223.259622,51.5186936118,30.57
"3629","ERI",2050,"SSP4",2608.185792,51.6732443868,58.37
"3630","ERI",2050,"SSP5",7201.642432,43.7913424028,58.37
"3631","ERI",2055,"SSP1",6742.517888,43.6985012506,62.2
"3632","ERI",2055,"SSP2",4306.17358,47.1664549373,44.84
"3633","ERI",2055,"SSP3",2321.149414,51.7054953874,31.93
"3634","ERI",2055,"SSP4",2840.435028,51.7152451556,62.2
"3635","ERI",2055,"SSP5",9088.788117,42.8845253472,62.2
"3636","ERI",2060,"SSP1",8120.34621,42.785776623,65.71
"3637","ERI",2060,"SSP2",4935.559272,46.437726614,47.3
"3638","ERI",2060,"SSP3",2419.330249,51.8812917376,33.35
"3639","ERI",2060,"SSP4",3096.261649,51.6836476451,65.71
"3640","ERI",2060,"SSP5",11390.17017,42.0527217906,65.71
"3641","ERI",2065,"SSP1",9703.149107,41.9589413143,68.89
"3642","ERI",2065,"SSP2",5657.759166,45.8150704187,49.66
"3643","ERI",2065,"SSP3",2516.764319,52.0331646115,34.82
"3644","ERI",2065,"SSP4",3372.960094,51.5791078772,68.89
"3645","ERI",2065,"SSP5",14119.13729,41.2727924615,68.89
"3646","ERI",2070,"SSP1",11454.26406,41.2242138404,71.77
"3647","ERI",2070,"SSP2",6473.699843,45.1144262092,51.93
"3648","ERI",2070,"SSP3",2615.364131,52.2097896983,36.35
"3649","ERI",2070,"SSP4",3669.979161,51.4210601834,71.77
"3650","ERI",2070,"SSP5",17226.19274,40.5289191442,71.77
"3651","ERI",2075,"SSP1",13329.7984,40.5725198038,74.36
"3652","ERI",2075,"SSP2",7395.633885,44.513680973,54.1
"3653","ERI",2075,"SSP3",2717.184328,52.3804233178,37.94
"3654","ERI",2075,"SSP4",3987.660133,51.187077549,74.36
"3655","ERI",2075,"SSP5",20629.69215,39.8112104572,74.36
"3656","ERI",2080,"SSP1",15360.47028,39.9831923931,76.7
"3657","ERI",2080,"SSP2",8448.779932,43.935708558,56.17
"3658","ERI",2080,"SSP3",2824.262658,52.5427096571,39.59
"3659","ERI",2080,"SSP4",4328.770976,50.9542835098,76.7
"3660","ERI",2080,"SSP5",24344.56142,39.1409762971,76.7
"3661","ERI",2085,"SSP1",17902.48216,39.439881792,78.8
"3662","ERI",2085,"SSP2",9669.062426,43.3730248156,58.13
"3663","ERI",2085,"SSP3",2941.29605,52.6878565155,41.29
"3664","ERI",2085,"SSP4",4701.561744,50.73888584,78.8
"3665","ERI",2085,"SSP5",28931.7104,38.5205476245,78.8
"3666","ERI",2090,"SSP1",20887.72713,38.9347580402,80.69
"3667","ERI",2090,"SSP2",11069.30662,42.8351973803,59.98
"3668","ERI",2090,"SSP3",3068.510914,52.8030217322,43.05
"3669","ERI",2090,"SSP4",5109.09569,50.5324295866,80.69
"3670","ERI",2090,"SSP5",34304.76434,37.9388399799,80.69
"3671","ERI",2095,"SSP1",24094.09599,38.4589989982,82.4
"3672","ERI",2095,"SSP2",12644.72816,42.3543808521,61.74
"3673","ERI",2095,"SSP3",3204.272282,52.907827269,44.87
"3674","ERI",2095,"SSP4",5551.512636,50.3295227249,82.4
"3675","ERI",2095,"SSP5",40590.1094,37.3808829763,82.4
"3676","ERI",2100,"SSP1",27211.95988,38.002196087,83.93
"3677","ERI",2100,"SSP2",14370.09591,41.8546757321,63.4
"3678","ERI",2100,"SSP3",3348.827269,53.0032609632,46.73
"3679","ERI",2100,"SSP4",6031.812951,50.1664212675,83.93
"3680","ERI",2100,"SSP5",47895.37602,36.8003130173,83.93
"3681","ESP",2025,"SSP1",40522.10047,31.963966,86.44
"3682","ESP",2025,"SSP2",40405.84515,32.284042,82.17
"3683","ESP",2025,"SSP3",31119.72148,33.280796,78.36
"3684","ESP",2025,"SSP4",40222.22198,33.352272,82.17
"3685","ESP",2025,"SSP5",40927.32382,31.901312,86.44
"3686","ESP",2030,"SSP1",46319.65249,31.837458,88.2
"3687","ESP",2030,"SSP2",45874.831,32.352077,83.57
"3688","ESP",2030,"SSP3",32591.47958,33.803852,78.7
"3689","ESP",2030,"SSP4",45296.30556,33.948811,83.57
"3690","ESP",2030,"SSP5",47492.8768,31.725752,88.2
"3691","ESP",2035,"SSP1",52076.05669,31.60573,89.62
"3692","ESP",2035,"SSP2",51215.12083,32.371445,84.89
"3693","ESP",2035,"SSP3",34382.71704,34.348278,79.05
"3694","ESP",2035,"SSP4",50106.27158,34.629501,84.89
"3695","ESP",2035,"SSP5",54443.78189,31.424053,89.62
"3696","ESP",2040,"SSP1",57556.51897,31.258934,90.78
"3697","ESP",2040,"SSP2",56251.73357,32.355968,86.11
"3698","ESP",2040,"SSP3",36410.49984,34.925201,79.41
"3699","ESP",2040,"SSP4",54574.24614,35.370232,86.11
"3700","ESP",2040,"SSP5",61461.10686,30.951689,90.78
"3701","ESP",2045,"SSP1",62784.85349,30.801441,91.75
"3702","ESP",2045,"SSP2",60976.15104,32.323895,87.25
"3703","ESP",2045,"SSP3",38524.14961,35.550617,79.78
"3704","ESP",2045,"SSP4",58672.73358,36.165134,87.25
"3705","ESP",2045,"SSP5",68520.31251,30.294331,91.75
"3706","ESP",2050,"SSP1",67886.4944,30.235332,92.57
"3707","ESP",2050,"SSP2",65464.12702,32.280067,88.31
"3708","ESP",2050,"SSP3",40596.31449,36.23254,80.15
"3709","ESP",2050,"SSP4",62394.84251,37.019001,88.31
"3710","ESP",2050,"SSP5",75690.99448,29.44339,92.57
"3711","ESP",2055,"SSP1",73083.73054,29.698212,93.26
"3712","ESP",2055,"SSP2",69954.90377,32.219238,89.28
"3713","ESP",2055,"SSP3",42722.48797,36.965214,80.54
"3714","ESP",2055,"SSP4",66015.57946,37.925369,89.28
"3715","ESP",2055,"SSP5",83164.16287,28.684452,93.26
"3716","ESP",2060,"SSP1",78344.13394,29.105831,93.87
"3717","ESP",2060,"SSP2",74498.79825,32.126537,90.19
"3718","ESP",2060,"SSP3",44953.92117,37.732891,80.93
"3719","ESP",2060,"SSP4",69705.38873,38.869793,90.19
"3720","ESP",2060,"SSP5",90877.32257,27.83053,93.87
"3721","ESP",2065,"SSP1",83678.92284,28.446842,94.39
"3722","ESP",2065,"SSP2",79069.11101,31.99752,91.03
"3723","ESP",2065,"SSP3",47314.87134,38.524502,81.34
"3724","ESP",2065,"SSP4",73591.80346,39.843845,91.03
"3725","ESP",2065,"SSP5",98911.0862,26.866589,94.39
"3726","ESP",2070,"SSP1",88942.27944,27.723038,94.85
"3727","ESP",2070,"SSP2",83459.67526,31.837439,91.8
"3728","ESP",2070,"SSP3",49728.5817,39.339642,81.75
"3729","ESP",2070,"SSP4",77550.20431,40.851357,91.8
"3730","ESP",2070,"SSP5",107095.0015,25.786674,94.85
"3731","ESP",2075,"SSP1",94046.98295,26.958366,95.25
"3732","ESP",2075,"SSP2",87637.23627,31.661226,92.51
"3733","ESP",2075,"SSP3",52093.63646,40.178169,82.17
"3734","ESP",2075,"SSP4",81453.37127,41.8969,92.51
"3735","ESP",2075,"SSP5",115364.4037,24.616146,95.25
"3736","ESP",2080,"SSP1",99211.85385,26.179176,95.61
"3737","ESP",2080,"SSP2",91769.45212,31.486221,93.16
"3738","ESP",2080,"SSP3",54401.4059,41.036572,82.59
"3739","ESP",2080,"SSP4",85286.95212,42.981178,93.16
"3740","ESP",2080,"SSP5",123970.5887,23.380165,95.61
"3741","ESP",2085,"SSP1",104723.7316,25.39324,95.93
"3742","ESP",2085,"SSP2",96043.43956,31.317944,93.76
"3743","ESP",2085,"SSP3",56785.12237,41.908497,83.02
"3744","ESP",2085,"SSP4",89132.87307,44.096764,93.76
"3745","ESP",2085,"SSP5",133206.233,22.079655,95.93
"3746","ESP",2090,"SSP1",110366.27,24.631374,96.22
"3747","ESP",2090,"SSP2",100550.3398,31.151577,94.31
"3748","ESP",2090,"SSP3",59386.75517,42.783913,83.46
"3749","ESP",2090,"SSP4",93127.94779,45.213028,94.31
"3750","ESP",2090,"SSP5",142831.3935,20.740448,96.22
"3751","ESP",2095,"SSP1",116146.1833,23.867342,96.48
"3752","ESP",2095,"SSP2",105308.3854,30.976492,94.82
"3753","ESP",2095,"SSP3",62315.26446,43.65937,83.9
"3754","ESP",2095,"SSP4",97472.6328,46.332825,94.82
"3755","ESP",2095,"SSP5",152843.7884,19.324398,96.48
"3756","ESP",2100,"SSP1",122348.6389,23.086218,96.72
"3757","ESP",2100,"SSP2",110312.16,30.786692,95.28
"3758","ESP",2100,"SSP3",65539.8362,44.536705,84.34
"3759","ESP",2100,"SSP4",102241.7063,47.46138,95.28
"3760","ESP",2100,"SSP5",163561.1144,17.813585,96.72
"3761","EST",2025,"SSP1",23297.23937,34.615231,77.75
"3762","EST",2025,"SSP2",23221.59983,35.223789,74.41
"3763","EST",2025,"SSP3",23155.75579,36.163807,70.61
"3764","EST",2025,"SSP4",23312.37137,36.028496,74.41
"3765","EST",2025,"SSP5",23731.46868,34.333145,77.75
"3766","EST",2030,"SSP1",25561.46204,34.181309,79.9
"3767","EST",2030,"SSP2",25129.08866,35.101227,75.87
"3768","EST",2030,"SSP3",24702.53815,36.623631,70.89
"3769","EST",2030,"SSP4",24995.69576,36.379047,75.87
"3770","EST",2030,"SSP5",26581.344,33.703606,79.9
"3771","EST",2035,"SSP1",27505.56679,33.634605,81.8
"3772","EST",2035,"SSP2",26711.64556,34.842571,77.24
"3773","EST",2035,"SSP3",25839.36012,37.062557,71.12
"3774","EST",2035,"SSP4",26307.95433,36.764614,77.24
"3775","EST",2035,"SSP5",29331.11341,32.968689,81.8
"3776","EST",2040,"SSP1",29112.87969,32.986622,83.48
"3777","EST",2040,"SSP2",28050.1737,34.450535,78.53
"3778","EST",2040,"SSP3",26768.93104,37.481045,71.33
"3779","EST",2040,"SSP4",27464.56669,37.163177,78.53
"3780","EST",2040,"SSP5",31840.27793,32.101856,83.48
"3781","EST",2045,"SSP1",30531.01122,32.251587,84.98
"3782","EST",2045,"SSP2",29289.44221,33.958927,79.74
"3783","EST",2045,"SSP3",27667.45992,37.91214,71.5
"3784","EST",2045,"SSP4",28642.29301,37.561649,79.74
"3785","EST",2045,"SSP5",34411.8073,31.0791,84.98
"3786","EST",2050,"SSP1",31979.56034,31.4695,86.32
"3787","EST",2050,"SSP2",30495.72571,33.404922,80.87
"3788","EST",2050,"SSP3",28569.89623,38.390144,71.66
"3789","EST",2050,"SSP4",29873.73519,37.985821,80.87
"3790","EST",2050,"SSP5",37377.55278,29.934305,86.32
"3791","EST",2055,"SSP1",33777.6885,30.670326,87.52
"3792","EST",2055,"SSP2",31861.47064,32.82428,81.94
"3793","EST",2055,"SSP3",29563.99622,38.928654,71.79
"3794","EST",2055,"SSP4",31236.04029,38.450058,81.94
"3795","EST",2055,"SSP5",41081.63374,28.710474,87.52
"3796","EST",2060,"SSP1",36069.47848,29.814495,88.59
"3797","EST",2060,"SSP2",33522.87849,32.173008,82.95
"3798","EST",2060,"SSP3",30688.94614,39.486187,71.9
"3799","EST",2060,"SSP4",32830.11415,38.915119,82.95
"3800","EST",2060,"SSP5",45641.17294,27.362799,88.59
"3801","EST",2065,"SSP1",38844.68318,28.868263,89.56
"3802","EST",2065,"SSP2",35530.06785,31.414671,83.89
"3803","EST",2065,"SSP3",32015.58546,40.029861,72
"3804","EST",2065,"SSP4",34721.99921,39.352196,83.89
"3805","EST",2065,"SSP5",51068.49983,25.847582,89.56
"3806","EST",2070,"SSP1",41984.28958,27.825941,90.43
"3807","EST",2070,"SSP2",37807.02169,30.536921,84.78
"3808","EST",2070,"SSP3",33560.26579,40.553162,72.08
"3809","EST",2070,"SSP4",36892.9804,39.754269,84.78
"3810","EST",2070,"SSP5",57233.68318,24.134718,90.43
"3811","EST",2075,"SSP1",45423.66111,26.710087,91.21
"3812","EST",2075,"SSP2",40285.93694,29.55615,85.62
"3813","EST",2075,"SSP3",35275.3223,41.062313,72.16
"3814","EST",2075,"SSP4",39273.68947,40.121902,85.62
"3815","EST",2075,"SSP5",64071.23327,22.3509881896,91.21
"3816","EST",2080,"SSP1",49202.97323,25.561085,91.93
"3817","EST",2080,"SSP2",42946.97713,28.505884,86.4
"3818","EST",2080,"SSP3",37098.7908,41.57304,72.22
"3819","EST",2080,"SSP4",41799.66528,40.463684,86.4
"3820","EST",2080,"SSP5",71661.20302,20.885304492,91.93
"3821","EST",2085,"SSP1",53417.99193,24.402815,92.57
"3822","EST",2085,"SSP2",45810.96326,27.409224,87.14
"3823","EST",2085,"SSP3",39024.39557,42.095406,72.28
"3824","EST",2085,"SSP4",44440.36104,40.783184,87.14
"3825","EST",2085,"SSP5",80169.67839,19.7118575177,92.57
"3826","EST",2090,"SSP1",58093.43747,23.250916,93.16
"3827","EST",2090,"SSP2",48921.99056,26.261602,87.84
"3828","EST",2090,"SSP3",41115.1439,42.623611,72.33
"3829","EST",2090,"SSP4",47237.50414,41.068172,87.84
"3830","EST",2090,"SSP5",89672.46749,18.7723793726,93.16
"3831","EST",2095,"SSP1",63140.65411,22.060806,93.69
"3832","EST",2095,"SSP2",52302.65832,25.035364,88.5
"3833","EST",2095,"SSP3",43432.55721,43.144833,72.37
"3834","EST",2095,"SSP4",50256.33152,41.310539,88.5
"3835","EST",2095,"SSP5",100097.6584,18.0202199615,93.69
"3836","EST",2100,"SSP1",68339.52149,20.813543,94.18
"3837","EST",2100,"SSP2",55903.1333,23.707251,89.11
"3838","EST",2100,"SSP3",45969.85869,43.65205,72.4
"3839","EST",2100,"SSP4",53498.10311,41.495853,89.11
"3840","EST",2100,"SSP5",111211.7539,17.4180305624,94.18
"3841","ETH",2025,"SSP1",1430.280697,38.5088036667,28.76
"3842","ETH",2025,"SSP2",1208.184526,39.298608,23.24
"3843","ETH",2025,"SSP3",1038.633674,40.1286256667,20.13
"3844","ETH",2025,"SSP4",1054.628132,40.394633,28.76
"3845","ETH",2025,"SSP5",1491.22488,38.443004,28.76
"3846","ETH",2030,"SSP1",1618.965878,38.183117,33.63
"3847","ETH",2030,"SSP2",1301.159471,39.0343428333,25.69
"3848","ETH",2030,"SSP3",1030.538453,40.2850938333,21.21
"3849","ETH",2030,"SSP4",1075.600624,40.333741,33.63
"3850","ETH",2030,"SSP5",1760.909622,37.790378098,33.63
"3851","ETH",2035,"SSP1",1876.360248,37.2070501667,38.76
"3852","ETH",2035,"SSP2",1426.542354,38.7086986667,28.23
"3853","ETH",2035,"SSP3",1028.805215,40.42535,22.24
"3854","ETH",2035,"SSP4",1115.314328,40.1779666667,38.76
"3855","ETH",2035,"SSP5",2150.056851,36.252592639,38.76
"3856","ETH",2040,"SSP1",2224.228344,35.8095423454,44.05
"3857","ETH",2040,"SSP2",1585.226562,38.064846,30.86
"3858","ETH",2040,"SSP3",1028.045579,40.5032308333,23.22
"3859","ETH",2040,"SSP4",1168.575764,39.9843013333,44.05
"3860","ETH",2040,"SSP5",2699.698464,34.8513727593,44.05
"3861","ETH",2045,"SSP1",2690.661067,34.4492837585,49.35
"3862","ETH",2045,"SSP2",1783.082688,37.201187,33.54
"3863","ETH",2045,"SSP3",1027.175715,40.5780441667,24.13
"3864","ETH",2045,"SSP4",1232.700178,39.7588215,49.35
"3865","ETH",2045,"SSP5",3464.907669,33.5784491833,49.35
"3866","ETH",2050,"SSP1",3285.008868,33.2453453291,54.55
"3867","ETH",2050,"SSP2",2017.23894,36.2127171667,36.25
"3868","ETH",2050,"SSP3",1021.082091,40.6543691667,24.99
"3869","ETH",2050,"SSP4",1299.500279,39.5117176667,54.55
"3870","ETH",2050,"SSP5",4481.712959,32.5105890314,54.55
"3871","ETH",2055,"SSP1",4030.906793,32.1758059019,59.55
"3872","ETH",2055,"SSP2",2300.32355,35.105142573,38.96
"3873","ETH",2055,"SSP3",1018.996166,40.7383435,25.78
"3874","ETH",2055,"SSP4",1378.958812,39.24192,59.55
"3875","ETH",2055,"SSP5",5806.653795,31.6358705998,59.55
"3876","ETH",2060,"SSP1",4951.205545,31.2821628882,64.25
"3877","ETH",2060,"SSP2",2648.387364,33.9322859892,41.67
"3878","ETH",2060,"SSP3",1024.322382,40.8300436667,26.52
"3879","ETH",2060,"SSP4",1476.725337,38.6033076667,64.25
"3880","ETH",2060,"SSP5",7499.126138,30.9193218271,64.25
"3881","ETH",2065,"SSP1",6068.047058,30.5658594929,68.61
"3882","ETH",2065,"SSP2",3079.208009,32.7384939328,44.34
"3883","ETH",2065,"SSP3",1039.260315,40.9255966667,27.2
"3884","ETH",2065,"SSP4",1597.248034,37.6191948333,68.61
"3885","ETH",2065,"SSP5",9614.017402,30.3323100855,68.61
"3886","ETH",2070,"SSP1",7392.398432,29.9916483421,72.58
"3887","ETH",2070,"SSP2",3602.492737,31.7734843165,46.95
"3888","ETH",2070,"SSP3",1060.577684,41.0188705,27.82
"3889","ETH",2070,"SSP4",1737.621897,36.5287326667,72.58
"3890","ETH",2070,"SSP5",12183.08087,29.8513917418,72.58
"3891","ETH",2075,"SSP1",9073.106334,29.5312985989,76.16
"3892","ETH",2075,"SSP2",4230.10378,30.993390381,49.5
"3893","ETH",2075,"SSP3",1084.858052,41.1049638333,28.38
"3894","ETH",2075,"SSP4",1893.828051,35.0084697576,76.16
"3895","ETH",2075,"SSP5",15468.99672,29.4573707249,76.16
"3896","ETH",2080,"SSP1",11080.99834,29.1621970592,79.35
"3897","ETH",2080,"SSP2",4957.905376,30.3627607017,51.97
"3898","ETH",2080,"SSP3",1109.102372,41.1823798333,28.9
"3899","ETH",2080,"SSP4",2061.755172,33.6386696534,79.35
"3900","ETH",2080,"SSP5",19441.45581,29.1345280859,79.35
"3901","ETH",2085,"SSP1",13297.3483,28.8662285756,82.18
"3902","ETH",2085,"SSP2",5777.818382,29.85294396,54.35
"3903","ETH",2085,"SSP3",1132.100744,41.191984,29.37
"3904","ETH",2085,"SSP4",2239.728625,32.5208701643,82.18
"3905","ETH",2085,"SSP5",23894.3432,28.8699914599,82.18
"3906","ETH",2090,"SSP1",15539.39844,28.6288799503,84.66
"3907","ETH",2090,"SSP2",6689.808741,29.4407839029,56.64
"3908","ETH",2090,"SSP3",1155.094464,40.9846095,29.8
"3909","ETH",2090,"SSP4",2430.609086,31.6150392239,84.66
"3910","ETH",2090,"SSP5",28481.85376,28.6532189958,84.66
"3911","ETH",2095,"SSP1",17720.66514,28.438522625,86.82
"3912","ETH",2095,"SSP2",7698.633892,29.1075648929,58.83
"3913","ETH",2095,"SSP3",1179.143287,40.7576698333,30.18
"3914","ETH",2095,"SSP4",2637.430004,30.8809637653,86.82
"3915","ETH",2095,"SSP5",33020.16012,28.475576952,86.82
"3916","ETH",2100,"SSP1",19826.06232,28.2858384394,88.7
"3917","ETH",2100,"SSP2",8979.660905,28.4687863894,60.92
"3918","ETH",2100,"SSP3",1205.068468,40.5095886667,30.53
"3919","ETH",2100,"SSP4",2863.117731,30.2860629091,88.7
"3920","ETH",2100,"SSP5",37834.47387,28.3299939369,88.7
"3921","FIN",2025,"SSP1",40656.67055,26.012003,88.24
"3922","FIN",2025,"SSP2",40746.7717,26.633448,88.24
"3923","FIN",2025,"SSP3",35335.9409,27.213875,88.24
"3924","FIN",2025,"SSP4",41437.94838,27.360743,88.24
"3925","FIN",2025,"SSP5",41120.7309,25.94245,88.24
"3926","FIN",2030,"SSP1",44426.793,26.092939,89.13
"3927","FIN",2030,"SSP2",44318.55238,27.09026,89.13
"3928","FIN",2030,"SSP3",36853.02373,28.016981,89.13
"3929","FIN",2030,"SSP4",45224.62406,28.297173,89.13
"3930","FIN",2030,"SSP5",45717.79161,25.986732,89.13
"3931","FIN",2035,"SSP1",48187.09952,26.013193,89.94
"3932","FIN",2035,"SSP2",47759.79499,27.446564,89.94
"3933","FIN",2035,"SSP3",38527.76271,28.781267,89.94
"3934","FIN",2035,"SSP4",48673.52707,29.254442,89.94
"3935","FIN",2035,"SSP5",50780.24828,25.861792,89.94
"3936","FIN",2040,"SSP1",51866.88511,25.766325,90.68
"3937","FIN",2040,"SSP2",51058.02009,27.726252,90.68
"3938","FIN",2040,"SSP3",40356.29735,29.532963,90.68
"3939","FIN",2040,"SSP4",51886.47536,30.204845,90.68
"3940","FIN",2040,"SSP5",56121.7557,25.516533,90.68
"3941","FIN",2045,"SSP1",55461.13116,25.360556,91.37
"3942","FIN",2045,"SSP2",54221.35845,27.945198,91.37
"3943","FIN",2045,"SSP3",42310.51282,30.287998,91.37
"3944","FIN",2045,"SSP4",55014.21284,31.144758,91.37
"3945","FIN",2045,"SSP5",61618.20647,24.937649,91.37
"3946","FIN",2050,"SSP1",58977.71841,24.817343,92
"3947","FIN",2050,"SSP2",57269.71039,28.112972,92
"3948","FIN",2050,"SSP3",44376.40006,31.06291,92
"3949","FIN",2050,"SSP4",58153.00058,32.094414,92
"3950","FIN",2050,"SSP5",67191.9629,24.129812,92
"3951","FIN",2055,"SSP1",62545.90154,24.459034,92.58
"3952","FIN",2055,"SSP2",60304.64448,28.246723,92.58
"3953","FIN",2055,"SSP3",46576.15662,31.862797,92.58
"3954","FIN",2055,"SSP4",61391.54301,33.063072,92.58
"3955","FIN",2055,"SSP5",73021.13443,23.592442,92.58
"3956","FIN",2060,"SSP1",66247.60927,24.070339,93.12
"3957","FIN",2060,"SSP2",63431.34865,28.348957,93.12
"3958","FIN",2060,"SSP3",48952.14759,32.676353,93.12
"3959","FIN",2060,"SSP4",64780.20924,34.046154,93.12
"3960","FIN",2060,"SSP5",79277.69734,23.006033,93.12
"3961","FIN",2065,"SSP1",70239.79592,23.653547,93.62
"3962","FIN",2065,"SSP2",66765.06724,28.422091,93.62
"3963","FIN",2065,"SSP3",51532.84709,33.493721,93.62
"3964","FIN",2065,"SSP4",68376.6071,35.041847,93.62
"3965","FIN",2065,"SSP5",86235.79013,22.374743,93.62
"3966","FIN",2070,"SSP1",74585.81689,23.202215,94.07
"3967","FIN",2070,"SSP2",70292.05983,28.463434,94.07
"3968","FIN",2070,"SSP3",54317.3559,34.312843,94.07
"3969","FIN",2070,"SSP4",72183.18572,36.052292,94.07
"3970","FIN",2070,"SSP5",93909.84026,21.673145,94.07
