"","countrycode","year","gdppc","scenario"
"5467","IDN",1977,1415.126925,"Observed"
"5468","IDN",1978,1497.736143,"Observed"
"5469","IDN",1979,1524.254776,"Observed"
"5470","IDN",1980,1599.138755,"Observed"
"5471","IDN",1981,1652.957773,"Observed"
"5472","IDN",1982,1631.936445,"Observed"
"5473","IDN",1983,1730.399315,"Observed"
"5474","IDN",1984,1818.547621,"Observed"
"5475","IDN",1985,1849.147286,"Observed"
"5476","IDN",1986,1921.24876,"Observed"
"5477","IDN",1987,1969.093274,"Observed"
"5478","IDN",1988,2049.828769,"Observed"
"5479","IDN",1989,2204.101464,"Observed"
"5480","IDN",1990,2349.406921,"Observed"
"5481","IDN",1991,2515.782458,"Observed"
"5482","IDN",1992,2651.177177,"Observed"
"5483","IDN",1993,2787.565395,"Observed"
"5484","IDN",1994,2953.947282,"Observed"
"5485","IDN",1995,3139.410447,"Observed"
"5486","IDN",1996,3316.518171,"Observed"
"5487","IDN",1997,3413.35202,"Observed"
"5488","IDN",1998,2873.207779,"Observed"
"5489","IDN",1999,2816.440354,"Observed"
"5490","IDN",2000,2920.626341,"Observed"
"5491","IDN",2001,2993.291357,"Observed"
"5492","IDN",2002,3052.002779,"Observed"
"5493","IDN",2003,3224.033373,"Observed"
"5494","IDN",2004,3277.511596,"Observed"
"5495","IDN",2005,3446.542072,"Observed"
"5496","IDN",2006,3524.153684,"Observed"
"5497","IDN",2007,3626.221811,"Observed"
"5498","IDN",2008,3867.853651,"Observed"
"5499","IDN",2009,4073.824632,"Observed"
"5500","IDN",2010,4073.834612,"Observed"
"5501","IDN",2011,4457.9566979,"Observed"
"5502","IDN",2012,4842.0787838,"Observed"
"5503","IDN",2013,5226.2008697,"Observed"
"5504","IDN",2014,5610.3229556,"Observed"
"5505","IDN",2015,5994.4450415,"Observed"
"5506","IDN",2016,6378.5671274,"Observed"
"5507","IDN",2017,6762.6892133,"Observed"
"5508","IDN",2018,7146.8112992,"Observed"
"5509","IDN",2019,7530.9333851,"Observed"
"5510","IDN",2020,7915.055471,"Observed"
"5511","IND",1950,594.1657814,"Observed"
"5512","IND",1951,594.8080792,"Observed"
"5513","IND",1952,616.1097284,"Observed"
"5514","IND",1953,639.2703651,"Observed"
"5515","IND",1954,650.0703005,"Observed"
"5516","IND",1955,651.3234842,"Observed"
"5517","IND",1956,655.8111457,"Observed"
"5518","IND",1957,646.4922915,"Observed"
"5519","IND",1958,679.4081853,"Observed"
"5520","IND",1959,679.565443,"Observed"
"5521","IND",1960,713.6806496,"Observed"
"5522","IND",1961,725.6842613,"Observed"
"5523","IND",1962,736.2329124,"Observed"
"5524","IND",1963,771.024424,"Observed"
"5525","IND",1964,809.2062775,"Observed"
"5526","IND",1965,775.9586934,"Observed"
"5527","IND",1966,755.8160855,"Observed"
"5528","IND",1967,797.889794,"Observed"
"5529","IND",1968,821.5229667,"Observed"
"5530","IND",1969,892.8872807,"Observed"
"5531","IND",1970,887.1750177,"Observed"
"5532","IND",1971,897.9415069,"Observed"
"5533","IND",1972,876.6456917,"Observed"
"5534","IND",1973,890.5202943,"Observed"
"5535","IND",1974,882.0830926,"Observed"
"5536","IND",1975,925.0603302,"Observed"
"5537","IND",1976,950.4712549,"Observed"
"5538","IND",1977,973.8938792,"Observed"
"5539","IND",1978,1033.592193,"Observed"
"5540","IND",1979,989.3545205,"Observed"
"5541","IND",1980,1019.625817,"Observed"
"5542","IND",1981,1063.641085,"Observed"
"5543","IND",1982,1073.364502,"Observed"
"5544","IND",1983,1088.040616,"Observed"
"5545","IND",1984,1131.059274,"Observed"
"5546","IND",1985,1175.458414,"Observed"
"5547","IND",1986,1196.394624,"Observed"
"5548","IND",1987,1239.737148,"Observed"
"5549","IND",1988,1315.548246,"Observed"
"5550","IND",1989,1352.845125,"Observed"
"5551","IND",1990,1407.219414,"Observed"
"5552","IND",1991,1372.961335,"Observed"
"5553","IND",1992,1401.583611,"Observed"
"5554","IND",1993,1405.909376,"Observed"
"5555","IND",1994,1459.180302,"Observed"
"5556","IND",1995,1564.585206,"Observed"
"5557","IND",1996,1601.057436,"Observed"
"5558","IND",1997,1630.364994,"Observed"
"5559","IND",1998,1686.547572,"Observed"
"5560","IND",1999,1849.529373,"Observed"
"5561","IND",2000,1860.243947,"Observed"
"5562","IND",2001,1918.442952,"Observed"
"5563","IND",2002,1982.269461,"Observed"
"5564","IND",2003,2058.952408,"Observed"
"5565","IND",2004,2250.315493,"Observed"
"5566","IND",2005,2556.26131,"Observed"
"5567","IND",2006,2760.482626,"Observed"
"5568","IND",2007,2999.886657,"Observed"
"5569","IND",2008,3079.225397,"Observed"
"5570","IND",2009,3237.837064,"Observed"
"5571","IND",2010,3237.834432,"Observed"
"5572","IND",2011,3644.3673229,"Observed"
"5573","IND",2012,4050.9002138,"Observed"
"5574","IND",2013,4457.4331047,"Observed"
"5575","IND",2014,4863.9659956,"Observed"
"5576","IND",2015,5270.4988865,"Observed"
"5577","IND",2016,5677.0317774,"Observed"
"5578","IND",2017,6083.5646683,"Observed"
"5579","IND",2018,6490.0975592,"Observed"
"5580","IND",2019,6896.6304501,"Observed"
"5581","IND",2020,7303.163341,"Observed"
"5582","IRL",1950,5880.030228,"Observed"
"5583","IRL",1951,6073.115438,"Observed"
"5584","IRL",1952,5985.964876,"Observed"
"5585","IRL",1953,6212.15994,"Observed"
"5586","IRL",1954,6286.832456,"Observed"
"5587","IRL",1955,6618.022922,"Observed"
"5588","IRL",1956,6449.054528,"Observed"
"5589","IRL",1957,6311.818421,"Observed"
"5590","IRL",1958,6358.750109,"Observed"
"5591","IRL",1959,6715.743471,"Observed"
"5592","IRL",1960,7013.530027,"Observed"
"5593","IRL",1961,7390.333594,"Observed"
"5594","IRL",1962,7634.24635,"Observed"
"5595","IRL",1963,7951.810333,"Observed"
"5596","IRL",1964,8253.285245,"Observed"
"5597","IRL",1965,8403.25683,"Observed"
"5598","IRL",1966,8408.402802,"Observed"
"5599","IRL",1967,8789.332182,"Observed"
"5600","IRL",1968,9542.070222,"Observed"
"5601","IRL",1969,10150.69726,"Observed"
"5602","IRL",1970,10238.12807,"Observed"
"5603","IRL",1971,10531.97236,"Observed"
"5604","IRL",1972,11169.10872,"Observed"
"5605","IRL",1973,11756.85498,"Observed"
"5606","IRL",1974,11922.05352,"Observed"
"5607","IRL",1975,11770.56674,"Observed"
"5608","IRL",1976,12041.01806,"Observed"
"5609","IRL",1977,12801.91827,"Observed"
"5610","IRL",1978,13653.85754,"Observed"
"5611","IRL",1979,14134.68824,"Observed"
"5612","IRL",1980,14014.35334,"Observed"
"5613","IRL",1981,14290.34739,"Observed"
"5614","IRL",1982,14100.8975,"Observed"
"5615","IRL",1983,13813.70468,"Observed"
"5616","IRL",1984,14044.32485,"Observed"
"5617","IRL",1985,14273.65707,"Observed"
"5618","IRL",1986,14301.41029,"Observed"
"5619","IRL",1987,14547.35658,"Observed"
"5620","IRL",1988,15081.9104,"Observed"
"5621","IRL",1989,16075.61877,"Observed"
"5622","IRL",1990,17394.15301,"Observed"
"5623","IRL",1991,17499.67255,"Observed"
"5624","IRL",1992,17708.74182,"Observed"
"5625","IRL",1993,18009.6307,"Observed"
"5626","IRL",1994,19017.61577,"Observed"
"5627","IRL",1995,20796.66054,"Observed"
"5628","IRL",1996,22443.67339,"Observed"
"5629","IRL",1997,24637.87848,"Observed"
"5630","IRL",1998,26153.86684,"Observed"
"5631","IRL",1999,28498.19385,"Observed"
"5632","IRL",2000,30768.28086,"Observed"
"5633","IRL",2001,32150.32455,"Observed"
"5634","IRL",2002,33803.56114,"Observed"
"5635","IRL",2003,35010.27388,"Observed"
"5636","IRL",2004,35460.73162,"Observed"
"5637","IRL",2005,37032.42594,"Observed"
"5638","IRL",2006,37888.8982,"Observed"
"5639","IRL",2007,39168.02145,"Observed"
"5640","IRL",2008,37185.71607,"Observed"
"5641","IRL",2009,33405.54422,"Observed"
"5642","IRL",2010,33406.30722,"Observed"
"5643","IRL",2011,33905.842565,"Observed"
"5644","IRL",2012,34405.37791,"Observed"
"5645","IRL",2013,34904.913255,"Observed"
"5646","IRL",2014,35404.4486,"Observed"
"5647","IRL",2015,35903.983945,"Observed"
"5648","IRL",2016,36403.51929,"Observed"
"5649","IRL",2017,36903.054635,"Observed"
"5650","IRL",2018,37402.58998,"Observed"
"5651","IRL",2019,37902.125325,"Observed"
"5652","IRL",2020,38401.66067,"Observed"
"5653","IRN",1950,NA,"Observed"
"5654","IRN",1951,NA,"Observed"
"5655","IRN",1952,NA,"Observed"
"5656","IRN",1953,NA,"Observed"
"5657","IRN",1954,NA,"Observed"
"5658","IRN",1955,2633.823757,"Observed"
"5659","IRN",1956,2859.691294,"Observed"
"5660","IRN",1957,3312.109498,"Observed"
"5661","IRN",1958,3632.78574,"Observed"
"5662","IRN",1959,3952.994231,"Observed"
"5663","IRN",1960,4419.736094,"Observed"
"5664","IRN",1961,4419.033955,"Observed"
"5665","IRN",1962,4797.818838,"Observed"
"5666","IRN",1963,4924.014192,"Observed"
"5667","IRN",1964,5052.304056,"Observed"
"5668","IRN",1965,5802.412117,"Observed"
"5669","IRN",1966,6017.77193,"Observed"
"5670","IRN",1967,6535.81701,"Observed"
"5671","IRN",1968,7169.723418,"Observed"
"5672","IRN",1969,7796.058035,"Observed"
"5673","IRN",1970,8962.26496,"Observed"
"5674","IRN",1971,9921.455963,"Observed"
"5675","IRN",1972,11278.02326,"Observed"
"5676","IRN",1973,11790.9006,"Observed"
"5677","IRN",1974,11891.36891,"Observed"
"5678","IRN",1975,11059.19417,"Observed"
"5679","IRN",1976,12566.15606,"Observed"
"5680","IRN",1977,11181.98416,"Observed"
"5681","IRN",1978,9719.533341,"Observed"
"5682","IRN",1979,8404.045363,"Observed"
"5683","IRN",1980,5715.45938,"Observed"
"5684","IRN",1981,5459.153689,"Observed"
"5685","IRN",1982,6574.633529,"Observed"
"5686","IRN",1983,6876.868672,"Observed"
"5687","IRN",1984,6644.694916,"Observed"
"5688","IRN",1985,6331.945196,"Observed"
"5689","IRN",1986,5495.278674,"Observed"
"5690","IRN",1987,5736.160743,"Observed"
"5691","IRN",1988,5771.601985,"Observed"
"5692","IRN",1989,5654.163352,"Observed"
"5693","IRN",1990,6043.262225,"Observed"
"5694","IRN",1991,6068.864655,"Observed"
"5695","IRN",1992,6300.852775,"Observed"
"5696","IRN",1993,6758.452186,"Observed"
"5697","IRN",1994,7293.145698,"Observed"
"5698","IRN",1995,6846.33563,"Observed"
"5699","IRN",1996,7029.485423,"Observed"
"5700","IRN",1997,7061.237955,"Observed"
"5701","IRN",1998,7377.992629,"Observed"
"5702","IRN",1999,7532.850534,"Observed"
"5703","IRN",2000,7765.882788,"Observed"
"5704","IRN",2001,7694.376044,"Observed"
"5705","IRN",2002,7938.335856,"Observed"
"5706","IRN",2003,8333.294,"Observed"
"5707","IRN",2004,8474.461871,"Observed"
"5708","IRN",2005,9138.237115,"Observed"
"5709","IRN",2006,9602.264733,"Observed"
"5710","IRN",2007,10059.12528,"Observed"
"5711","IRN",2008,10640.40004,"Observed"
"5712","IRN",2009,10619.98965,"Observed"
"5713","IRN",2010,10619.95439,"Observed"
"5714","IRN",2011,10883.740536,"Observed"
"5715","IRN",2012,11147.526682,"Observed"
"5716","IRN",2013,11411.312828,"Observed"
"5717","IRN",2014,11675.098974,"Observed"
"5718","IRN",2015,11938.88512,"Observed"
"5719","IRN",2016,12202.671266,"Observed"
"5720","IRN",2017,12466.457412,"Observed"
"5721","IRN",2018,12730.243558,"Observed"
"5722","IRN",2019,12994.029704,"Observed"
"5723","IRN",2020,13257.81585,"Observed"
"5724","IRQ",1950,NA,"Observed"
"5725","IRQ",1951,NA,"Observed"
"5726","IRQ",1952,NA,"Observed"
"5727","IRQ",1953,NA,"Observed"
"5728","IRQ",1954,NA,"Observed"
"5729","IRQ",1955,NA,"Observed"
"5730","IRQ",1956,NA,"Observed"
"5731","IRQ",1957,NA,"Observed"
"5732","IRQ",1958,NA,"Observed"
"5733","IRQ",1959,NA,"Observed"
"5734","IRQ",1960,NA,"Observed"
"5735","IRQ",1961,NA,"Observed"
"5736","IRQ",1962,NA,"Observed"
"5737","IRQ",1963,NA,"Observed"
"5738","IRQ",1964,NA,"Observed"
"5739","IRQ",1965,NA,"Observed"
"5740","IRQ",1966,NA,"Observed"
"5741","IRQ",1967,NA,"Observed"
"5742","IRQ",1968,NA,"Observed"
"5743","IRQ",1969,NA,"Observed"
"5744","IRQ",1970,5420.919714,"Observed"
"5745","IRQ",1971,5601.819168,"Observed"
"5746","IRQ",1972,5221.383695,"Observed"
"5747","IRQ",1973,6011.279737,"Observed"
"5748","IRQ",1974,6357.103119,"Observed"
"5749","IRQ",1975,7040.625158,"Observed"
"5750","IRQ",1976,8170.648135,"Observed"
"5751","IRQ",1977,8059.084097,"Observed"
"5752","IRQ",1978,9234.79939,"Observed"
"5753","IRQ",1979,11175.57731,"Observed"
"5754","IRQ",1980,10483.2527,"Observed"
"5755","IRQ",1981,8340.492961,"Observed"
"5756","IRQ",1982,8081.996876,"Observed"
"5757","IRQ",1983,7237.531966,"Observed"
"5758","IRQ",1984,7020.342441,"Observed"
"5759","IRQ",1985,6731.025791,"Observed"
"5760","IRQ",1986,7082.56758,"Observed"
"5761","IRQ",1987,8238.229981,"Observed"
"5762","IRQ",1988,8292.359521,"Observed"
"5763","IRQ",1989,7390.746971,"Observed"
"5764","IRQ",1990,7148.997821,"Observed"
"5765","IRQ",1991,2513.04192,"Observed"
"5766","IRQ",1992,3089.670556,"Observed"
"5767","IRQ",1993,4490.136784,"Observed"
"5768","IRQ",1994,4130.38521,"Observed"
"5769","IRQ",1995,3264.534877,"Observed"
"5770","IRQ",1996,4709.500421,"Observed"
"5771","IRQ",1997,2823.595501,"Observed"
"5772","IRQ",1998,3724.752945,"Observed"
"5773","IRQ",1999,4309.506827,"Observed"
"5774","IRQ",2000,4243.880326,"Observed"
"5775","IRQ",2001,4239.146977,"Observed"
"5776","IRQ",2002,3801.674748,"Observed"
"5777","IRQ",2003,2431.771454,"Observed"
"5778","IRQ",2004,3704.615616,"Observed"
"5779","IRQ",2005,3757.178019,"Observed"
"5780","IRQ",2006,4019.585566,"Observed"
"5781","IRQ",2007,3948.590455,"Observed"
"5782","IRQ",2008,4112.855164,"Observed"
"5783","IRQ",2009,4708.929429,"Observed"
"5784","IRQ",2010,4708.948906,"Observed"
"5785","IRQ",2011,5230.8794154,"Observed"
"5786","IRQ",2012,5752.8099248,"Observed"
"5787","IRQ",2013,6274.7404342,"Observed"
"5788","IRQ",2014,6796.6709436,"Observed"
"5789","IRQ",2015,7318.601453,"Observed"
"5790","IRQ",2016,7840.5319624,"Observed"
"5791","IRQ",2017,8362.4624718,"Observed"
"5792","IRQ",2018,8884.3929812,"Observed"
"5793","IRQ",2019,9406.3234906,"Observed"
"5794","IRQ",2020,9928.254,"Observed"
"5795","ISL",1950,7923.104518,"Observed"
"5796","ISL",1951,7673.808351,"Observed"
"5797","ISL",1952,7448.150415,"Observed"
"5798","ISL",1953,8384.707239,"Observed"
"5799","ISL",1954,8982.570818,"Observed"
"5800","ISL",1955,9903.953897,"Observed"
"5801","ISL",1956,9873.305818,"Observed"
"5802","ISL",1957,9690.518141,"Observed"
"5803","ISL",1958,10398.89858,"Observed"
"5804","ISL",1959,10476.29733,"Observed"
"5805","ISL",1960,10495.31861,"Observed"
"5806","ISL",1961,10300.42522,"Observed"
"5807","ISL",1962,10777.35645,"Observed"
"5808","ISL",1963,11842.12016,"Observed"
"5809","ISL",1964,12982.74051,"Observed"
"5810","ISL",1965,13709.36556,"Observed"
"5811","ISL",1966,14608.36859,"Observed"
"5812","ISL",1967,14472.56455,"Observed"
"5813","ISL",1968,13329.85759,"Observed"
"5814","ISL",1969,13314.39744,"Observed"
"5815","ISL",1970,14129.69265,"Observed"
"5816","ISL",1971,16677.28843,"Observed"
"5817","ISL",1972,16559.30606,"Observed"
"5818","ISL",1973,17933.84935,"Observed"
"5819","ISL",1974,19473.17743,"Observed"
"5820","ISL",1975,19137.0169,"Observed"
"5821","ISL",1976,18973.93175,"Observed"
"5822","ISL",1977,21035.56622,"Observed"
"5823","ISL",1978,21850.62376,"Observed"
"5824","ISL",1979,22654.04195,"Observed"
"5825","ISL",1980,23758.07589,"Observed"
"5826","ISL",1981,24516.91061,"Observed"
"5827","ISL",1982,24802.30547,"Observed"
"5828","ISL",1983,23751.68068,"Observed"
"5829","ISL",1984,24571.94745,"Observed"
"5830","ISL",1985,25139.22862,"Observed"
"5831","ISL",1986,26422.72884,"Observed"
"5832","ISL",1987,28633.38373,"Observed"
"5833","ISL",1988,28163.38443,"Observed"
"5834","ISL",1989,27800.37298,"Observed"
"5835","ISL",1990,27992.41384,"Observed"
"5836","ISL",1991,27900.48063,"Observed"
"5837","ISL",1992,26734.99491,"Observed"
"5838","ISL",1993,26679.70105,"Observed"
"5839","ISL",1994,27153.82237,"Observed"
"5840","ISL",1995,27042.65459,"Observed"
"5841","ISL",1996,28393.6639,"Observed"
"5842","ISL",1997,29603.25314,"Observed"
"5843","ISL",1998,31618.37474,"Observed"
"5844","ISL",1999,32320.61885,"Observed"
"5845","ISL",2000,33481.89797,"Observed"
"5846","ISL",2001,34116.1289,"Observed"
"5847","ISL",2002,33410.53549,"Observed"
"5848","ISL",2003,34189.41682,"Observed"
"5849","ISL",2004,36779.08523,"Observed"
"5850","ISL",2005,39894.58256,"Observed"
"5851","ISL",2006,41731.5075,"Observed"
"5852","ISL",2007,43125.29903,"Observed"
"5853","ISL",2008,42554.88416,"Observed"
"5854","ISL",2009,37211.85672,"Observed"
"5855","ISL",2010,37212.4998,"Observed"
"5856","ISL",2011,37746.115288,"Observed"
"5857","ISL",2012,38279.730776,"Observed"
"5858","ISL",2013,38813.346264,"Observed"
"5859","ISL",2014,39346.961752,"Observed"
"5860","ISL",2015,39880.57724,"Observed"
"5861","ISL",2016,40414.192728,"Observed"
"5862","ISL",2017,40947.808216,"Observed"
"5863","ISL",2018,41481.423704,"Observed"
"5864","ISL",2019,42015.039192,"Observed"
"5865","ISL",2020,42548.65468,"Observed"
"5866","ISR",1950,5052.717902,"Observed"
"5867","ISR",1951,5420.106176,"Observed"
"5868","ISR",1952,4895.249377,"Observed"
"5869","ISR",1953,4659.150593,"Observed"
"5870","ISR",1954,5293.90131,"Observed"
"5871","ISR",1955,5836.242837,"Observed"
"5872","ISR",1956,6317.147217,"Observed"
"5873","ISR",1957,6273.529161,"Observed"
"5874","ISR",1958,6436.989581,"Observed"
"5875","ISR",1959,6907.507733,"Observed"
"5876","ISR",1960,7158.184376,"Observed"
"5877","ISR",1961,7783.460088,"Observed"
"5878","ISR",1962,8234.009472,"Observed"
"5879","ISR",1963,8669.269372,"Observed"
"5880","ISR",1964,9136.178736,"Observed"
"5881","ISR",1965,9536.200606,"Observed"
"5882","ISR",1966,9191.56144,"Observed"
"5883","ISR",1967,9154.3678,"Observed"
"5884","ISR",1968,10644.35157,"Observed"
"5885","ISR",1969,11865.76996,"Observed"
"5886","ISR",1970,12451.0385,"Observed"
"5887","ISR",1971,13357.49823,"Observed"
"5888","ISR",1972,14339.62405,"Observed"
"5889","ISR",1973,15151.34963,"Observed"
"5890","ISR",1974,15455.33674,"Observed"
"5891","ISR",1975,15725.25866,"Observed"
"5892","ISR",1976,15126.0114,"Observed"
"5893","ISR",1977,14665.01554,"Observed"
"5894","ISR",1978,15200.72512,"Observed"
"5895","ISR",1979,15599.9641,"Observed"
"5896","ISR",1980,15262.11782,"Observed"
"5897","ISR",1981,15823.97317,"Observed"
"5898","ISR",1982,15952.52016,"Observed"
"5899","ISR",1983,16268.67121,"Observed"
"5900","ISR",1984,15988.05416,"Observed"
"5901","ISR",1985,16019.57666,"Observed"
"5902","ISR",1986,16432.97808,"Observed"
"5903","ISR",1987,17467.02757,"Observed"
"5904","ISR",1988,17557.80846,"Observed"
"5905","ISR",1989,17206.24008,"Observed"
"5906","ISR",1990,18076.9377,"Observed"
"5907","ISR",1991,19046.16248,"Observed"
"5908","ISR",1992,19641.49868,"Observed"
"5909","ISR",1993,19707.71204,"Observed"
"5910","ISR",1994,20377.62581,"Observed"
"5911","ISR",1995,21058.70887,"Observed"
"5912","ISR",1996,21653.23207,"Observed"
"5913","ISR",1997,21651.48424,"Observed"
"5914","ISR",1998,21913.48797,"Observed"
"5915","ISR",1999,21934.07991,"Observed"
"5916","ISR",2000,23179.19552,"Observed"
"5917","ISR",2001,22502.3045,"Observed"
"5918","ISR",2002,21810.94294,"Observed"
"5919","ISR",2003,21824.07393,"Observed"
"5920","ISR",2004,22461.60525,"Observed"
"5921","ISR",2005,23814.29418,"Observed"
"5922","ISR",2006,24624.69707,"Observed"
"5923","ISR",2007,25473.58616,"Observed"
"5924","ISR",2008,26077.77393,"Observed"
"5925","ISR",2009,25559.08095,"Observed"
"5926","ISR",2010,25560.4113,"Observed"
"5927","ISR",2011,25393.883031,"Observed"
"5928","ISR",2012,25227.354762,"Observed"
"5929","ISR",2013,25060.826493,"Observed"
"5930","ISR",2014,24894.298224,"Observed"
"5931","ISR",2015,24727.769955,"Observed"
"5932","ISR",2016,24561.241686,"Observed"
"5933","ISR",2017,24394.713417,"Observed"
"5934","ISR",2018,24228.185148,"Observed"
"5935","ISR",2019,24061.656879,"Observed"
"5936","ISR",2020,23895.12861,"Observed"
"5937","ITA",1950,5360.672659,"Observed"
"5938","ITA",1951,5797.047551,"Observed"
"5939","ITA",1952,6008.516944,"Observed"
"5940","ITA",1953,6364.708968,"Observed"
"5941","ITA",1954,6588.896986,"Observed"
"5942","ITA",1955,6933.489485,"Observed"
"5943","ITA",1956,7180.500775,"Observed"
"5944","ITA",1957,7426.230019,"Observed"
"5945","ITA",1958,7724.443122,"Observed"
"5946","ITA",1959,8184.148929,"Observed"
"5947","ITA",1960,8828.525903,"Observed"
"5948","ITA",1961,9481.630747,"Observed"
"5949","ITA",1962,10005.64691,"Observed"
"5950","ITA",1963,10489.62637,"Observed"
"5951","ITA",1964,10712.3142,"Observed"
"5952","ITA",1965,11015.41377,"Observed"
"5953","ITA",1966,11611.60562,"Observed"
"5954","ITA",1967,12304.81777,"Observed"
"5955","ITA",1968,13066.9146,"Observed"
"5956","ITA",1969,13746.57819,"Observed"
"5957","ITA",1970,14361.35117,"Observed"
"5958","ITA",1971,14508.59269,"Observed"
"5959","ITA",1972,14935.47225,"Observed"
"5960","ITA",1973,15898.40798,"Observed"
"5961","ITA",1974,16628.36124,"Observed"
"5962","ITA",1975,16076.03839,"Observed"
"5963","ITA",1976,17136.84858,"Observed"
"5964","ITA",1977,17466.34055,"Observed"
"5965","ITA",1978,17956.80331,"Observed"
"5966","ITA",1979,19012.53994,"Observed"
"5967","ITA",1980,19723.42969,"Observed"
"5968","ITA",1981,19855.2265,"Observed"
"5969","ITA",1982,19944.95838,"Observed"
"5970","ITA",1983,20084.77843,"Observed"
"5971","ITA",1984,20755.43345,"Observed"
"5972","ITA",1985,21333.82421,"Observed"
"5973","ITA",1986,21976.64094,"Observed"
"5974","ITA",1987,22694.67092,"Observed"
"5975","ITA",1988,23644.06556,"Observed"
"5976","ITA",1989,24445.96946,"Observed"
"5977","ITA",1990,24944.30384,"Observed"
"5978","ITA",1991,25320.61864,"Observed"
"5979","ITA",1992,25399.94541,"Observed"
"5980","ITA",1993,25256.92824,"Observed"
"5981","ITA",1994,25775.24036,"Observed"
"5982","ITA",1995,26525.63538,"Observed"
"5983","ITA",1996,26655.70019,"Observed"
"5984","ITA",1997,27104.75902,"Observed"
"5985","ITA",1998,27428.05476,"Observed"
"5986","ITA",1999,27916.52122,"Observed"
"5987","ITA",2000,28881.6523,"Observed"
"5988","ITA",2001,29332.51023,"Observed"
"5989","ITA",2002,29383.08778,"Observed"
"5990","ITA",2003,29238.03583,"Observed"
"5991","ITA",2004,29403.78929,"Observed"
"5992","ITA",2005,29375.70889,"Observed"
"5993","ITA",2006,29915.06372,"Observed"
"5994","ITA",2007,30199.5925,"Observed"
"5995","ITA",2008,29500.08747,"Observed"
"5996","ITA",2009,27708.5613,"Observed"
"5997","ITA",2010,27708.65228,"Observed"
"5998","ITA",2011,28485.129291,"Observed"
"5999","ITA",2012,29261.606302,"Observed"
"6000","ITA",2013,30038.083313,"Observed"
"6001","ITA",2014,30814.560324,"Observed"
"6002","ITA",2015,31591.037335,"Observed"
"6003","ITA",2016,32367.514346,"Observed"
"6004","ITA",2017,33143.991357,"Observed"
"6005","ITA",2018,33920.468368,"Observed"
"6006","ITA",2019,34696.945379,"Observed"
"6007","ITA",2020,35473.42239,"Observed"
"6008","JAM",1950,NA,"Observed"
"6009","JAM",1951,NA,"Observed"
"6010","JAM",1952,NA,"Observed"
"6011","JAM",1953,3716.920968,"Observed"
"6012","JAM",1954,4071.764405,"Observed"
"6013","JAM",1955,4401.467548,"Observed"
"6014","JAM",1956,4801.976582,"Observed"
"6015","JAM",1957,5328.248723,"Observed"
"6016","JAM",1958,5359.83065,"Observed"
"6017","JAM",1959,5420.131197,"Observed"
"6018","JAM",1960,5637.546527,"Observed"
"6019","JAM",1961,5837.116646,"Observed"
"6020","JAM",1962,5919.033716,"Observed"
"6021","JAM",1963,6195.411928,"Observed"
"6022","JAM",1964,6415.621942,"Observed"
"6023","JAM",1965,6546.762499,"Observed"
"6024","JAM",1966,6506.788591,"Observed"
"6025","JAM",1967,6440.983395,"Observed"
"6026","JAM",1968,6477.8708,"Observed"
"6027","JAM",1969,6652.71197,"Observed"
"6028","JAM",1970,7507.194465,"Observed"
"6029","JAM",1971,7656.477967,"Observed"
"6030","JAM",1972,8248.130476,"Observed"
"6031","JAM",1973,8285.534763,"Observed"
"6032","JAM",1974,7852.595542,"Observed"
"6033","JAM",1975,7722.814148,"Observed"
"6034","JAM",1976,7177.121447,"Observed"
"6035","JAM",1977,6925.918432,"Observed"
"6036","JAM",1978,6890.632517,"Observed"
"6037","JAM",1979,6665.172333,"Observed"
"6038","JAM",1980,6237.557986,"Observed"
"6039","JAM",1981,6319.843187,"Observed"
"6040","JAM",1982,6316.880531,"Observed"
"6041","JAM",1983,6396.766033,"Observed"
"6042","JAM",1984,6249.746081,"Observed"
"6043","JAM",1985,5925.429739,"Observed"
"6044","JAM",1986,6016.99904,"Observed"
"6045","JAM",1987,6466.974916,"Observed"
"6046","JAM",1988,6655.768612,"Observed"
"6047","JAM",1989,7044.611577,"Observed"
"6048","JAM",1990,7408.048495,"Observed"
"6049","JAM",1991,7393.972887,"Observed"
"6050","JAM",1992,8022.508687,"Observed"
"6051","JAM",1993,8143.932805,"Observed"
"6052","JAM",1994,8085.921153,"Observed"
"6053","JAM",1995,8038.893837,"Observed"
"6054","JAM",1996,8032.570807,"Observed"
"6055","JAM",1997,8913.083175,"Observed"
"6056","JAM",1998,8746.324762,"Observed"
"6057","JAM",1999,8701.088312,"Observed"
"6058","JAM",2000,8700.022176,"Observed"
"6059","JAM",2001,8725.83005,"Observed"
"6060","JAM",2002,8743.991857,"Observed"
"6061","JAM",2003,8947.779483,"Observed"
"6062","JAM",2004,8951.646856,"Observed"
"6063","JAM",2005,9011.096535,"Observed"
"6064","JAM",2006,9182.702653,"Observed"
"6065","JAM",2007,9232.014722,"Observed"
"6066","JAM",2008,9111.048796,"Observed"
"6067","JAM",2009,8800.884034,"Observed"
"6068","JAM",2010,8800.906443,"Observed"
"6069","JAM",2011,9110.0448327,"Observed"
"6070","JAM",2012,9419.1832224,"Observed"
"6071","JAM",2013,9728.3216121,"Observed"
"6072","JAM",2014,10037.4600018,"Observed"
"6073","JAM",2015,10346.5983915,"Observed"
"6074","JAM",2016,10655.7367812,"Observed"
"6075","JAM",2017,10964.8751709,"Observed"
"6076","JAM",2018,11274.0135606,"Observed"
