"","countrycode","year","gdppc","scenario"
"3140","DEU",1971,16673.92793,"Observed"
"3141","DEU",1972,17318.47576,"Observed"
"3142","DEU",1973,17982.66723,"Observed"
"3143","DEU",1974,17956.55707,"Observed"
"3144","DEU",1975,18053.33778,"Observed"
"3145","DEU",1976,19018.15885,"Observed"
"3146","DEU",1977,19692.66541,"Observed"
"3147","DEU",1978,20353.69037,"Observed"
"3148","DEU",1979,21236.89244,"Observed"
"3149","DEU",1980,21415.73645,"Observed"
"3150","DEU",1981,21285.16621,"Observed"
"3151","DEU",1982,21115.8351,"Observed"
"3152","DEU",1983,21574.57579,"Observed"
"3153","DEU",1984,22161.12756,"Observed"
"3154","DEU",1985,22630.86296,"Observed"
"3155","DEU",1986,23285.09995,"Observed"
"3156","DEU",1987,23714.86817,"Observed"
"3157","DEU",1988,24465.23198,"Observed"
"3158","DEU",1989,25134.04022,"Observed"
"3159","DEU",1990,26131.50569,"Observed"
"3160","DEU",1991,27177.59189,"Observed"
"3161","DEU",1992,27597.02642,"Observed"
"3162","DEU",1993,27210.00843,"Observed"
"3163","DEU",1994,27823.32493,"Observed"
"3164","DEU",1995,28262.41227,"Observed"
"3165","DEU",1996,28440.73927,"Observed"
"3166","DEU",1997,28880.33946,"Observed"
"3167","DEU",1998,29454.30375,"Observed"
"3168","DEU",1999,30035.9365,"Observed"
"3169","DEU",2000,30932.54401,"Observed"
"3170","DEU",2001,31240.09215,"Observed"
"3171","DEU",2002,31129.87658,"Observed"
"3172","DEU",2003,31053.05889,"Observed"
"3173","DEU",2004,31388.85883,"Observed"
"3174","DEU",2005,31610.62899,"Observed"
"3175","DEU",2006,32660.08858,"Observed"
"3176","DEU",2007,33638.22191,"Observed"
"3177","DEU",2008,34070.30326,"Observed"
"3178","DEU",2009,32492.47971,"Observed"
"3179","DEU",2010,32493.65115,"Observed"
"3180","DEU",2011,32529.004881,"Observed"
"3181","DEU",2012,32564.358612,"Observed"
"3182","DEU",2013,32599.712343,"Observed"
"3183","DEU",2014,32635.066074,"Observed"
"3184","DEU",2015,32670.419805,"Observed"
"3185","DEU",2016,32705.773536,"Observed"
"3186","DEU",2017,32741.127267,"Observed"
"3187","DEU",2018,32776.480998,"Observed"
"3188","DEU",2019,32811.834729,"Observed"
"3189","DEU",2020,32847.18846,"Observed"
"3190","DJI",1950,NA,"Observed"
"3191","DJI",1951,NA,"Observed"
"3192","DJI",1952,NA,"Observed"
"3193","DJI",1953,NA,"Observed"
"3194","DJI",1954,NA,"Observed"
"3195","DJI",1955,NA,"Observed"
"3196","DJI",1956,NA,"Observed"
"3197","DJI",1957,NA,"Observed"
"3198","DJI",1958,NA,"Observed"
"3199","DJI",1959,NA,"Observed"
"3200","DJI",1960,NA,"Observed"
"3201","DJI",1961,NA,"Observed"
"3202","DJI",1962,NA,"Observed"
"3203","DJI",1963,NA,"Observed"
"3204","DJI",1964,NA,"Observed"
"3205","DJI",1965,NA,"Observed"
"3206","DJI",1966,NA,"Observed"
"3207","DJI",1967,NA,"Observed"
"3208","DJI",1968,NA,"Observed"
"3209","DJI",1969,NA,"Observed"
"3210","DJI",1970,5360.657396,"Observed"
"3211","DJI",1971,5338.879164,"Observed"
"3212","DJI",1972,5194.642387,"Observed"
"3213","DJI",1973,5178.466267,"Observed"
"3214","DJI",1974,4757.371047,"Observed"
"3215","DJI",1975,5013.989904,"Observed"
"3216","DJI",1976,5282.169065,"Observed"
"3217","DJI",1977,4399.434181,"Observed"
"3218","DJI",1978,3642.850106,"Observed"
"3219","DJI",1979,3833.911188,"Observed"
"3220","DJI",1980,3780.320545,"Observed"
"3221","DJI",1981,3688.636931,"Observed"
"3222","DJI",1982,3637.583681,"Observed"
"3223","DJI",1983,3535.063409,"Observed"
"3224","DJI",1984,4020.570123,"Observed"
"3225","DJI",1985,3978.801548,"Observed"
"3226","DJI",1986,3785.696358,"Observed"
"3227","DJI",1987,3686.788673,"Observed"
"3228","DJI",1988,3501.403862,"Observed"
"3229","DJI",1989,3186.028547,"Observed"
"3230","DJI",1990,3417.013224,"Observed"
"3231","DJI",1991,2265.564804,"Observed"
"3232","DJI",1992,2310.215741,"Observed"
"3233","DJI",1993,2452.588551,"Observed"
"3234","DJI",1994,2393.091897,"Observed"
"3235","DJI",1995,2418.677843,"Observed"
"3236","DJI",1996,2237.933059,"Observed"
"3237","DJI",1997,1993.610052,"Observed"
"3238","DJI",1998,1870.319109,"Observed"
"3239","DJI",1999,3037.486992,"Observed"
"3240","DJI",2000,1947.484685,"Observed"
"3241","DJI",2001,1925.799012,"Observed"
"3242","DJI",2002,1908.533928,"Observed"
"3243","DJI",2003,2013.293428,"Observed"
"3244","DJI",2004,2176.014627,"Observed"
"3245","DJI",2005,2197.988757,"Observed"
"3246","DJI",2006,2204.603286,"Observed"
"3247","DJI",2007,2163.582643,"Observed"
"3248","DJI",2008,1936.425924,"Observed"
"3249","DJI",2009,2060.738562,"Observed"
"3250","DJI",2010,2060.739133,"Observed"
"3251","DJI",2011,2060.1660228,"Observed"
"3252","DJI",2012,2059.5929126,"Observed"
"3253","DJI",2013,2059.0198024,"Observed"
"3254","DJI",2014,2058.4466922,"Observed"
"3255","DJI",2015,2057.873582,"Observed"
"3256","DJI",2016,2057.3004718,"Observed"
"3257","DJI",2017,2056.7273616,"Observed"
"3258","DJI",2018,2056.1542514,"Observed"
"3259","DJI",2019,2055.5811412,"Observed"
"3260","DJI",2020,2055.008031,"Observed"
"3261","DMA",1950,NA,"Observed"
"3262","DMA",1951,NA,"Observed"
"3263","DMA",1952,NA,"Observed"
"3264","DMA",1953,NA,"Observed"
"3265","DMA",1954,NA,"Observed"
"3266","DMA",1955,NA,"Observed"
"3267","DMA",1956,NA,"Observed"
"3268","DMA",1957,NA,"Observed"
"3269","DMA",1958,NA,"Observed"
"3270","DMA",1959,NA,"Observed"
"3271","DMA",1960,NA,"Observed"
"3272","DMA",1961,NA,"Observed"
"3273","DMA",1962,NA,"Observed"
"3274","DMA",1963,NA,"Observed"
"3275","DMA",1964,NA,"Observed"
"3276","DMA",1965,NA,"Observed"
"3277","DMA",1966,NA,"Observed"
"3278","DMA",1967,NA,"Observed"
"3279","DMA",1968,NA,"Observed"
"3280","DMA",1969,NA,"Observed"
"3281","DMA",1970,1635.455199,"Observed"
"3282","DMA",1971,1751.272692,"Observed"
"3283","DMA",1972,1808.647409,"Observed"
"3284","DMA",1973,1970.917091,"Observed"
"3285","DMA",1974,2009.733215,"Observed"
"3286","DMA",1975,2093.655382,"Observed"
"3287","DMA",1976,2205.691689,"Observed"
"3288","DMA",1977,2250.427412,"Observed"
"3289","DMA",1978,2528.001788,"Observed"
"3290","DMA",1979,2162.346554,"Observed"
"3291","DMA",1980,2423.129334,"Observed"
"3292","DMA",1981,2716.21953,"Observed"
"3293","DMA",1982,2819.433403,"Observed"
"3294","DMA",1983,2880.268718,"Observed"
"3295","DMA",1984,3053.986184,"Observed"
"3296","DMA",1985,3100.128683,"Observed"
"3297","DMA",1986,3338.919717,"Observed"
"3298","DMA",1987,3610.327029,"Observed"
"3299","DMA",1988,3935.264989,"Observed"
"3300","DMA",1989,3979.081878,"Observed"
"3301","DMA",1990,4229.236347,"Observed"
"3302","DMA",1991,4206.497906,"Observed"
"3303","DMA",1992,4373.229615,"Observed"
"3304","DMA",1993,4366.597124,"Observed"
"3305","DMA",1994,4381.272106,"Observed"
"3306","DMA",1995,4459.783353,"Observed"
"3307","DMA",1996,4637.724522,"Observed"
"3308","DMA",1997,4815.825906,"Observed"
"3309","DMA",1998,5004.719581,"Observed"
"3310","DMA",1999,5027.273994,"Observed"
"3311","DMA",2000,5022.008491,"Observed"
"3312","DMA",2001,4510.920914,"Observed"
"3313","DMA",2002,4307.52695,"Observed"
"3314","DMA",2003,4204.545749,"Observed"
"3315","DMA",2004,4558.817882,"Observed"
"3316","DMA",2005,5028.139867,"Observed"
"3317","DMA",2006,5332.773797,"Observed"
"3318","DMA",2007,5585.785794,"Observed"
"3319","DMA",2008,5708.611321,"Observed"
"3320","DMA",2009,6580.260399,"Observed"
"3321","DNK",1950,9365.747116,"Observed"
"3322","DNK",1951,9079.417599,"Observed"
"3323","DNK",1952,9207.934007,"Observed"
"3324","DNK",1953,9734.334788,"Observed"
"3325","DNK",1954,10136.50048,"Observed"
"3326","DNK",1955,9984.017521,"Observed"
"3327","DNK",1956,10149.73309,"Observed"
"3328","DNK",1957,10498.30174,"Observed"
"3329","DNK",1958,10649.90251,"Observed"
"3330","DNK",1959,11500.02221,"Observed"
"3331","DNK",1960,12135.42592,"Observed"
"3332","DNK",1961,12841.80441,"Observed"
"3333","DNK",1962,13531.80544,"Observed"
"3334","DNK",1963,13537.90785,"Observed"
"3335","DNK",1964,14647.42363,"Observed"
"3336","DNK",1965,15145.35024,"Observed"
"3337","DNK",1966,15521.69974,"Observed"
"3338","DNK",1967,15979.80653,"Observed"
"3339","DNK",1968,16460.82537,"Observed"
"3340","DNK",1969,17406.6225,"Observed"
"3341","DNK",1970,17776.42084,"Observed"
"3342","DNK",1971,18106.27762,"Observed"
"3343","DNK",1972,18623.45922,"Observed"
"3344","DNK",1973,19431.44836,"Observed"
"3345","DNK",1974,19095.19693,"Observed"
"3346","DNK",1975,18862.06855,"Observed"
"3347","DNK",1976,20157.84475,"Observed"
"3348","DNK",1977,20461.06036,"Observed"
"3349","DNK",1978,20870.7083,"Observed"
"3350","DNK",1979,21614.29299,"Observed"
"3351","DNK",1980,21354.97521,"Observed"
"3352","DNK",1981,21242.90351,"Observed"
"3353","DNK",1982,22010.09266,"Observed"
"3354","DNK",1983,22547.15735,"Observed"
"3355","DNK",1984,23500.56938,"Observed"
"3356","DNK",1985,24548.94155,"Observed"
"3357","DNK",1986,25885.94166,"Observed"
"3358","DNK",1987,25868.23935,"Observed"
"3359","DNK",1988,25821.03512,"Observed"
"3360","DNK",1989,25989.18616,"Observed"
"3361","DNK",1990,26304.16834,"Observed"
"3362","DNK",1991,26566.38168,"Observed"
"3363","DNK",1992,26985.64013,"Observed"
"3364","DNK",1993,26826.63424,"Observed"
"3365","DNK",1994,28285.4568,"Observed"
"3366","DNK",1995,29077.59128,"Observed"
"3367","DNK",1996,29727.16655,"Observed"
"3368","DNK",1997,30647.81139,"Observed"
"3369","DNK",1998,31269.10386,"Observed"
"3370","DNK",1999,31940.43835,"Observed"
"3371","DNK",2000,33113.21682,"Observed"
"3372","DNK",2001,33198.9058,"Observed"
"3373","DNK",2002,33277.29263,"Observed"
"3374","DNK",2003,33264.35708,"Observed"
"3375","DNK",2004,33863.26366,"Observed"
"3376","DNK",2005,34700.06983,"Observed"
"3377","DNK",2006,35872.48576,"Observed"
"3378","DNK",2007,36335.75123,"Observed"
"3379","DNK",2008,35876.2334,"Observed"
"3380","DNK",2009,33929.13868,"Observed"
"3381","DNK",2010,33928.13873,"Observed"
"3382","DNK",2011,33960.659353,"Observed"
"3383","DNK",2012,33993.179976,"Observed"
"3384","DNK",2013,34025.700599,"Observed"
"3385","DNK",2014,34058.221222,"Observed"
"3386","DNK",2015,34090.741845,"Observed"
"3387","DNK",2016,34123.262468,"Observed"
"3388","DNK",2017,34155.783091,"Observed"
"3389","DNK",2018,34188.303714,"Observed"
"3390","DNK",2019,34220.824337,"Observed"
"3391","DNK",2020,34253.34496,"Observed"
"3392","DOM",1950,NA,"Observed"
"3393","DOM",1951,1807.145946,"Observed"
"3394","DOM",1952,1887.134353,"Observed"
"3395","DOM",1953,1828.862797,"Observed"
"3396","DOM",1954,1897.555004,"Observed"
"3397","DOM",1955,1921.122716,"Observed"
"3398","DOM",1956,2041.771859,"Observed"
"3399","DOM",1957,2077.80466,"Observed"
"3400","DOM",1958,2111.375012,"Observed"
"3401","DOM",1959,2189.560833,"Observed"
"3402","DOM",1960,2342.680129,"Observed"
"3403","DOM",1961,2228.194486,"Observed"
"3404","DOM",1962,2574.649886,"Observed"
"3405","DOM",1963,2664.47467,"Observed"
"3406","DOM",1964,2742.684774,"Observed"
"3407","DOM",1965,2400.239625,"Observed"
"3408","DOM",1966,2547.494041,"Observed"
"3409","DOM",1967,2511.90256,"Observed"
"3410","DOM",1968,2423.758845,"Observed"
"3411","DOM",1969,2573.943256,"Observed"
"3412","DOM",1970,2924.038435,"Observed"
"3413","DOM",1971,3113.8563,"Observed"
"3414","DOM",1972,3367.824026,"Observed"
"3415","DOM",1973,3668.017898,"Observed"
"3416","DOM",1974,3684.008757,"Observed"
"3417","DOM",1975,3707.533707,"Observed"
"3418","DOM",1976,3897.452844,"Observed"
"3419","DOM",1977,3997.450102,"Observed"
"3420","DOM",1978,4043.325109,"Observed"
"3421","DOM",1979,4103.831449,"Observed"
"3422","DOM",1980,4250.166287,"Observed"
"3423","DOM",1981,4548.084257,"Observed"
"3424","DOM",1982,4658.965803,"Observed"
"3425","DOM",1983,4761.262319,"Observed"
"3426","DOM",1984,4759.803379,"Observed"
"3427","DOM",1985,4539.963689,"Observed"
"3428","DOM",1986,4587.412883,"Observed"
"3429","DOM",1987,4788.983992,"Observed"
"3430","DOM",1988,4807.262329,"Observed"
"3431","DOM",1989,4935.180019,"Observed"
"3432","DOM",1990,4707.671375,"Observed"
"3433","DOM",1991,4697.90567,"Observed"
"3434","DOM",1992,5159.227155,"Observed"
"3435","DOM",1993,5454.948547,"Observed"
"3436","DOM",1994,5532.670897,"Observed"
"3437","DOM",1995,5660.676727,"Observed"
"3438","DOM",1996,5939.216249,"Observed"
"3439","DOM",1997,6359.105338,"Observed"
"3440","DOM",1998,6785.548948,"Observed"
"3441","DOM",1999,7078.30834,"Observed"
"3442","DOM",2000,7298.053644,"Observed"
"3443","DOM",2001,7348.997897,"Observed"
"3444","DOM",2002,7651.508113,"Observed"
"3445","DOM",2003,7283.806059,"Observed"
"3446","DOM",2004,7295.447559,"Observed"
"3447","DOM",2005,7955.793722,"Observed"
"3448","DOM",2006,8725.551269,"Observed"
"3449","DOM",2007,9341.085386,"Observed"
"3450","DOM",2008,9779.319667,"Observed"
"3451","DOM",2009,9918.7837,"Observed"
"3452","DOM",2010,9918.827523,"Observed"
"3453","DOM",2011,10245.2714247,"Observed"
"3454","DOM",2012,10571.7153264,"Observed"
"3455","DOM",2013,10898.1592281,"Observed"
"3456","DOM",2014,11224.6031298,"Observed"
"3457","DOM",2015,11551.0470315,"Observed"
"3458","DOM",2016,11877.4909332,"Observed"
"3459","DOM",2017,12203.9348349,"Observed"
"3460","DOM",2018,12530.3787366,"Observed"
"3461","DOM",2019,12856.8226383,"Observed"
"3462","DOM",2020,13183.26654,"Observed"
"3463","DZA",1950,NA,"Observed"
"3464","DZA",1951,NA,"Observed"
"3465","DZA",1952,NA,"Observed"
"3466","DZA",1953,NA,"Observed"
"3467","DZA",1954,NA,"Observed"
"3468","DZA",1955,NA,"Observed"
"3469","DZA",1956,NA,"Observed"
"3470","DZA",1957,NA,"Observed"
"3471","DZA",1958,NA,"Observed"
"3472","DZA",1959,NA,"Observed"
"3473","DZA",1960,4048.223132,"Observed"
"3474","DZA",1961,3870.114279,"Observed"
"3475","DZA",1962,2444.136521,"Observed"
"3476","DZA",1963,2994.448652,"Observed"
"3477","DZA",1964,3184.938045,"Observed"
"3478","DZA",1965,3368.235685,"Observed"
"3479","DZA",1966,3081.082948,"Observed"
"3480","DZA",1967,3335.935456,"Observed"
"3481","DZA",1968,3581.874737,"Observed"
"3482","DZA",1969,3760.262272,"Observed"
"3483","DZA",1970,4008.308277,"Observed"
"3484","DZA",1971,3415.287561,"Observed"
"3485","DZA",1972,4189.355617,"Observed"
"3486","DZA",1973,4147.818698,"Observed"
"3487","DZA",1974,4207.687705,"Observed"
"3488","DZA",1975,4031.441649,"Observed"
"3489","DZA",1976,4165.539735,"Observed"
"3490","DZA",1977,4348.088508,"Observed"
"3491","DZA",1978,4671.353613,"Observed"
"3492","DZA",1979,4967.82199,"Observed"
"3493","DZA",1980,4795.853594,"Observed"
"3494","DZA",1981,4695.550601,"Observed"
"3495","DZA",1982,4901.066415,"Observed"
"3496","DZA",1983,4993.397706,"Observed"
"3497","DZA",1984,5129.041749,"Observed"
"3498","DZA",1985,5137.12568,"Observed"
"3499","DZA",1986,5149.533842,"Observed"
"3500","DZA",1987,5111.958751,"Observed"
"3501","DZA",1988,4949.723897,"Observed"
"3502","DZA",1989,4970.270327,"Observed"
"3503","DZA",1990,4941.894704,"Observed"
"3504","DZA",1991,4840.450057,"Observed"
"3505","DZA",1992,4786.122437,"Observed"
"3506","DZA",1993,4590.188805,"Observed"
"3507","DZA",1994,4435.569668,"Observed"
"3508","DZA",1995,4517.010123,"Observed"
"3509","DZA",1996,4675.874474,"Observed"
"3510","DZA",1997,4648.079288,"Observed"
"3511","DZA",1998,4826.51022,"Observed"
"3512","DZA",1999,4905.043402,"Observed"
"3513","DZA",2000,4935.95949,"Observed"
"3514","DZA",2001,5001.701585,"Observed"
"3515","DZA",2002,5135.079298,"Observed"
"3516","DZA",2003,5436.120484,"Observed"
"3517","DZA",2004,5630.894679,"Observed"
"3518","DZA",2005,5897.571283,"Observed"
"3519","DZA",2006,5959.201448,"Observed"
"3520","DZA",2007,6062.334695,"Observed"
"3521","DZA",2008,6160.334716,"Observed"
"3522","DZA",2009,6074.403232,"Observed"
"3523","DZA",2010,6074.409124,"Observed"
"3524","DZA",2011,6147.27158,"Observed"
"3525","DZA",2012,6220.134036,"Observed"
"3526","DZA",2013,6292.996492,"Observed"
"3527","DZA",2014,6365.858948,"Observed"
"3528","DZA",2015,6438.721404,"Observed"
"3529","DZA",2016,6511.58386,"Observed"
"3530","DZA",2017,6584.446316,"Observed"
"3531","DZA",2018,6657.308772,"Observed"
"3532","DZA",2019,6730.171228,"Observed"
"3533","DZA",2020,6803.033684,"Observed"
"3534","ECU",1950,NA,"Observed"
"3535","ECU",1951,2236.058506,"Observed"
"3536","ECU",1952,2292.307491,"Observed"
"3537","ECU",1953,2417.726824,"Observed"
"3538","ECU",1954,2585.698286,"Observed"
"3539","ECU",1955,2610.217,"Observed"
"3540","ECU",1956,2620.193626,"Observed"
"3541","ECU",1957,2649.971829,"Observed"
"3542","ECU",1958,2607.27233,"Observed"
"3543","ECU",1959,2676.39962,"Observed"
"3544","ECU",1960,2802.209731,"Observed"
"3545","ECU",1961,2771.740477,"Observed"
"3546","ECU",1962,2754.814383,"Observed"
"3547","ECU",1963,2792.316003,"Observed"
"3548","ECU",1964,2927.538752,"Observed"
"3549","ECU",1965,2911.099058,"Observed"
"3550","ECU",1966,2892.904082,"Observed"
"3551","ECU",1967,3046.196495,"Observed"
"3552","ECU",1968,3092.233371,"Observed"
"3553","ECU",1969,3047.100734,"Observed"
"3554","ECU",1970,3155.276363,"Observed"
"3555","ECU",1971,3338.970599,"Observed"
"3556","ECU",1972,3476.317169,"Observed"
"3557","ECU",1973,4078.409099,"Observed"
"3558","ECU",1974,4433.543418,"Observed"
"3559","ECU",1975,4674.299896,"Observed"
"3560","ECU",1976,4851.942728,"Observed"
"3561","ECU",1977,5176.930382,"Observed"
"3562","ECU",1978,5419.107693,"Observed"
"3563","ECU",1979,5470.348789,"Observed"
"3564","ECU",1980,5634.587985,"Observed"
"3565","ECU",1981,5531.884372,"Observed"
"3566","ECU",1982,5553.755923,"Observed"
"3567","ECU",1983,4993.366677,"Observed"
"3568","ECU",1984,5008.344995,"Observed"
"3569","ECU",1985,5079.905087,"Observed"
"3570","ECU",1986,5087.893014,"Observed"
"3571","ECU",1987,4688.102455,"Observed"
"3572","ECU",1988,4933.974692,"Observed"
"3573","ECU",1989,4832.454273,"Observed"
"3574","ECU",1990,4728.101715,"Observed"
"3575","ECU",1991,4999.928354,"Observed"
"3576","ECU",1992,5063.766811,"Observed"
"3577","ECU",1993,5022.558701,"Observed"
"3578","ECU",1994,5144.421639,"Observed"
"3579","ECU",1995,5117.272218,"Observed"
"3580","ECU",1996,5067.713748,"Observed"
"3581","ECU",1997,5179.741199,"Observed"
"3582","ECU",1998,5209.41621,"Observed"
"3583","ECU",1999,4672.849462,"Observed"
"3584","ECU",2000,4781.42337,"Observed"
"3585","ECU",2001,5031.374595,"Observed"
"3586","ECU",2002,5223.109083,"Observed"
"3587","ECU",2003,5259.716088,"Observed"
"3588","ECU",2004,5539.664393,"Observed"
"3589","ECU",2005,5766.73425,"Observed"
"3590","ECU",2006,5890.091101,"Observed"
"3591","ECU",2007,5972.972606,"Observed"
"3592","ECU",2008,6302.35328,"Observed"
"3593","ECU",2009,6170.572207,"Observed"
"3594","ECU",2010,6170.591627,"Observed"
"3595","ECU",2011,6387.4189104,"Observed"
"3596","ECU",2012,6604.2461938,"Observed"
"3597","ECU",2013,6821.0734772,"Observed"
"3598","ECU",2014,7037.9007606,"Observed"
"3599","ECU",2015,7254.728044,"Observed"
"3600","ECU",2016,7471.5553274,"Observed"
"3601","ECU",2017,7688.3826108,"Observed"
"3602","ECU",2018,7905.2098942,"Observed"
"3603","ECU",2019,8122.0371776,"Observed"
"3604","ECU",2020,8338.864461,"Observed"
"3605","EGY",1950,902.8477341,"Observed"
"3606","EGY",1951,901.1923649,"Observed"
"3607","EGY",1952,937.9245014,"Observed"
"3608","EGY",1953,958.7202668,"Observed"
"3609","EGY",1954,911.7559045,"Observed"
"3610","EGY",1955,890.5051738,"Observed"
"3611","EGY",1956,887.0824847,"Observed"
"3612","EGY",1957,905.7623361,"Observed"
"3613","EGY",1958,966.9736397,"Observed"
"3614","EGY",1959,985.7784835,"Observed"
"3615","EGY",1960,1037.566377,"Observed"
"3616","EGY",1961,1060.920899,"Observed"
"3617","EGY",1962,1058.258397,"Observed"
"3618","EGY",1963,1069.824843,"Observed"
"3619","EGY",1964,1223.168024,"Observed"
"3620","EGY",1965,1246.265139,"Observed"
"3621","EGY",1966,1217.950108,"Observed"
"3622","EGY",1967,1212.629046,"Observed"
"3623","EGY",1968,1253.650772,"Observed"
"3624","EGY",1969,1293.679604,"Observed"
"3625","EGY",1970,1333.105703,"Observed"
"3626","EGY",1971,1367.793384,"Observed"
"3627","EGY",1972,1315.224666,"Observed"
"3628","EGY",1973,1276.849434,"Observed"
"3629","EGY",1974,1222.664737,"Observed"
"3630","EGY",1975,1264.827975,"Observed"
"3631","EGY",1976,1489.002576,"Observed"
"3632","EGY",1977,1509.384568,"Observed"
"3633","EGY",1978,1652.787725,"Observed"
"3634","EGY",1979,1748.789919,"Observed"
"3635","EGY",1980,1758.623297,"Observed"
"3636","EGY",1981,1922.831846,"Observed"
"3637","EGY",1982,2174.729596,"Observed"
"3638","EGY",1983,2294.641851,"Observed"
"3639","EGY",1984,2389.451012,"Observed"
"3640","EGY",1985,2380.452937,"Observed"
"3641","EGY",1986,2525.338982,"Observed"
"3642","EGY",1987,2361.363218,"Observed"
"3643","EGY",1988,2432.642121,"Observed"
"3644","EGY",1989,2536.500528,"Observed"
"3645","EGY",1990,2650.997816,"Observed"
"3646","EGY",1991,2911.797629,"Observed"
"3647","EGY",1992,3130.454049,"Observed"
"3648","EGY",1993,3189.577957,"Observed"
"3649","EGY",1994,3288.881736,"Observed"
"3650","EGY",1995,3405.870613,"Observed"
"3651","EGY",1996,3477.878491,"Observed"
"3652","EGY",1997,3498.765182,"Observed"
"3653","EGY",1998,3639.526552,"Observed"
"3654","EGY",1999,3759.096526,"Observed"
"3655","EGY",2000,3829.105927,"Observed"
"3656","EGY",2001,3858.509722,"Observed"
"3657","EGY",2002,3934.735135,"Observed"
"3658","EGY",2003,4008.442813,"Observed"
"3659","EGY",2004,4099.39456,"Observed"
"3660","EGY",2005,4280.901583,"Observed"
"3661","EGY",2006,4474.702477,"Observed"
"3662","EGY",2007,4684.571461,"Observed"
"3663","EGY",2008,4818.749395,"Observed"
"3664","EGY",2009,4956.903027,"Observed"
"3665","EGY",2010,4956.920698,"Observed"
"3666","EGY",2011,5125.5324089,"Observed"
"3667","EGY",2012,5294.1441198,"Observed"
"3668","EGY",2013,5462.7558307,"Observed"
"3669","EGY",2014,5631.3675416,"Observed"
"3670","EGY",2015,5799.9792525,"Observed"
"3671","EGY",2016,5968.5909634,"Observed"
"3672","EGY",2017,6137.2026743,"Observed"
"3673","EGY",2018,6305.8143852,"Observed"
"3674","EGY",2019,6474.4260961,"Observed"
"3675","EGY",2020,6643.037807,"Observed"
"3676","ERI",1950,NA,"Observed"
"3677","ERI",1951,NA,"Observed"
"3678","ERI",1952,NA,"Observed"
"3679","ERI",1953,NA,"Observed"
"3680","ERI",1954,NA,"Observed"
"3681","ERI",1955,NA,"Observed"
"3682","ERI",1956,NA,"Observed"
"3683","ERI",1957,NA,"Observed"
"3684","ERI",1958,NA,"Observed"
"3685","ERI",1959,NA,"Observed"
"3686","ERI",1960,NA,"Observed"
"3687","ERI",1961,NA,"Observed"
"3688","ERI",1962,NA,"Observed"
"3689","ERI",1963,NA,"Observed"
"3690","ERI",1964,NA,"Observed"
"3691","ERI",1965,NA,"Observed"
"3692","ERI",1966,NA,"Observed"
"3693","ERI",1967,NA,"Observed"
"3694","ERI",1968,NA,"Observed"
"3695","ERI",1969,NA,"Observed"
"3696","ERI",1970,NA,"Observed"
"3697","ERI",1971,NA,"Observed"
"3698","ERI",1972,NA,"Observed"
"3699","ERI",1973,NA,"Observed"
"3700","ERI",1974,NA,"Observed"
"3701","ERI",1975,NA,"Observed"
"3702","ERI",1976,NA,"Observed"
"3703","ERI",1977,NA,"Observed"
"3704","ERI",1978,NA,"Observed"
"3705","ERI",1979,NA,"Observed"
"3706","ERI",1980,NA,"Observed"
"3707","ERI",1981,NA,"Observed"
"3708","ERI",1982,NA,"Observed"
"3709","ERI",1983,NA,"Observed"
"3710","ERI",1984,NA,"Observed"
"3711","ERI",1985,NA,"Observed"
"3712","ERI",1986,NA,"Observed"
"3713","ERI",1987,NA,"Observed"
"3714","ERI",1988,NA,"Observed"
"3715","ERI",1989,NA,"Observed"
"3716","ERI",1990,NA,"Observed"
"3717","ERI",1991,NA,"Observed"
"3718","ERI",1992,542.3088948,"Observed"
"3719","ERI",1993,657.0274593,"Observed"
"3720","ERI",1994,764.8195029,"Observed"
"3721","ERI",1995,775.7500576,"Observed"
"3722","ERI",1996,754.8231158,"Observed"
"3723","ERI",1997,829.795969,"Observed"
"3724","ERI",1998,922.1296566,"Observed"
"3725","ERI",1999,915.194235,"Observed"
"3726","ERI",2000,821.8352349,"Observed"
"3727","ERI",2001,810.0003778,"Observed"
"3728","ERI",2002,793.9211142,"Observed"
"3729","ERI",2003,767.8783143,"Observed"
"3730","ERI",2004,718.988654,"Observed"
"3731","ERI",2005,715.2061167,"Observed"
"3732","ERI",2006,669.7021035,"Observed"
"3733","ERI",2007,668.0780958,"Observed"
"3734","ERI",2008,596.9963626,"Observed"
"3735","ERI",2009,592.7289477,"Observed"
"3736","ERI",2010,592.7306026,"Observed"
"3737","ERI",2011,624.45139889,"Observed"
"3738","ERI",2012,656.17219518,"Observed"
"3739","ERI",2013,687.89299147,"Observed"
"3740","ERI",2014,719.61378776,"Observed"
"3741","ERI",2015,751.33458405,"Observed"
"3742","ERI",2016,783.05538034,"Observed"
"3743","ERI",2017,814.77617663,"Observed"
"3744","ERI",2018,846.49697292,"Observed"
"3745","ERI",2019,878.21776921,"Observed"
"3746","ERI",2020,909.9385655,"Observed"
"3747","ESP",1950,3795.839455,"Observed"
"3748","ESP",1951,4396.246757,"Observed"
"3749","ESP",1952,4572.296056,"Observed"
"3750","ESP",1953,4368.87816,"Observed"
"3751","ESP",1954,4921.584697,"Observed"
"3752","ESP",1955,5170.86601,"Observed"
"3753","ESP",1956,5520.14453,"Observed"
"3754","ESP",1957,5710.77793,"Observed"
"3755","ESP",1958,5905.453993,"Observed"
"3756","ESP",1959,5707.263421,"Observed"
"3757","ESP",1960,6305.229416,"Observed"
