scenaio;countrycode;2010;2015;2020;2025;2030;2035;2040;2045;2050;2055;2060;2065;2070;2075;2080;2085;2090;2095;2100
SSP4;IRQ;66.17;69.86;73.07;75.85;78.28;80.40;82.25;83.88;85.32;86.60;87.73;88.75;89.65;90.47;91.21;91.87;92.48;93.03;93.53
SSP4;IRL;61.94;64.79;67.35;69.66;71.73;73.61;75.30;76.83;78.22;79.48;80.63;81.68;82.64;83.52;84.34;85.09;85.78;86.43;87.03
SSP4;ISR;91.85;92.02;92.19;92.35;92.51;92.66;92.81;92.96;93.11;93.25;93.39;93.53;93.67;93.80;93.93;94.06;94.18;94.31;94.43
SSP4;ITA;68.36;70.02;71.62;73.16;74.64;76.05;77.41;78.70;79.93;81.10;82.22;83.27;84.28;85.22;86.12;86.97;87.78;88.53;89.25
SSP4;JAM;52.01;56.44;60.61;64.50;68.09;71.36;74.34;77.03;79.45;81.63;83.58;85.32;86.88;88.27;89.52;90.63;91.62;92.51;93.30
SSP4;JPN;66.83;68.81;70.69;72.47;74.16;75.76;77.28;78.70;80.05;81.31;82.50;83.62;84.67;85.65;86.58;87.44;88.25;89.01;89.72
SSP4;JOR;78.53;82.38;85.46;87.93;89.93;91.56;92.90;94.01;94.93;95.70;96.34;96.89;97.34;97.73;98.06;98.34;98.58;98.78;98.96
SSP4;KAZ;58.51;62.46;66.26;69.86;73.24;76.37;79.24;81.85;84.20;86.30;88.16;89.79;91.23;92.48;93.57;94.50;95.31;96.01;96.60
SSP4;KEN;22.18;26.52;31.17;36.02;40.92;45.76;50.44;54.87;59.00;62.81;66.29;69.45;72.31;74.89;77.20;79.29;81.17;82.85;84.37
SSP4;KGZ;34.55;39.40;44.24;48.96;53.47;57.70;61.63;65.24;68.54;71.52;74.22;76.65;78.84;80.81;82.58;84.17;85.61;86.90;88.07
SSP4;LAO;33.18;40.44;47.57;54.25;60.29;65.61;70.22;74.18;77.56;80.46;82.93;85.05;86.88;88.45;89.81;91.00;92.03;92.93;93.72
SSP4;LVA;67.72;71.05;73.99;76.59;78.88;80.90;82.69;84.28;85.69;86.95;88.08;89.09;90.01;90.83;91.57;92.24;92.85;93.41;93.92
SSP4;LBN;87.24;88.26;89.10;89.80;90.40;90.91;91.36;91.75;92.09;92.39;92.66;92.91;93.13;93.32;93.50;93.67;93.82;93.96;94.08
SSP4;LSO;26.88;32.84;39.12;45.45;51.61;57.41;62.74;67.53;71.78;75.51;78.77;81.60;84.05;86.16;87.99;89.58;90.94;92.13;93.15
SSP4;LBR;47.82;52.68;57.31;61.65;65.65;69.32;72.64;75.63;78.31;80.71;82.84;84.74;86.43;87.94;89.27;90.45;91.50;92.44;93.27
SSP4;LBY;77.89;81.69;84.78;87.31;89.39;91.09;92.51;93.68;94.66;95.48;96.17;96.75;97.24;97.65;98.00;98.30;98.55;98.76;98.94
SSP4;LTU;66.98;70.41;73.40;76.01;78.31;80.32;82.09;83.66;85.05;86.29;87.40;88.39;89.28;90.09;90.82;91.48;92.09;92.64;93.14
SSP4;MDG;30.19;34.82;39.64;44.55;49.43;54.19;58.75;63.06;67.06;70.74;74.09;77.12;79.84;82.27;84.43;86.34;88.03;89.51;90.82
SSP4;MWI;19.77;23.42;27.45;31.83;36.48;41.31;46.23;51.14;55.93;60.53;64.87;68.91;72.63;76.00;79.04;81.75;84.16;86.28;88.14
SSP4;MYS;72.17;76.42;79.62;82.10;84.07;85.65;86.95;88.04;88.96;89.75;90.43;91.02;91.54;92.00;92.41;92.78;93.12;93.42;93.69
SSP4;MLI;35.86;42.07;48.18;54.00;59.39;64.28;68.64;72.50;75.89;78.85;81.43;83.68;85.64;87.35;88.85;90.16;91.30;92.31;93.19
SSP4;MRT;41.43;46.40;51.17;55.65;59.80;63.60;67.05;70.17;72.97;75.49;77.74;79.76;81.58;83.21;84.67;85.99;87.18;88.26;89.23
SSP4;MUS;41.84;46.81;51.61;56.14;60.35;64.22;67.74;70.93;73.81;76.38;78.70;80.77;82.62;84.28;85.77;87.11;88.31;89.39;90.36
SSP4;MEX;77.83;81.63;84.72;87.25;89.32;91.03;92.45;93.63;94.61;95.43;96.12;96.70;97.19;97.61;97.96;98.26;98.52;98.73;98.92
SSP4;MNG;62.03;66.23;69.89;73.07;75.82;78.22;80.31;82.14;83.74;85.16;86.42;87.54;88.54;89.43;90.24;90.97;91.63;92.23;92.78
SSP4;MAR;58.24;61.98;65.69;69.33;72.84;76.17;79.28;82.14;84.74;87.05;89.09;90.87;92.39;93.70;94.80;95.72;96.49;97.13;97.65
SSP4;MOZ;38.43;44.47;50.23;55.56;60.38;64.68;68.48;71.82;74.75;77.32;79.57;81.55;83.30;84.84;86.21;87.43;88.52;89.50;90.38
SSP4;MMR;33.65;38.70;43.75;48.66;53.34;57.72;61.75;65.44;68.78;71.80;74.50;76.93;79.11;81.06;82.81;84.37;85.78;87.05;88.19
SSP4;NAM;37.98;42.87;47.69;52.34;56.73;60.84;64.63;68.09;71.24;74.08;76.65;78.95;81.02;82.88;84.54;86.04;87.38;88.59;89.67
SSP4;NPL;18.62;22.41;26.63;31.23;36.10;41.14;46.23;51.26;56.12;60.73;65.04;69.01;72.63;75.90;78.83;81.44;83.75;85.79;87.59
SSP4;NLD;82.86;84.22;85.52;86.75;87.91;89.00;90.02;90.97;91.84;92.65;93.39;94.06;94.68;95.24;95.75;96.20;96.62;96.99;97.32
SSP4;NZL;86.20;87.36;88.36;89.21;89.95;90.60;91.17;91.68;92.13;92.54;92.91;93.24;93.54;93.82;94.08;94.32;94.53;94.74;94.92
SSP4;NIC;57.32;61.16;64.85;68.35;71.64;74.70;77.53;80.11;82.45;84.56;86.46;88.15;89.65;90.97;92.14;93.17;94.07;94.86;95.55
SSP4;NER;17.11;20.38;24.02;28.01;32.27;36.74;41.34;45.95;50.51;54.94;59.17;63.16;66.87;70.30;73.44;76.30;78.88;81.21;83.30
SSP4;NGA;49.80;54.27;58.53;62.56;66.31;69.78;72.95;75.84;78.45;80.81;82.92;84.82;86.51;88.02;89.36;90.55;91.62;92.56;93.40
SSP4;NOR;79.41;81.46;83.17;84.61;85.85;86.91;87.84;88.65;89.37;90.00;90.57;91.09;91.55;91.97;92.35;92.70;93.02;93.32;93.59
SSP4;PSE;74.14;78.30;81.37;83.72;85.55;87.02;88.22;89.21;90.05;90.77;91.38;91.92;92.39;92.81;93.18;93.51;93.81;94.08;94.33
SSP4;OMN;73.04;74.93;76.72;78.41;80.00;81.50;82.90;84.21;85.43;86.57;87.63;88.62;89.53;90.38;91.16;91.88;92.55;93.16;93.73
SSP4;PAK;35.90;40.63;45.39;50.07;54.60;58.90;62.94;66.68;70.12;73.25;76.09;78.65;80.95;83.02;84.86;86.51;87.98;89.29;90.46
SSP4;PAN;74.80;78.99;82.06;84.39;86.19;87.63;88.81;89.78;90.59;91.29;91.89;92.41;92.86;93.27;93.62;93.95;94.23;94.50;94.73
SSP4;PNG;12.53;15.40;18.76;22.61;26.91;31.62;36.64;41.87;47.17;52.42;57.50;62.33;66.83;70.96;74.71;78.07;81.04;83.67;85.96
SSP4;PRY;61.50;65.35;68.97;72.33;75.42;78.25;80.80;83.10;85.16;86.99;88.62;90.06;91.33;92.44;93.42;94.28;95.03;95.68;96.25
SSP4;PER;76.92;80.89;83.78;85.96;87.66;89.02;90.12;91.03;91.80;92.45;93.02;93.51;93.94;94.32;94.66;94.96;95.24;95.48;95.71
SSP4;PHL;48.90;53.28;57.51;61.56;65.37;68.93;72.23;75.24;77.99;80.47;82.71;84.71;86.50;88.10;89.52;90.77;91.88;92.87;93.73
SSP4;POL;60.96;63.80;66.36;68.66;70.74;72.61;74.29;75.82;77.21;78.47;79.61;80.66;81.62;82.50;83.32;84.07;84.76;85.40;86.00
SSP4;PRT;60.70;63.57;66.16;68.49;70.59;72.48;74.19;75.74;77.14;78.41;79.57;80.63;81.61;82.50;83.32;84.08;84.78;85.43;86.03
SSP4;QAT;95.83;96.20;96.55;96.86;97.14;97.40;97.64;97.85;98.05;98.23;98.39;98.54;98.67;98.80;98.91;99.01;99.10;99.18;99.26
SSP4;KOR;82.96;84.32;85.62;86.85;88.01;89.10;90.12;91.06;91.94;92.74;93.48;94.16;94.77;95.33;95.83;96.29;96.70;97.06;97.39
SSP4;MDA;46.95;52.29;57.32;61.97;66.21;70.03;73.44;76.48;79.17;81.54;83.64;85.49;87.12;88.56;89.84;90.96;91.96;92.84;93.62
SSP4;ROU;57.47;61.26;64.92;68.42;71.72;74.80;77.66;80.27;82.65;84.79;86.72;88.43;89.95;91.29;92.46;93.49;94.39;95.17;95.84
SSP4;RUS;73.17;77.24;80.32;82.71;84.60;86.13;87.39;88.44;89.33;90.09;90.75;91.33;91.83;92.28;92.68;93.04;93.37;93.66;93.93
SSP4;RWA;18.85;22.59;26.76;31.30;36.14;41.18;46.30;51.39;56.34;61.07;65.50;69.59;73.33;76.70;79.72;82.39;84.75;86.82;88.63
SSP4;SAU;82.07;83.51;84.85;86.10;87.26;88.34;89.34;90.26;91.11;91.89;92.61;93.27;93.88;94.43;94.94;95.40;95.82;96.20;96.55
SSP4;SEN;42.38;47.24;51.95;56.43;60.63;64.52;68.08;71.32;74.25;76.90;79.27;81.40;83.30;85.01;86.53;87.90;89.12;90.22;91.20
SSP4;SRB;56.06;59.93;63.65;67.18;70.50;73.59;76.44;79.06;81.44;83.59;85.53;87.26;88.81;90.19;91.41;92.48;93.43;94.27;95.00
SSP4;SLE;38.40;42.92;47.40;51.77;55.95;59.90;63.60;67.03;70.18;73.06;75.68;78.06;80.21;82.15;83.90;85.48;86.91;88.19;89.34
SSP4;SVK;54.97;58.16;60.93;63.34;65.42;67.23;68.81;70.20;71.41;72.48;73.43;74.27;75.02;75.70;76.30;76.84;77.33;77.77;78.17
SSP4;SVN;49.51;52.76;55.75;58.47;60.93;63.16;65.18;67.01;68.66;70.16;71.53;72.77;73.90;74.93;75.88;76.75;77.55;78.29;78.97
SSP4;SOM;37.45;41.88;46.28;50.59;54.74;58.67;62.37;65.81;68.99;71.91;74.57;77.00;79.20;81.19;83.00;84.62;86.10;87.43;88.63
SSP4;ZAF;61.70;65.35;68.83;72.11;75.16;77.99;80.57;82.92;85.04;86.93;88.62;90.12;91.43;92.59;93.60;94.48;95.25;95.91;96.49
SSP4;ESP;77.40;79.08;80.68;82.17;83.57;84.89;86.11;87.25;88.31;89.28;90.19;91.03;91.80;92.51;93.16;93.76;94.31;94.82;95.28
SSP4;LKA;14.31;17.20;20.51;24.25;28.40;32.92;37.73;42.76;47.89;53.02;58.04;62.85;67.38;71.57;75.39;78.83;81.88;84.56;86.90
SSP4;SDN;40.10;45.37;50.47;55.30;59.78;63.89;67.62;70.98;73.99;76.67;79.07;81.20;83.10;84.79;86.30;87.64;88.85;89.92;90.89
SSP4;SWZ;21.37;25.66;30.28;35.10;40.01;44.86;49.56;54.01;58.17;62.00;65.51;68.69;71.57;74.16;76.49;78.60;80.49;82.19;83.72
SSP4;SWE;84.68;85.93;87.04;88.05;88.95;89.77;90.52;91.20;91.82;92.38;92.90;93.38;93.81;94.22;94.59;94.93;95.25;95.55;95.82
SSP4;CHE;73.62;75.60;77.43;79.12;80.69;82.13;83.46;84.69;85.83;86.88;87.84;88.74;89.56;90.32;91.03;91.68;92.28;92.84;93.35
SSP4;SYR;55.74;59.88;63.84;67.58;71.09;74.33;77.31;80.01;82.45;84.64;86.59;88.31;89.84;91.18;92.36;93.38;94.28;95.06;95.74
SSP4;TJK;26.32;30.72;35.40;40.26;45.19;50.09;54.86;59.43;63.73;67.72;71.39;74.72;77.73;80.42;82.82;84.95;86.83;88.49;89.94
SSP4;MKD;59.31;63.11;66.78;70.30;73.62;76.72;79.59;82.20;84.55;86.66;88.53;90.17;91.61;92.86;93.93;94.86;95.65;96.33;96.91
SSP4;THA;33.96;38.79;43.62;48.36;52.92;57.22;61.23;64.92;68.30;71.37;74.15;76.66;78.91;80.94;82.76;84.40;85.87;87.20;88.39
SSP4;TLS;28.12;33.06;38.20;43.43;48.60;53.59;58.32;62.72;66.76;70.44;73.75;76.73;79.38;81.73;83.82;85.68;87.32;88.77;90.05
SSP4;TGO;43.44;48.70;53.79;58.64;63.16;67.31;71.09;74.50;77.54;80.25;82.65;84.77;86.64;88.28;89.72;90.99;92.10;93.07;93.92
SSP4;TTO;13.88;15.82;17.93;20.19;22.60;25.13;27.76;30.45;33.20;35.95;38.70;41.40;44.05;46.63;49.12;51.51;53.80;55.98;58.04
SSP4;TUN;67.28;70.52;73.40;75.98;78.28;80.32;82.15;83.78;85.24;86.55;87.73;88.79;89.74;90.60;91.39;92.09;92.74;93.32;93.86
SSP4;TUR;69.65;72.75;75.50;77.93;80.07;81.97;83.66;85.16;86.49;87.69;88.76;89.72;90.59;91.37;92.08;92.72;93.30;93.83;94.32
SSP4;TKM;49.50;53.81;57.98;61.98;65.77;69.31;72.59;75.60;78.34;80.82;83.06;85.07;86.86;88.45;89.86;91.11;92.21;93.19;94.04
SSP4;UGA;13.30;16.13;19.41;23.13;27.29;31.84;36.70;41.79;46.98;52.18;57.25;62.11;66.68;70.91;74.75;78.21;81.29;83.99;86.35
SSP4;UKR;68.79;71.90;74.67;77.13;79.30;81.24;82.96;84.49;85.86;87.09;88.19;89.19;90.08;90.89;91.62;92.29;92.90;93.45;93.95
SSP4;ARE;84.05;85.35;86.56;87.68;88.72;89.68;90.56;91.38;92.12;92.81;93.44;94.02;94.55;95.04;95.48;95.88;96.25;96.59;96.90
SSP4;GBR;79.64;81.70;83.41;84.85;86.08;87.13;88.05;88.85;89.56;90.19;90.75;91.25;91.71;92.12;92.49;92.83;93.15;93.44;93.70
SSP4;TZA;26.38;30.90;35.66;40.54;45.45;50.26;54.89;59.27;63.35;67.12;70.56;73.69;76.51;79.04;81.31;83.34;85.15;86.77;88.20
SSP4;USA;82.29;83.72;85.06;86.31;87.48;88.56;89.56;90.48;91.33;92.11;92.83;93.49;94.09;94.64;95.14;95.60;96.01;96.39;96.74
SSP4;URY;92.48;93.00;93.48;93.94;94.36;94.76;95.12;95.47;95.79;96.09;96.37;96.63;96.87;97.10;97.31;97.50;97.68;97.85;98.00
SSP4;UZB;36.25;40.96;45.69;50.37;54.90;59.21;63.27;67.04;70.51;73.68;76.55;79.13;81.46;83.54;85.40;87.05;88.52;89.83;90.99
SSP4;VEN;93.35;94.55;95.54;96.36;97.03;97.58;98.03;98.40;98.70;98.94;99.14;99.30;99.44;99.54;99.63;99.70;99.76;99.80;99.84
SSP4;VNM;30.38;35.21;40.22;45.30;50.33;55.21;59.85;64.19;68.20;71.86;75.17;78.15;80.80;83.16;85.24;87.08;88.70;90.12;91.37
SSP4;YEM;31.80;36.98;42.27;47.52;52.61;57.44;61.93;66.07;69.83;73.21;76.25;78.95;81.36;83.49;85.37;87.04;88.52;89.82;90.97
SSP4;ZMB;35.70;40.72;45.74;50.64;55.34;59.76;63.86;67.62;71.04;74.13;76.91;79.40;81.63;83.61;85.38;86.96;88.36;89.61;90.72
SSP4;ZWE;38.25;42.81;47.31;51.69;55.87;59.81;63.48;66.88;70.00;72.85;75.44;77.79;79.92;81.84;83.57;85.13;86.54;87.81;88.96
SSP4;TON;23.43;28.95;34.91;41.06;47.16;53.02;58.48;63.46;67.94;71.91;75.40;78.46;81.13;83.46;85.49;87.25;88.80;90.14;91.32
SSP4;GRD;39.29;44.25;48.99;53.43;57.53;61.26;64.64;67.68;70.40;72.85;75.03;77.00;78.76;80.35;81.79;83.08;84.26;85.33;86.30
SSP4;ABW;46.87;50.28;53.45;56.38;59.07;61.53;63.78;65.83;67.69;69.39;70.95;72.37;73.67;74.87;75.96;76.97;77.90;78.77;79.56
SSP4;VCT;49.33;54.30;58.83;62.90;66.54;69.76;72.61;75.13;77.37;79.35;81.10;82.67;84.07;85.33;86.46;87.48;88.40;89.24;90.00
SSP4;VIR;95.27;96.51;97.48;98.22;98.75;99.13;99.40;99.59;99.72;99.81;99.87;99.91;99.94;99.96;99.97;99.98;99.99;99.99;99.99
SSP4;FSM;22.66;26.92;31.42;36.03;40.62;45.10;49.36;53.36;57.07;60.47;63.58;66.39;68.94;71.25;73.33;75.21;76.92;78.47;79.88
SSP4;STP;62.23;66.26;69.78;72.84;75.51;77.83;79.86;81.64;83.21;84.60;85.84;86.94;87.93;88.82;89.63;90.36;91.02;91.62;92.17
SSP4;LCA;27.97;33.81;39.94;46.12;52.13;57.82;63.06;67.80;72.03;75.75;79.01;81.85;84.31;86.44;88.28;89.86;91.24;92.42;93.44
SSP4;WSM;20.23;24.88;29.93;35.22;40.56;45.80;50.78;55.43;59.69;63.56;67.03;70.14;72.91;75.38;77.59;79.55;81.31;82.88;84.29
SSP4;GUM;93.17;95.46;96.44;97.00;97.36;97.61;97.80;97.94;98.05;98.14;98.22;98.28;98.33;98.37;98.41;98.44;98.47;98.49;98.51
SSP4;MYT;50.08;54.89;59.30;63.28;66.84;70.02;72.84;75.35;77.58;79.56;81.32;82.90;84.31;85.57;86.72;87.75;88.68;89.52;90.29
SSP4;GUF;76.35;78.04;79.73;81.39;83.02;84.60;86.12;87.55;88.91;90.17;91.33;92.39;93.35;94.21;94.98;95.66;96.26;96.79;97.25
SSP4;VUT;25.56;31.10;36.97;42.94;48.80;54.38;59.56;64.29;68.53;72.30;75.63;78.56;81.13;83.38;85.35;87.07;88.58;89.91;91.07
SSP4;NCL;57.36;60.28;62.84;65.10;67.10;68.85;70.41;71.79;73.02;74.12;75.11;76.00;76.80;77.53;78.19;78.79;79.33;79.84;80.30
SSP4;BRB;44.47;47.94;51.17;54.14;56.86;59.34;61.60;63.65;65.51;67.20;68.74;70.14;71.41;72.58;73.64;74.62;75.52;76.35;77.11
SSP4;PYF;51.44;54.86;57.91;60.61;63.01;65.14;67.02;68.70;70.19;71.52;72.72;73.79;74.75;75.63;76.42;77.14;77.80;78.40;78.94
SSP4;BLZ;52.25;56.72;60.89;64.74;68.26;71.45;74.33;76.92;79.24;81.33;83.20;84.87;86.36;87.71;88.91;89.99;90.96;91.83;92.61
SSP4;MDV;40.10;47.73;54.62;60.63;65.73;70.02;73.62;76.65;79.21;81.38;83.25;84.85;86.24;87.46;88.53;89.47;90.31;91.06;91.73
SSP4;ISL;93.42;95.87;96.78;97.28;97.60;97.81;97.97;98.09;98.18;98.25;98.31;98.36;98.40;98.43;98.46;98.48;98.50;98.51;98.53
SSP4;BHS;84.10;86.54;88.31;89.65;90.70;91.53;92.22;92.79;93.27;93.68;94.04;94.35;94.63;94.87;95.08;95.28;95.45;95.61;95.76
SSP4;MTQ;89.05;91.06;92.47;93.51;94.31;94.94;95.46;95.88;96.24;96.54;96.81;97.03;97.24;97.41;97.57;97.72;97.84;97.96;98.07
SSP4;BRN;75.65;77.81;79.76;81.54;83.15;84.61;85.94;87.14;88.23;89.23;90.13;90.96;91.71;92.40;93.02;93.59;94.12;94.59;95.03
SSP4;MLT;94.67;96.11;97.03;97.67;98.13;98.47;98.74;98.95;99.12;99.26;99.38;99.47;99.55;99.61;99.67;99.72;99.76;99.79;99.82
SSP4;GLP;98.41;99.62;99.75;99.81;99.85;99.88;99.90;99.92;99.93;99.94;99.95;99.95;99.96;99.96;99.97;99.97;99.97;99.98;99.98
SSP4;LUX;85.19;86.67;88.04;89.29;90.44;91.47;92.42;93.27;94.03;94.71;95.33;95.87;96.36;96.79;97.17;97.51;97.81;98.08;98.31
SSP4;CPV;61.09;65.63;69.48;72.75;75.53;77.90;79.94;81.70;83.24;84.58;85.76;86.81;87.74;88.57;89.32;90.00;90.61;91.17;91.68
SSP4;SUR;69.38;72.45;75.22;77.71;79.95;81.95;83.75;85.36;86.80;88.09;89.25;90.29;91.23;92.07;92.83;93.51;94.12;94.68;95.18
SSP4;SLB;18.55;23.04;28.04;33.41;38.95;44.50;49.88;54.97;59.68;63.98;67.87;71.34;74.43;77.18;79.61;81.76;83.67;85.36;86.86
SSP4;MAC;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
SSP4;MNE;61.46;65.90;69.66;72.86;75.58;77.91;79.91;81.64;83.15;84.47;85.63;86.66;87.58;88.41;89.15;89.82;90.43;90.98;91.48
SSP4;COM;28.19;33.87;39.79;45.74;51.53;56.99;62.04;66.63;70.73;74.37;77.57;80.39;82.84;84.99;86.86;88.50;89.92;91.17;92.25
SSP4;GNQ;39.70;42.79;45.74;48.53;51.14;53.57;55.84;57.93;59.86;61.65;63.29;64.81;66.21;67.50;68.69;69.79;70.81;71.76;72.64
SSP4;BTN;34.71;41.13;47.43;53.37;58.81;63.69;68.01;71.79;75.10;77.97;80.47;82.65;84.56;86.22;87.69;88.97;90.11;91.11;92.00
SSP4;GUY;28.60;34.29;40.20;46.14;51.92;57.38;62.43;67.01;71.12;74.76;77.97;80.78;83.23;85.38;87.24;88.86;90.28;91.51;92.58
SSP4;BHR;88.61;90.38;91.71;92.75;93.58;94.26;94.82;95.30;95.71;96.06;96.37;96.64;96.88;97.09;97.29;97.46;97.62;97.76;97.89
SSP4;REU;94.01;96.68;97.56;98.03;98.32;98.53;98.68;98.79;98.88;98.96;99.02;99.07;99.11;99.15;99.18;99.21;99.23;99.25;99.27
SSP4;FJI;51.86;56.33;60.50;64.36;67.88;71.09;73.99;76.60;78.94;81.05;82.94;84.63;86.14;87.50;88.72;89.81;90.79;91.67;92.47
SSP4;DJI;76.23;80.10;83.49;86.41;88.88;90.96;92.68;94.10;95.26;96.20;96.96;97.57;98.06;98.46;98.77;99.02;99.22;99.38;99.51
SSP4;KWT;98.38;99.61;99.74;99.81;99.85;99.88;99.90;99.92;99.93;99.94;99.95;99.95;99.96;99.96;99.97;99.97;99.97;99.98;99.98
SSP4;PRI;98.79;99.72;99.80;99.85;99.87;99.89;99.91;99.92;99.93;99.94;99.94;99.95;99.95;99.95;99.96;99.96;99.96;99.97;99.97
SSP4;SGP;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
SSP4;HKG;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
SSP5;AFG;22.60;26.83;31.33;35.98;40.67;45.28;49.72;53.92;57.84;61.46;64.78;67.81;70.55;73.04;75.28;77.32;79.15;80.82;82.32
SSP5;ALB;51.91;56.76;61.34;65.60;69.52;73.07;76.28;79.14;81.69;83.95;85.95;87.71;89.25;90.61;91.79;92.83;93.74;94.54;95.23
SSP5;DZA;66.50;70.19;73.37;76.11;78.48;80.53;82.32;83.89;85.27;86.49;87.58;88.55;89.41;90.20;90.90;91.54;92.12;92.65;93.13
SSP5;AGO;58.50;62.50;66.40;70.13;73.66;76.95;79.98;82.72;85.18;87.36;89.28;90.94;92.38;93.61;94.65;95.54;96.29;96.92;97.44
SSP5;ARG;92.39;93.29;94.08;94.79;95.42;95.97;96.46;96.89;97.28;97.61;97.91;98.16;98.39;98.59;98.77;98.92;99.06;99.17;99.28
SSP5;ARM;64.19;68.56;72.25;75.37;78.01;80.26;82.20;83.87;85.32;86.59;87.70;88.69;89.57;90.35;91.06;91.69;92.27;92.79;93.26
SSP5;AUS;89.11;89.96;90.75;91.49;92.17;92.80;93.39;93.93;94.43;94.89;95.31;95.70;96.06;96.39;96.69;96.97;97.23;97.46;97.68
SSP5;AUT;67.55;70.78;73.67;76.24;78.54;80.59;82.42;84.05;85.52;86.83;88.00;89.06;90.02;90.88;91.66;92.36;93.00;93.58;94.11
SSP5;AZE;51.93;56.37;60.56;64.47;68.07;71.36;74.36;77.07;79.51;81.69;83.66;85.41;86.98;88.38;89.63;90.74;91.73;92.62;93.41
SSP5;BGD;28.07;33.00;38.15;43.38;48.54;53.53;58.26;62.66;66.71;70.38;73.70;76.67;79.32;81.68;83.77;85.62;87.26;88.71;90.00
SSP5;BLR;74.70;78.89;81.96;84.28;86.09;87.53;88.70;89.67;90.49;91.18;91.78;92.30;92.76;93.16;93.52;93.84;94.13;94.39;94.63
SSP5;BEL;97.41;97.55;97.68;97.80;97.92;98.03;98.13;98.23;98.33;98.41;98.50;98.58;98.65;98.73;98.79;98.86;98.92;98.98;99.03
SSP5;BEN;42.04;47.13;52.03;56.64;60.92;64.85;68.41;71.62;74.51;77.09;79.40;81.46;83.30;84.95;86.42;87.73;88.91;89.97;90.92
SSP5;BOL;66.55;69.88;72.85;75.50;77.86;79.96;81.83;83.49;84.98;86.32;87.51;88.59;89.56;90.44;91.23;91.95;92.60;93.19;93.73
SSP5;BIH;48.62;53.31;57.79;62.00;65.91;69.50;72.78;75.74;78.40;80.79;82.93;84.84;86.54;88.05;89.39;90.58;91.64;92.58;93.41
SSP5;BWA;61.13;65.05;68.75;72.20;75.39;78.30;80.94;83.31;85.43;87.32;88.99;90.45;91.74;92.86;93.84;94.69;95.43;96.07;96.62
SSP5;BRA;86.53;87.73;88.71;89.53;90.22;90.81;91.32;91.77;92.16;92.50;92.81;93.09;93.34;93.56;93.77;93.95;94.12;94.28;94.42
SSP5;BGR;71.46;75.77;79.11;81.73;83.84;85.56;86.98;88.18;89.19;90.07;90.82;91.49;92.07;92.59;93.05;93.46;93.84;94.18;94.49
SSP5;BFA;25.69;31.96;38.64;45.42;52.00;58.16;63.77;68.76;73.14;76.94;80.21;83.03;85.43;87.49;89.26;90.76;92.06;93.16;94.11
SSP5;BDI;11.00;13.76;17.03;20.82;25.12;29.86;34.94;40.25;45.63;50.96;56.11;60.98;65.51;69.66;73.42;76.78;79.77;82.41;84.73
SSP5;KHM;20.11;23.71;27.68;31.99;36.57;41.34;46.21;51.07;55.84;60.44;64.80;68.86;72.61;76.02;79.09;81.84;84.27;86.42;88.30
SSP5;CMR;58.40;62.26;66.03;69.68;73.15;76.41;79.42;82.18;84.66;86.88;88.84;90.54;92.03;93.30;94.39;95.31;96.09;96.75;97.30
SSP5;CAN;80.58;82.29;83.85;85.28;86.59;87.78;88.86;89.85;90.76;91.58;92.33;93.01;93.63;94.20;94.72;95.18;95.61;96.00;96.36
SSP5;CAF;38.94;43.38;47.77;52.06;56.18;60.09;63.75;67.15;70.29;73.16;75.79;78.17;80.34;82.29;84.05;85.64;87.08;88.37;89.53
SSP5;TCD;27.63;32.55;37.70;42.93;48.10;53.09;57.82;62.22;66.26;69.93;73.24;76.21;78.86;81.22;83.32;85.18;86.83;88.29;89.59
SSP5;CHL;89.00;90.24;91.35;92.34;93.23;94.02;94.73;95.35;95.91;96.40;96.83;97.22;97.55;97.85;98.11;98.35;98.55;98.73;98.88
SSP5;CHN;46.96;53.02;58.59;63.59;68.01;71.89;75.26;78.19;80.73;82.95;84.87;86.55;88.03;89.32;90.45;91.46;92.34;93.13;93.83
SSP5;COL;75.07;79.27;82.34;84.66;86.47;87.91;89.08;90.05;90.87;91.56;92.16;92.68;93.14;93.54;93.90;94.22;94.51;94.77;95.01
SSP5;COG;62.12;66.32;69.98;73.16;75.92;78.31;80.40;82.23;83.84;85.26;86.51;87.63;88.63;89.53;90.34;91.07;91.72;92.32;92.87
SSP5;CRI;64.42;68.98;72.76;75.91;78.54;80.76;82.65;84.27;85.66;86.88;87.94;88.88;89.72;90.46;91.12;91.72;92.26;92.75;93.20
SSP5;CIV;50.56;55.10;59.41;63.45;67.19;70.62;73.74;76.57;79.12;81.40;83.45;85.28;86.91;88.36;89.65;90.80;91.82;92.73;93.54
SSP5;HRV;57.74;61.68;65.44;68.99;72.30;75.36;78.17;80.72;83.02;85.09;86.94;88.58;90.03;91.32;92.44;93.43;94.30;95.06;95.71
