regnum,ISO,NAME,tslice,rcp,ssp,year,stat,data,value
34,CMR,Cameroon,future,rcp26,SSP1,2020,mean,CDD,1402
34,CMR,Cameroon,future,rcp26,SSP1,2020,PopWeightAv,CDD,1391
35,COD,Dem. Rep. of the Congo,future,rcp26,SSP1,2020,mean,CDD,1293
35,COD,Dem. Rep. of the Congo,future,rcp26,SSP1,2020,PopWeightAv,CDD,1133
36,COG,Congo,future,rcp26,SSP1,2020,mean,CDD,1401
36,COG,Congo,future,rcp26,SSP1,2020,PopWeightAv,CDD,1528
37,COL,Colombia,future,rcp26,SSP1,2020,mean,CDD,1530
37,COL,Colombia,future,rcp26,SSP1,2020,PopWeightAv,CDD,1087
38,COM,Comoros,future,rcp26,SSP1,2020,mean,CDD,1092
38,COM,Comoros,future,rcp26,SSP1,2020,PopWeightAv,CDD,1092
39,CPV,Cape Verde,future,rcp26,SSP1,2020,mean,CDD,nan
39,CPV,Cape Verde,future,rcp26,SSP1,2020,PopWeightAv,CDD,nan
40,CRI,Costa Rica,future,rcp26,SSP1,2020,mean,CDD,1418
40,CRI,Costa Rica,future,rcp26,SSP1,2020,PopWeightAv,CDD,1085
41,CUB,Cuba,future,rcp26,SSP1,2020,mean,CDD,1637
41,CUB,Cuba,future,rcp26,SSP1,2020,PopWeightAv,CDD,1625
42,CYP,Cyprus,future,rcp26,SSP1,2020,mean,CDD,720
42,CYP,Cyprus,future,rcp26,SSP1,2020,PopWeightAv,CDD,775
43,CZE,Czech Republic,future,rcp26,SSP1,2020,mean,CDD,55
43,CZE,Czech Republic,future,rcp26,SSP1,2020,PopWeightAv,CDD,60
44,DEU,Germany,future,rcp26,SSP1,2020,mean,CDD,49
44,DEU,Germany,future,rcp26,SSP1,2020,PopWeightAv,CDD,55
45,DJI,Djibouti,future,rcp26,SSP1,2020,mean,CDD,2600
45,DJI,Djibouti,future,rcp26,SSP1,2020,PopWeightAv,CDD,2490
46,DNK,Denmark,future,rcp26,SSP1,2020,mean,CDD,11
46,DNK,Denmark,future,rcp26,SSP1,2020,PopWeightAv,CDD,10
47,DOM,Dominican Republic,future,rcp26,SSP1,2020,mean,CDD,1261
47,DOM,Dominican Republic,future,rcp26,SSP1,2020,PopWeightAv,CDD,1239
48,DZA,Algeria,future,rcp26,SSP1,2020,mean,CDD,1912
48,DZA,Algeria,future,rcp26,SSP1,2020,PopWeightAv,CDD,680
49,ECU,Ecuador,future,rcp26,SSP1,2020,mean,CDD,913
49,ECU,Ecuador,future,rcp26,SSP1,2020,PopWeightAv,CDD,1365
50,EGY,Egypt,future,rcp26,SSP1,2020,mean,CDD,1543
50,EGY,Egypt,future,rcp26,SSP1,2020,PopWeightAv,CDD,1112
51,ERI,Eritrea,future,rcp26,SSP1,2020,mean,CDD,2134
51,ERI,Eritrea,future,rcp26,SSP1,2020,PopWeightAv,CDD,1268
52,ESP,Spain,future,rcp26,SSP1,2020,mean,CDD,282
52,ESP,Spain,future,rcp26,SSP1,2020,PopWeightAv,CDD,323
53,EST,Estonia,future,rcp26,SSP1,2020,mean,CDD,22
53,EST,Estonia,future,rcp26,SSP1,2020,PopWeightAv,CDD,20
54,ETH,Ethiopia,future,rcp26,SSP1,2020,mean,CDD,1069
54,ETH,Ethiopia,future,rcp26,SSP1,2020,PopWeightAv,CDD,369
55,FIN,Finland,future,rcp26,SSP1,2020,mean,CDD,5
55,FIN,Finland,future,rcp26,SSP1,2020,PopWeightAv,CDD,8
56,FJI,Fiji,future,rcp26,SSP1,2020,mean,CDD,976
56,FJI,Fiji,future,rcp26,SSP1,2020,PopWeightAv,CDD,826
57,FRA,France,future,rcp26,SSP1,2020,mean,CDD,88
57,FRA,France,future,rcp26,SSP1,2020,PopWeightAv,CDD,100
58,GAB,Gabon,future,rcp26,SSP1,2020,mean,CDD,1544
58,GAB,Gabon,future,rcp26,SSP1,2020,PopWeightAv,CDD,1674
59,GBR,United Kingdom,future,rcp26,SSP1,2020,mean,CDD,2
59,GBR,United Kingdom,future,rcp26,SSP1,2020,PopWeightAv,CDD,5
60,GEO,Georgia,future,rcp26,SSP1,2020,mean,CDD,92
60,GEO,Georgia,future,rcp26,SSP1,2020,PopWeightAv,CDD,142
61,GHA,Ghana,future,rcp26,SSP1,2020,mean,CDD,2392
61,GHA,Ghana,future,rcp26,SSP1,2020,PopWeightAv,CDD,2310
62,GIN,Guinea,future,rcp26,SSP1,2020,mean,CDD,1802
62,GIN,Guinea,future,rcp26,SSP1,2020,PopWeightAv,CDD,1702
63,GMB,Gambia,future,rcp26,SSP1,2020,mean,CDD,2311
63,GMB,Gambia,future,rcp26,SSP1,2020,PopWeightAv,CDD,2186
64,GNB,Guinea-Bissau,future,rcp26,SSP1,2020,mean,CDD,2120
64,GNB,Guinea-Bissau,future,rcp26,SSP1,2020,PopWeightAv,CDD,2136
65,GNQ,Equatorial Guinea,future,rcp26,SSP1,2020,mean,CDD,1201
65,GNQ,Equatorial Guinea,future,rcp26,SSP1,2020,PopWeightAv,CDD,1179
66,GRC,Greece,future,rcp26,SSP1,2020,mean,CDD,321
66,GRC,Greece,future,rcp26,SSP1,2020,PopWeightAv,CDD,383
67,GTM,Guatemala,future,rcp26,SSP1,2020,mean,CDD,1288
67,GTM,Guatemala,future,rcp26,SSP1,2020,PopWeightAv,CDD,618
68,GUY,Guyana,future,rcp26,SSP1,2020,mean,CDD,1896
68,GUY,Guyana,future,rcp26,SSP1,2020,PopWeightAv,CDD,2086
69,HKG,"China, Hong Kong SAR",future,rcp26,SSP1,2020,mean,CDD,1324
69,HKG,"China, Hong Kong SAR",future,rcp26,SSP1,2020,PopWeightAv,CDD,1324
70,HND,Honduras,future,rcp26,SSP1,2020,mean,CDD,1203
70,HND,Honduras,future,rcp26,SSP1,2020,PopWeightAv,CDD,955
71,HRV,Croatia,future,rcp26,SSP1,2020,mean,CDD,190
71,HRV,Croatia,future,rcp26,SSP1,2020,PopWeightAv,CDD,209
72,HTI,Haiti,future,rcp26,SSP1,2020,mean,CDD,1380
72,HTI,Haiti,future,rcp26,SSP1,2020,PopWeightAv,CDD,1429
73,HUN,Hungary,future,rcp26,SSP1,2020,mean,CDD,189
73,HUN,Hungary,future,rcp26,SSP1,2020,PopWeightAv,CDD,181
74,IDN,Indonesia,future,rcp26,SSP1,2020,mean,CDD,1779
74,IDN,Indonesia,future,rcp26,SSP1,2020,PopWeightAv,CDD,1959
75,IND,India,future,rcp26,SSP1,2020,mean,CDD,1836
75,IND,India,future,rcp26,SSP1,2020,PopWeightAv,CDD,2022
76,IRL,Ireland,future,rcp26,SSP1,2020,mean,CDD,0
76,IRL,Ireland,future,rcp26,SSP1,2020,PopWeightAv,CDD,0
77,IRN,Iran (Islamic Republic of),future,rcp26,SSP1,2020,mean,CDD,1075
77,IRN,Iran (Islamic Republic of),future,rcp26,SSP1,2020,PopWeightAv,CDD,804
78,IRQ,Iraq,future,rcp26,SSP1,2020,mean,CDD,1906
78,IRQ,Iraq,future,rcp26,SSP1,2020,PopWeightAv,CDD,2018
79,ISL,Iceland,future,rcp26,SSP1,2020,mean,CDD,0
79,ISL,Iceland,future,rcp26,SSP1,2020,PopWeightAv,CDD,nan
80,ISR,Israel,future,rcp26,SSP1,2020,mean,CDD,847
80,ISR,Israel,future,rcp26,SSP1,2020,PopWeightAv,CDD,741
81,ITA,Italy,future,rcp26,SSP1,2020,mean,CDD,209
81,ITA,Italy,future,rcp26,SSP1,2020,PopWeightAv,CDD,238
82,JAM,Jamaica,future,rcp26,SSP1,2020,mean,CDD,1450
82,JAM,Jamaica,future,rcp26,SSP1,2020,PopWeightAv,CDD,1297
83,JOR,Jordan,future,rcp26,SSP1,2020,mean,CDD,897
83,JOR,Jordan,future,rcp26,SSP1,2020,PopWeightAv,CDD,732
84,JPN,Japan,future,rcp26,SSP1,2020,mean,CDD,215
84,JPN,Japan,future,rcp26,SSP1,2020,PopWeightAv,CDD,355
85,KAZ,Kazakhstan,future,rcp26,SSP1,2020,mean,CDD,306
85,KAZ,Kazakhstan,future,rcp26,SSP1,2020,PopWeightAv,CDD,244
86,KEN,Kenya,future,rcp26,SSP1,2020,mean,CDD,1573
86,KEN,Kenya,future,rcp26,SSP1,2020,PopWeightAv,CDD,472
87,KGZ,Kyrgyzstan,future,rcp26,SSP1,2020,mean,CDD,14
87,KGZ,Kyrgyzstan,future,rcp26,SSP1,2020,PopWeightAv,CDD,61
88,KHM,Cambodia,future,rcp26,SSP1,2020,mean,CDD,2334
88,KHM,Cambodia,future,rcp26,SSP1,2020,PopWeightAv,CDD,2482
89,KOR,Republic of Korea,future,rcp26,SSP1,2020,mean,CDD,235
89,KOR,Republic of Korea,future,rcp26,SSP1,2020,PopWeightAv,CDD,292
90,KWT,Kuwait,future,rcp26,SSP1,2020,mean,CDD,2635
90,KWT,Kuwait,future,rcp26,SSP1,2020,PopWeightAv,CDD,2693
91,LAO,Lao People's Dem. Republic,future,rcp26,SSP1,2020,mean,CDD,1320
91,LAO,Lao People's Dem. Republic,future,rcp26,SSP1,2020,PopWeightAv,CDD,1524
92,LBN,Lebanon,future,rcp26,SSP1,2020,mean,CDD,353
92,LBN,Lebanon,future,rcp26,SSP1,2020,PopWeightAv,CDD,334
93,LBR,Liberia,future,rcp26,SSP1,2020,mean,CDD,1607
93,LBR,Liberia,future,rcp26,SSP1,2020,PopWeightAv,CDD,1647
94,LBY,Libyan Arab Jamahiriya,future,rcp26,SSP1,2020,mean,CDD,1524
94,LBY,Libyan Arab Jamahiriya,future,rcp26,SSP1,2020,PopWeightAv,CDD,997
95,LCA,St. Lucia,future,rcp26,SSP1,2020,mean,CDD,nan
95,LCA,St. Lucia,future,rcp26,SSP1,2020,PopWeightAv,CDD,nan
96,LKA,Sri Lanka,future,rcp26,SSP1,2020,mean,CDD,2173
96,LKA,Sri Lanka,future,rcp26,SSP1,2020,PopWeightAv,CDD,1901
97,LSO,Lesotho,future,rcp26,SSP1,2020,mean,CDD,18
97,LSO,Lesotho,future,rcp26,SSP1,2020,PopWeightAv,CDD,34
98,LTU,Lithuania,future,rcp26,SSP1,2020,mean,CDD,47
98,LTU,Lithuania,future,rcp26,SSP1,2020,PopWeightAv,CDD,48
99,LUX,Luxembourg,future,rcp26,SSP1,2020,mean,CDD,55
99,LUX,Luxembourg,future,rcp26,SSP1,2020,PopWeightAv,CDD,55
100,LVA,Latvia,future,rcp26,SSP1,2020,mean,CDD,34
100,LVA,Latvia,future,rcp26,SSP1,2020,PopWeightAv,CDD,37
101,MAC,Macau,future,rcp26,SSP1,2020,mean,CDD,nan
101,MAC,Macau,future,rcp26,SSP1,2020,PopWeightAv,CDD,nan
102,MAR,Morocco,future,rcp26,SSP1,2020,mean,CDD,685
102,MAR,Morocco,future,rcp26,SSP1,2020,PopWeightAv,CDD,456
103,MDA,Republic of Moldova,future,rcp26,SSP1,2020,mean,CDD,182
103,MDA,Republic of Moldova,future,rcp26,SSP1,2020,PopWeightAv,CDD,180
104,MDG,Madagascar,future,rcp26,SSP1,2020,mean,CDD,803
104,MDG,Madagascar,future,rcp26,SSP1,2020,PopWeightAv,CDD,506
105,MDV,Maldives,future,rcp26,SSP1,2020,mean,CDD,0
105,MDV,Maldives,future,rcp26,SSP1,2020,PopWeightAv,CDD,nan
106,MEX,Mexico,future,rcp26,SSP1,2020,mean,CDD,884
106,MEX,Mexico,future,rcp26,SSP1,2020,PopWeightAv,CDD,693
107,MKD,TFYR Macedonia,future,rcp26,SSP1,2020,mean,CDD,161
107,MKD,TFYR Macedonia,future,rcp26,SSP1,2020,PopWeightAv,CDD,149
108,MLI,Mali,future,rcp26,SSP1,2020,mean,CDD,3035
108,MLI,Mali,future,rcp26,SSP1,2020,PopWeightAv,CDD,2799
109,MLT,Malta,future,rcp26,SSP1,2020,mean,CDD,nan
109,MLT,Malta,future,rcp26,SSP1,2020,PopWeightAv,CDD,nan
110,MMR,Myanmar,future,rcp26,SSP1,2020,mean,CDD,1244
110,MMR,Myanmar,future,rcp26,SSP1,2020,PopWeightAv,CDD,1852
111,MNE,Montenegro,future,rcp26,SSP1,2020,mean,CDD,82
111,MNE,Montenegro,future,rcp26,SSP1,2020,PopWeightAv,CDD,81
112,MNG,Mongolia,future,rcp26,SSP1,2020,mean,CDD,65
112,MNG,Mongolia,future,rcp26,SSP1,2020,PopWeightAv,CDD,37
113,MOZ,Mozambique,future,rcp26,SSP1,2020,mean,CDD,1247
113,MOZ,Mozambique,future,rcp26,SSP1,2020,PopWeightAv,CDD,1238
114,MRT,Mauritania,future,rcp26,SSP1,2020,mean,CDD,2848
114,MRT,Mauritania,future,rcp26,SSP1,2020,PopWeightAv,CDD,2865
115,MUS,Mauritius,future,rcp26,SSP1,2020,mean,CDD,878
115,MUS,Mauritius,future,rcp26,SSP1,2020,PopWeightAv,CDD,878
116,MWI,Malawi,future,rcp26,SSP1,2020,mean,CDD,775
116,MWI,Malawi,future,rcp26,SSP1,2020,PopWeightAv,CDD,748
117,MYS,Malaysia,future,rcp26,SSP1,2020,mean,CDD,1572
117,MYS,Malaysia,future,rcp26,SSP1,2020,PopWeightAv,CDD,1797
118,NAM,Namibia,future,rcp26,SSP1,2020,mean,CDD,682
118,NAM,Namibia,future,rcp26,SSP1,2020,PopWeightAv,CDD,797
119,NCL,New Caledonia,future,rcp26,SSP1,2020,mean,CDD,543
119,NCL,New Caledonia,future,rcp26,SSP1,2020,PopWeightAv,CDD,516
120,NER,Niger,future,rcp26,SSP1,2020,mean,CDD,2775
120,NER,Niger,future,rcp26,SSP1,2020,PopWeightAv,CDD,2979
121,NGA,Nigeria,future,rcp26,SSP1,2020,mean,CDD,2254
121,NGA,Nigeria,future,rcp26,SSP1,2020,PopWeightAv,CDD,2183
122,NIC,Nicaragua,future,rcp26,SSP1,2020,mean,CDD,1600
122,NIC,Nicaragua,future,rcp26,SSP1,2020,PopWeightAv,CDD,1676
123,NLD,Netherlands,future,rcp26,SSP1,2020,mean,CDD,15
123,NLD,Netherlands,future,rcp26,SSP1,2020,PopWeightAv,CDD,17
124,NOR,Norway,future,rcp26,SSP1,2020,mean,CDD,0
124,NOR,Norway,future,rcp26,SSP1,2020,PopWeightAv,CDD,3
125,NPL,Nepal,future,rcp26,SSP1,2020,mean,CDD,431
125,NPL,Nepal,future,rcp26,SSP1,2020,PopWeightAv,CDD,968
126,NZL,New Zealand,future,rcp26,SSP1,2020,mean,CDD,0
126,NZL,New Zealand,future,rcp26,SSP1,2020,PopWeightAv,CDD,2
127,OMN,Oman,future,rcp26,SSP1,2020,mean,CDD,1905
127,OMN,Oman,future,rcp26,SSP1,2020,PopWeightAv,CDD,1909
128,PAK,Pakistan,future,rcp26,SSP1,2020,mean,CDD,1560
128,PAK,Pakistan,future,rcp26,SSP1,2020,PopWeightAv,CDD,1963
129,PAN,Panama,future,rcp26,SSP1,2020,mean,CDD,1463
129,PAN,Panama,future,rcp26,SSP1,2020,PopWeightAv,CDD,1533
130,PER,Peru,future,rcp26,SSP1,2020,mean,CDD,898
130,PER,Peru,future,rcp26,SSP1,2020,PopWeightAv,CDD,531
131,PHL,Philippines,future,rcp26,SSP1,2020,mean,CDD,1632
131,PHL,Philippines,future,rcp26,SSP1,2020,PopWeightAv,CDD,1781
132,PNG,Papua New Guinea,future,rcp26,SSP1,2020,mean,CDD,1479
132,PNG,Papua New Guinea,future,rcp26,SSP1,2020,PopWeightAv,CDD,1074
133,POL,Poland,future,rcp26,SSP1,2020,mean,CDD,58
133,POL,Poland,future,rcp26,SSP1,2020,PopWeightAv,CDD,60
134,PRI,Puerto Rico,future,rcp26,SSP1,2020,mean,CDD,1185
134,PRI,Puerto Rico,future,rcp26,SSP1,2020,PopWeightAv,CDD,1097
135,PRT,Portugal,future,rcp26,SSP1,2020,mean,CDD,200
135,PRT,Portugal,future,rcp26,SSP1,2020,PopWeightAv,CDD,151
136,PRY,Paraguay,future,rcp26,SSP1,2020,mean,CDD,1351
136,PRY,Paraguay,future,rcp26,SSP1,2020,PopWeightAv,CDD,1039
137,PSE,Occupied Palestinian Terr.,future,rcp26,SSP1,2020,mean,CDD,713
137,PSE,Occupied Palestinian Terr.,future,rcp26,SSP1,2020,PopWeightAv,CDD,716
138,PYF,French Polynesia,future,rcp26,SSP1,2020,mean,CDD,155
138,PYF,French Polynesia,future,rcp26,SSP1,2020,PopWeightAv,CDD,310
139,QAT,Qatar,future,rcp26,SSP1,2020,mean,CDD,2761
139,QAT,Qatar,future,rcp26,SSP1,2020,PopWeightAv,CDD,2796
140,ROU,Romania,future,rcp26,SSP1,2020,mean,CDD,149
140,ROU,Romania,future,rcp26,SSP1,2020,PopWeightAv,CDD,177
141,RUS,Russian Federation,future,rcp26,SSP1,2020,mean,CDD,25
141,RUS,Russian Federation,future,rcp26,SSP1,2020,PopWeightAv,CDD,96
142,RWA,Rwanda,future,rcp26,SSP1,2020,mean,CDD,70
142,RWA,Rwanda,future,rcp26,SSP1,2020,PopWeightAv,CDD,57
143,SAU,Saudi Arabia,future,rcp26,SSP1,2020,mean,CDD,2182
143,SAU,Saudi Arabia,future,rcp26,SSP1,2020,PopWeightAv,CDD,2148
144,SDN,Sudan,future,rcp26,SSP1,2020,mean,CDD,2676
144,SDN,Sudan,future,rcp26,SSP1,2020,PopWeightAv,CDD,2910
145,SEN,Senegal,future,rcp26,SSP1,2020,mean,CDD,2639
145,SEN,Senegal,future,rcp26,SSP1,2020,PopWeightAv,CDD,2126
146,SGP,Singapore,future,rcp26,SSP1,2020,mean,CDD,nan
146,SGP,Singapore,future,rcp26,SSP1,2020,PopWeightAv,CDD,nan
147,SLB,Solomon Islands,future,rcp26,SSP1,2020,mean,CDD,1605
147,SLB,Solomon Islands,future,rcp26,SSP1,2020,PopWeightAv,CDD,1588
148,SLE,Sierra Leone,future,rcp26,SSP1,2020,mean,CDD,1933
148,SLE,Sierra Leone,future,rcp26,SSP1,2020,PopWeightAv,CDD,1950
149,SLV,El Salvador,future,rcp26,SSP1,2020,mean,CDD,1628
149,SLV,El Salvador,future,rcp26,SSP1,2020,PopWeightAv,CDD,1454
150,SOM,Somalia,future,rcp26,SSP1,2020,mean,CDD,2233
150,SOM,Somalia,future,rcp26,SSP1,2020,PopWeightAv,CDD,2276
151,SRB,Serbia,future,rcp26,SSP1,2020,mean,CDD,216
151,SRB,Serbia,future,rcp26,SSP1,2020,PopWeightAv,CDD,215
152,STP,Sao Tome and Principe,future,rcp26,SSP1,2020,mean,CDD,nan
152,STP,Sao Tome and Principe,future,rcp26,SSP1,2020,PopWeightAv,CDD,nan
153,SUR,Suriname,future,rcp26,SSP1,2020,mean,CDD,1980
153,SUR,Suriname,future,rcp26,SSP1,2020,PopWeightAv,CDD,2144
154,SVK,Slovakia,future,rcp26,SSP1,2020,mean,CDD,68
154,SVK,Slovakia,future,rcp26,SSP1,2020,PopWeightAv,CDD,79
155,SVN,Slovenia,future,rcp26,SSP1,2020,mean,CDD,72
155,SVN,Slovenia,future,rcp26,SSP1,2020,PopWeightAv,CDD,99
156,SWE,Sweden,future,rcp26,SSP1,2020,mean,CDD,1
156,SWE,Sweden,future,rcp26,SSP1,2020,PopWeightAv,CDD,4
157,SWZ,Swaziland,future,rcp26,SSP1,2020,mean,CDD,588
157,SWZ,Swaziland,future,rcp26,SSP1,2020,PopWeightAv,CDD,528
158,SYR,Syrian Arab Republic,future,rcp26,SSP1,2020,mean,CDD,1035
158,SYR,Syrian Arab Republic,future,rcp26,SSP1,2020,PopWeightAv,CDD,976
159,TCD,Chad,future,rcp26,SSP1,2020,mean,CDD,2571
159,TCD,Chad,future,rcp26,SSP1,2020,PopWeightAv,CDD,2588
160,TGO,Togo,future,rcp26,SSP1,2020,mean,CDD,2222
160,TGO,Togo,future,rcp26,SSP1,2020,PopWeightAv,CDD,2206
161,THA,Thailand,future,rcp26,SSP1,2020,mean,CDD,2110
161,THA,Thailand,future,rcp26,SSP1,2020,PopWeightAv,CDD,2396
162,TJK,Tajikistan,future,rcp26,SSP1,2020,mean,CDD,132
162,TJK,Tajikistan,future,rcp26,SSP1,2020,PopWeightAv,CDD,373
163,TKM,Turkmenistan,future,rcp26,SSP1,2020,mean,CDD,950
163,TKM,Turkmenistan,future,rcp26,SSP1,2020,PopWeightAv,CDD,957
164,TLS,East Timor,future,rcp26,SSP1,2020,mean,CDD,1422
164,TLS,East Timor,future,rcp26,SSP1,2020,PopWeightAv,CDD,1395
165,TON,Tonga,future,rcp26,SSP1,2020,mean,CDD,nan
165,TON,Tonga,future,rcp26,SSP1,2020,PopWeightAv,CDD,nan
166,TTO,Trinidad and Tobago,future,rcp26,SSP1,2020,mean,CDD,1854
166,TTO,Trinidad and Tobago,future,rcp26,SSP1,2020,PopWeightAv,CDD,1857
167,TUN,Tunisia,future,rcp26,SSP1,2020,mean,CDD,1123
167,TUN,Tunisia,future,rcp26,SSP1,2020,PopWeightAv,CDD,842
168,TUR,Turkey,future,rcp26,SSP1,2020,mean,CDD,242
168,TUR,Turkey,future,rcp26,SSP1,2020,PopWeightAv,CDD,297
169,TWN,Taiwan,future,rcp26,SSP1,2020,mean,CDD,557
169,TWN,Taiwan,future,rcp26,SSP1,2020,PopWeightAv,CDD,749
170,TZA,United Republic of Tanzania,future,rcp26,SSP1,2020,mean,CDD,738
170,TZA,United Republic of Tanzania,future,rcp26,SSP1,2020,PopWeightAv,CDD,694
171,UGA,Uganda,future,rcp26,SSP1,2020,mean,CDD,849
171,UGA,Uganda,future,rcp26,SSP1,2020,PopWeightAv,CDD,699
172,UKR,Ukraine,future,rcp26,SSP1,2020,mean,CDD,139
172,UKR,Ukraine,future,rcp26,SSP1,2020,PopWeightAv,CDD,147
173,URY,Uruguay,future,rcp26,SSP1,2020,mean,CDD,273
173,URY,Uruguay,future,rcp26,SSP1,2020,PopWeightAv,CDD,177
174,USA,United States of America,future,rcp26,SSP1,2020,mean,CDD,270
174,USA,United States of America,future,rcp26,SSP1,2020,PopWeightAv,CDD,443
175,UZB,Uzbekistan,future,rcp26,SSP1,2020,mean,CDD,703
175,UZB,Uzbekistan,future,rcp26,SSP1,2020,PopWeightAv,CDD,618
176,VCT,Saint Vincent and the Grenadines,future,rcp26,SSP1,2020,mean,CDD,2309
176,VCT,Saint Vincent and the Grenadines,future,rcp26,SSP1,2020,PopWeightAv,CDD,2309
177,VEN,Venezuela,future,rcp26,SSP1,2020,mean,CDD,1738
177,VEN,Venezuela,future,rcp26,SSP1,2020,PopWeightAv,CDD,1563
178,VNM,Viet Nam,future,rcp26,SSP1,2020,mean,CDD,1575
