regnum,ISO,NAME,tslice,rcp,ssp,year,stat,data,value
34,CMR,Cameroon,future,rcp26,SSP1,2020,mean,CDD,2853
34,CMR,Cameroon,future,rcp26,SSP1,2020,PopWeightAv,CDD,2816
35,COD,Dem. Rep. of the Congo,future,rcp26,SSP1,2020,mean,CDD,2718
35,COD,Dem. Rep. of the Congo,future,rcp26,SSP1,2020,PopWeightAv,CDD,2475
36,COG,Congo,future,rcp26,SSP1,2020,mean,CDD,2863
36,COG,Congo,future,rcp26,SSP1,2020,PopWeightAv,CDD,2989
37,COL,Colombia,future,rcp26,SSP1,2020,mean,CDD,2828
37,COL,Colombia,future,rcp26,SSP1,2020,PopWeightAv,CDD,1862
38,COM,Comoros,future,rcp26,SSP1,2020,mean,CDD,2555
38,COM,Comoros,future,rcp26,SSP1,2020,PopWeightAv,CDD,2555
39,CPV,Cape Verde,future,rcp26,SSP1,2020,mean,CDD,nan
39,CPV,Cape Verde,future,rcp26,SSP1,2020,PopWeightAv,CDD,nan
40,CRI,Costa Rica,future,rcp26,SSP1,2020,mean,CDD,2812
40,CRI,Costa Rica,future,rcp26,SSP1,2020,PopWeightAv,CDD,2414
41,CUB,Cuba,future,rcp26,SSP1,2020,mean,CDD,3069
41,CUB,Cuba,future,rcp26,SSP1,2020,PopWeightAv,CDD,3058
42,CYP,Cyprus,future,rcp26,SSP1,2020,mean,CDD,1440
42,CYP,Cyprus,future,rcp26,SSP1,2020,PopWeightAv,CDD,1505
43,CZE,Czech Republic,future,rcp26,SSP1,2020,mean,CDD,232
43,CZE,Czech Republic,future,rcp26,SSP1,2020,PopWeightAv,CDD,244
44,DEU,Germany,future,rcp26,SSP1,2020,mean,CDD,216
44,DEU,Germany,future,rcp26,SSP1,2020,PopWeightAv,CDD,233
45,DJI,Djibouti,future,rcp26,SSP1,2020,mean,CDD,4061
45,DJI,Djibouti,future,rcp26,SSP1,2020,PopWeightAv,CDD,3951
46,DNK,Denmark,future,rcp26,SSP1,2020,mean,CDD,81
46,DNK,Denmark,future,rcp26,SSP1,2020,PopWeightAv,CDD,84
47,DOM,Dominican Republic,future,rcp26,SSP1,2020,mean,CDD,2642
47,DOM,Dominican Republic,future,rcp26,SSP1,2020,PopWeightAv,CDD,2651
48,DZA,Algeria,future,rcp26,SSP1,2020,mean,CDD,2868
48,DZA,Algeria,future,rcp26,SSP1,2020,PopWeightAv,CDD,1301
49,ECU,Ecuador,future,rcp26,SSP1,2020,mean,CDD,1958
49,ECU,Ecuador,future,rcp26,SSP1,2020,PopWeightAv,CDD,2294
50,EGY,Egypt,future,rcp26,SSP1,2020,mean,CDD,2516
50,EGY,Egypt,future,rcp26,SSP1,2020,PopWeightAv,CDD,2027
51,ERI,Eritrea,future,rcp26,SSP1,2020,mean,CDD,3499
51,ERI,Eritrea,future,rcp26,SSP1,2020,PopWeightAv,CDD,2522
52,ESP,Spain,future,rcp26,SSP1,2020,mean,CDD,687
52,ESP,Spain,future,rcp26,SSP1,2020,PopWeightAv,CDD,767
53,EST,Estonia,future,rcp26,SSP1,2020,mean,CDD,132
53,EST,Estonia,future,rcp26,SSP1,2020,PopWeightAv,CDD,127
54,ETH,Ethiopia,future,rcp26,SSP1,2020,mean,CDD,2205
54,ETH,Ethiopia,future,rcp26,SSP1,2020,PopWeightAv,CDD,1083
55,FIN,Finland,future,rcp26,SSP1,2020,mean,CDD,53
55,FIN,Finland,future,rcp26,SSP1,2020,PopWeightAv,CDD,81
56,FJI,Fiji,future,rcp26,SSP1,2020,mean,CDD,2415
56,FJI,Fiji,future,rcp26,SSP1,2020,PopWeightAv,CDD,2250
57,FRA,France,future,rcp26,SSP1,2020,mean,CDD,320
57,FRA,France,future,rcp26,SSP1,2020,PopWeightAv,CDD,354
58,GAB,Gabon,future,rcp26,SSP1,2020,mean,CDD,3005
58,GAB,Gabon,future,rcp26,SSP1,2020,PopWeightAv,CDD,3135
59,GBR,United Kingdom,future,rcp26,SSP1,2020,mean,CDD,39
59,GBR,United Kingdom,future,rcp26,SSP1,2020,PopWeightAv,CDD,66
60,GEO,Georgia,future,rcp26,SSP1,2020,mean,CDD,318
60,GEO,Georgia,future,rcp26,SSP1,2020,PopWeightAv,CDD,471
61,GHA,Ghana,future,rcp26,SSP1,2020,mean,CDD,3853
61,GHA,Ghana,future,rcp26,SSP1,2020,PopWeightAv,CDD,3771
62,GIN,Guinea,future,rcp26,SSP1,2020,mean,CDD,3262
62,GIN,Guinea,future,rcp26,SSP1,2020,PopWeightAv,CDD,3163
63,GMB,Gambia,future,rcp26,SSP1,2020,mean,CDD,3771
63,GMB,Gambia,future,rcp26,SSP1,2020,PopWeightAv,CDD,3646
64,GNB,Guinea-Bissau,future,rcp26,SSP1,2020,mean,CDD,3581
64,GNB,Guinea-Bissau,future,rcp26,SSP1,2020,PopWeightAv,CDD,3596
65,GNQ,Equatorial Guinea,future,rcp26,SSP1,2020,mean,CDD,2662
65,GNQ,Equatorial Guinea,future,rcp26,SSP1,2020,PopWeightAv,CDD,2641
66,GRC,Greece,future,rcp26,SSP1,2020,mean,CDD,781
66,GRC,Greece,future,rcp26,SSP1,2020,PopWeightAv,CDD,875
67,GTM,Guatemala,future,rcp26,SSP1,2020,mean,CDD,2540
67,GTM,Guatemala,future,rcp26,SSP1,2020,PopWeightAv,CDD,1620
68,GUY,Guyana,future,rcp26,SSP1,2020,mean,CDD,3353
68,GUY,Guyana,future,rcp26,SSP1,2020,PopWeightAv,CDD,3546
69,HKG,"China, Hong Kong SAR",future,rcp26,SSP1,2020,mean,CDD,2467
69,HKG,"China, Hong Kong SAR",future,rcp26,SSP1,2020,PopWeightAv,CDD,2467
70,HND,Honduras,future,rcp26,SSP1,2020,mean,CDD,2599
70,HND,Honduras,future,rcp26,SSP1,2020,PopWeightAv,CDD,2307
71,HRV,Croatia,future,rcp26,SSP1,2020,mean,CDD,535
71,HRV,Croatia,future,rcp26,SSP1,2020,PopWeightAv,CDD,575
72,HTI,Haiti,future,rcp26,SSP1,2020,mean,CDD,2836
72,HTI,Haiti,future,rcp26,SSP1,2020,PopWeightAv,CDD,2887
73,HUN,Hungary,future,rcp26,SSP1,2020,mean,CDD,530
73,HUN,Hungary,future,rcp26,SSP1,2020,PopWeightAv,CDD,516
74,IDN,Indonesia,future,rcp26,SSP1,2020,mean,CDD,3225
74,IDN,Indonesia,future,rcp26,SSP1,2020,PopWeightAv,CDD,3419
75,IND,India,future,rcp26,SSP1,2020,mean,CDD,3029
75,IND,India,future,rcp26,SSP1,2020,PopWeightAv,CDD,3295
76,IRL,Ireland,future,rcp26,SSP1,2020,mean,CDD,16
76,IRL,Ireland,future,rcp26,SSP1,2020,PopWeightAv,CDD,19
77,IRN,Iran (Islamic Republic of),future,rcp26,SSP1,2020,mean,CDD,1791
77,IRN,Iran (Islamic Republic of),future,rcp26,SSP1,2020,PopWeightAv,CDD,1420
78,IRQ,Iraq,future,rcp26,SSP1,2020,mean,CDD,2785
78,IRQ,Iraq,future,rcp26,SSP1,2020,PopWeightAv,CDD,2911
79,ISL,Iceland,future,rcp26,SSP1,2020,mean,CDD,0
79,ISL,Iceland,future,rcp26,SSP1,2020,PopWeightAv,CDD,0
80,ISR,Israel,future,rcp26,SSP1,2020,mean,CDD,1655
80,ISR,Israel,future,rcp26,SSP1,2020,PopWeightAv,CDD,1530
81,ITA,Italy,future,rcp26,SSP1,2020,mean,CDD,580
81,ITA,Italy,future,rcp26,SSP1,2020,PopWeightAv,CDD,649
82,JAM,Jamaica,future,rcp26,SSP1,2020,mean,CDD,2908
82,JAM,Jamaica,future,rcp26,SSP1,2020,PopWeightAv,CDD,2754
83,JOR,Jordan,future,rcp26,SSP1,2020,mean,CDD,1663
83,JOR,Jordan,future,rcp26,SSP1,2020,PopWeightAv,CDD,1481
84,JPN,Japan,future,rcp26,SSP1,2020,mean,CDD,585
84,JPN,Japan,future,rcp26,SSP1,2020,PopWeightAv,CDD,845
85,KAZ,Kazakhstan,future,rcp26,SSP1,2020,mean,CDD,686
85,KAZ,Kazakhstan,future,rcp26,SSP1,2020,PopWeightAv,CDD,595
86,KEN,Kenya,future,rcp26,SSP1,2020,mean,CDD,2873
86,KEN,Kenya,future,rcp26,SSP1,2020,PopWeightAv,CDD,1378
87,KGZ,Kyrgyzstan,future,rcp26,SSP1,2020,mean,CDD,75
87,KGZ,Kyrgyzstan,future,rcp26,SSP1,2020,PopWeightAv,CDD,224
88,KHM,Cambodia,future,rcp26,SSP1,2020,mean,CDD,3794
88,KHM,Cambodia,future,rcp26,SSP1,2020,PopWeightAv,CDD,3943
89,KOR,Republic of Korea,future,rcp26,SSP1,2020,mean,CDD,657
89,KOR,Republic of Korea,future,rcp26,SSP1,2020,PopWeightAv,CDD,757
90,KWT,Kuwait,future,rcp26,SSP1,2020,mean,CDD,3675
90,KWT,Kuwait,future,rcp26,SSP1,2020,PopWeightAv,CDD,3743
91,LAO,Lao People's Dem. Republic,future,rcp26,SSP1,2020,mean,CDD,2608
91,LAO,Lao People's Dem. Republic,future,rcp26,SSP1,2020,PopWeightAv,CDD,2848
92,LBN,Lebanon,future,rcp26,SSP1,2020,mean,CDD,942
92,LBN,Lebanon,future,rcp26,SSP1,2020,PopWeightAv,CDD,931
93,LBR,Liberia,future,rcp26,SSP1,2020,mean,CDD,3068
93,LBR,Liberia,future,rcp26,SSP1,2020,PopWeightAv,CDD,3108
94,LBY,Libyan Arab Jamahiriya,future,rcp26,SSP1,2020,mean,CDD,2470
94,LBY,Libyan Arab Jamahiriya,future,rcp26,SSP1,2020,PopWeightAv,CDD,1836
95,LCA,St. Lucia,future,rcp26,SSP1,2020,mean,CDD,nan
95,LCA,St. Lucia,future,rcp26,SSP1,2020,PopWeightAv,CDD,nan
96,LKA,Sri Lanka,future,rcp26,SSP1,2020,mean,CDD,3634
96,LKA,Sri Lanka,future,rcp26,SSP1,2020,PopWeightAv,CDD,3362
97,LSO,Lesotho,future,rcp26,SSP1,2020,mean,CDD,180
97,LSO,Lesotho,future,rcp26,SSP1,2020,PopWeightAv,CDD,204
98,LTU,Lithuania,future,rcp26,SSP1,2020,mean,CDD,198
98,LTU,Lithuania,future,rcp26,SSP1,2020,PopWeightAv,CDD,201
99,LUX,Luxembourg,future,rcp26,SSP1,2020,mean,CDD,233
99,LUX,Luxembourg,future,rcp26,SSP1,2020,PopWeightAv,CDD,233
100,LVA,Latvia,future,rcp26,SSP1,2020,mean,CDD,162
100,LVA,Latvia,future,rcp26,SSP1,2020,PopWeightAv,CDD,170
101,MAC,Macau,future,rcp26,SSP1,2020,mean,CDD,nan
101,MAC,Macau,future,rcp26,SSP1,2020,PopWeightAv,CDD,nan
102,MAR,Morocco,future,rcp26,SSP1,2020,mean,CDD,1353
102,MAR,Morocco,future,rcp26,SSP1,2020,PopWeightAv,CDD,1073
103,MDA,Republic of Moldova,future,rcp26,SSP1,2020,mean,CDD,533
103,MDA,Republic of Moldova,future,rcp26,SSP1,2020,PopWeightAv,CDD,531
104,MDG,Madagascar,future,rcp26,SSP1,2020,mean,CDD,2002
104,MDG,Madagascar,future,rcp26,SSP1,2020,PopWeightAv,CDD,1522
105,MDV,Maldives,future,rcp26,SSP1,2020,mean,CDD,0
105,MDV,Maldives,future,rcp26,SSP1,2020,PopWeightAv,CDD,nan
106,MEX,Mexico,future,rcp26,SSP1,2020,mean,CDD,1817
106,MEX,Mexico,future,rcp26,SSP1,2020,PopWeightAv,CDD,1237
107,MKD,TFYR Macedonia,future,rcp26,SSP1,2020,mean,CDD,469
107,MKD,TFYR Macedonia,future,rcp26,SSP1,2020,PopWeightAv,CDD,443
108,MLI,Mali,future,rcp26,SSP1,2020,mean,CDD,4427
108,MLI,Mali,future,rcp26,SSP1,2020,PopWeightAv,CDD,4253
109,MLT,Malta,future,rcp26,SSP1,2020,mean,CDD,nan
109,MLT,Malta,future,rcp26,SSP1,2020,PopWeightAv,CDD,nan
110,MMR,Myanmar,future,rcp26,SSP1,2020,mean,CDD,2437
110,MMR,Myanmar,future,rcp26,SSP1,2020,PopWeightAv,CDD,3226
111,MNE,Montenegro,future,rcp26,SSP1,2020,mean,CDD,288
111,MNE,Montenegro,future,rcp26,SSP1,2020,PopWeightAv,CDD,286
112,MNG,Mongolia,future,rcp26,SSP1,2020,mean,CDD,212
112,MNG,Mongolia,future,rcp26,SSP1,2020,PopWeightAv,CDD,135
113,MOZ,Mozambique,future,rcp26,SSP1,2020,mean,CDD,2597
113,MOZ,Mozambique,future,rcp26,SSP1,2020,PopWeightAv,CDD,2584
114,MRT,Mauritania,future,rcp26,SSP1,2020,mean,CDD,4204
114,MRT,Mauritania,future,rcp26,SSP1,2020,PopWeightAv,CDD,4300
115,MUS,Mauritius,future,rcp26,SSP1,2020,mean,CDD,2296
115,MUS,Mauritius,future,rcp26,SSP1,2020,PopWeightAv,CDD,2296
116,MWI,Malawi,future,rcp26,SSP1,2020,mean,CDD,1987
116,MWI,Malawi,future,rcp26,SSP1,2020,PopWeightAv,CDD,1945
117,MYS,Malaysia,future,rcp26,SSP1,2020,mean,CDD,3019
117,MYS,Malaysia,future,rcp26,SSP1,2020,PopWeightAv,CDD,3258
118,NAM,Namibia,future,rcp26,SSP1,2020,mean,CDD,1568
118,NAM,Namibia,future,rcp26,SSP1,2020,PopWeightAv,CDD,1809
119,NCL,New Caledonia,future,rcp26,SSP1,2020,mean,CDD,1723
119,NCL,New Caledonia,future,rcp26,SSP1,2020,PopWeightAv,CDD,1684
120,NER,Niger,future,rcp26,SSP1,2020,mean,CDD,4089
120,NER,Niger,future,rcp26,SSP1,2020,PopWeightAv,CDD,4423
121,NGA,Nigeria,future,rcp26,SSP1,2020,mean,CDD,3708
121,NGA,Nigeria,future,rcp26,SSP1,2020,PopWeightAv,CDD,3638
122,NIC,Nicaragua,future,rcp26,SSP1,2020,mean,CDD,3050
122,NIC,Nicaragua,future,rcp26,SSP1,2020,PopWeightAv,CDD,3121
123,NLD,Netherlands,future,rcp26,SSP1,2020,mean,CDD,112
123,NLD,Netherlands,future,rcp26,SSP1,2020,PopWeightAv,CDD,125
124,NOR,Norway,future,rcp26,SSP1,2020,mean,CDD,12
124,NOR,Norway,future,rcp26,SSP1,2020,PopWeightAv,CDD,41
125,NPL,Nepal,future,rcp26,SSP1,2020,mean,CDD,913
125,NPL,Nepal,future,rcp26,SSP1,2020,PopWeightAv,CDD,1821
126,NZL,New Zealand,future,rcp26,SSP1,2020,mean,CDD,37
126,NZL,New Zealand,future,rcp26,SSP1,2020,PopWeightAv,CDD,111
127,OMN,Oman,future,rcp26,SSP1,2020,mean,CDD,3287
127,OMN,Oman,future,rcp26,SSP1,2020,PopWeightAv,CDD,3193
128,PAK,Pakistan,future,rcp26,SSP1,2020,mean,CDD,2419
128,PAK,Pakistan,future,rcp26,SSP1,2020,PopWeightAv,CDD,2896
129,PAN,Panama,future,rcp26,SSP1,2020,mean,CDD,2904
129,PAN,Panama,future,rcp26,SSP1,2020,PopWeightAv,CDD,2985
130,PER,Peru,future,rcp26,SSP1,2020,mean,CDD,1793
130,PER,Peru,future,rcp26,SSP1,2020,PopWeightAv,CDD,1178
131,PHL,Philippines,future,rcp26,SSP1,2020,mean,CDD,3049
131,PHL,Philippines,future,rcp26,SSP1,2020,PopWeightAv,CDD,3236
132,PNG,Papua New Guinea,future,rcp26,SSP1,2020,mean,CDD,2913
132,PNG,Papua New Guinea,future,rcp26,SSP1,2020,PopWeightAv,CDD,2480
133,POL,Poland,future,rcp26,SSP1,2020,mean,CDD,235
133,POL,Poland,future,rcp26,SSP1,2020,PopWeightAv,CDD,239
134,PRI,Puerto Rico,future,rcp26,SSP1,2020,mean,CDD,2646
134,PRI,Puerto Rico,future,rcp26,SSP1,2020,PopWeightAv,CDD,2559
135,PRT,Portugal,future,rcp26,SSP1,2020,mean,CDD,637
135,PRT,Portugal,future,rcp26,SSP1,2020,PopWeightAv,CDD,583
136,PRY,Paraguay,future,rcp26,SSP1,2020,mean,CDD,2484
136,PRY,Paraguay,future,rcp26,SSP1,2020,PopWeightAv,CDD,2107
137,PSE,Occupied Palestinian Terr.,future,rcp26,SSP1,2020,mean,CDD,1495
137,PSE,Occupied Palestinian Terr.,future,rcp26,SSP1,2020,PopWeightAv,CDD,1499
138,PYF,French Polynesia,future,rcp26,SSP1,2020,mean,CDD,810
138,PYF,French Polynesia,future,rcp26,SSP1,2020,PopWeightAv,CDD,1621
139,QAT,Qatar,future,rcp26,SSP1,2020,mean,CDD,4023
139,QAT,Qatar,future,rcp26,SSP1,2020,PopWeightAv,CDD,4060
140,ROU,Romania,future,rcp26,SSP1,2020,mean,CDD,439
140,ROU,Romania,future,rcp26,SSP1,2020,PopWeightAv,CDD,502
141,RUS,Russian Federation,future,rcp26,SSP1,2020,mean,CDD,102
141,RUS,Russian Federation,future,rcp26,SSP1,2020,PopWeightAv,CDD,310
142,RWA,Rwanda,future,rcp26,SSP1,2020,mean,CDD,941
142,RWA,Rwanda,future,rcp26,SSP1,2020,PopWeightAv,CDD,859
143,SAU,Saudi Arabia,future,rcp26,SSP1,2020,mean,CDD,3337
143,SAU,Saudi Arabia,future,rcp26,SSP1,2020,PopWeightAv,CDD,3336
144,SDN,Sudan,future,rcp26,SSP1,2020,mean,CDD,4037
144,SDN,Sudan,future,rcp26,SSP1,2020,PopWeightAv,CDD,4340
145,SEN,Senegal,future,rcp26,SSP1,2020,mean,CDD,4097
145,SEN,Senegal,future,rcp26,SSP1,2020,PopWeightAv,CDD,3578
146,SGP,Singapore,future,rcp26,SSP1,2020,mean,CDD,nan
146,SGP,Singapore,future,rcp26,SSP1,2020,PopWeightAv,CDD,nan
147,SLB,Solomon Islands,future,rcp26,SSP1,2020,mean,CDD,3066
147,SLB,Solomon Islands,future,rcp26,SSP1,2020,PopWeightAv,CDD,3049
148,SLE,Sierra Leone,future,rcp26,SSP1,2020,mean,CDD,3394
148,SLE,Sierra Leone,future,rcp26,SSP1,2020,PopWeightAv,CDD,3411
149,SLV,El Salvador,future,rcp26,SSP1,2020,mean,CDD,3082
149,SLV,El Salvador,future,rcp26,SSP1,2020,PopWeightAv,CDD,2910
150,SOM,Somalia,future,rcp26,SSP1,2020,mean,CDD,3676
150,SOM,Somalia,future,rcp26,SSP1,2020,PopWeightAv,CDD,3725
151,SRB,Serbia,future,rcp26,SSP1,2020,mean,CDD,562
151,SRB,Serbia,future,rcp26,SSP1,2020,PopWeightAv,CDD,561
152,STP,Sao Tome and Principe,future,rcp26,SSP1,2020,mean,CDD,nan
152,STP,Sao Tome and Principe,future,rcp26,SSP1,2020,PopWeightAv,CDD,nan
153,SUR,Suriname,future,rcp26,SSP1,2020,mean,CDD,3441
153,SUR,Suriname,future,rcp26,SSP1,2020,PopWeightAv,CDD,3605
154,SVK,Slovakia,future,rcp26,SSP1,2020,mean,CDD,253
154,SVK,Slovakia,future,rcp26,SSP1,2020,PopWeightAv,CDD,279
155,SVN,Slovenia,future,rcp26,SSP1,2020,mean,CDD,283
155,SVN,Slovenia,future,rcp26,SSP1,2020,PopWeightAv,CDD,356
156,SWE,Sweden,future,rcp26,SSP1,2020,mean,CDD,30
156,SWE,Sweden,future,rcp26,SSP1,2020,PopWeightAv,CDD,71
157,SWZ,Swaziland,future,rcp26,SSP1,2020,mean,CDD,1538
157,SWZ,Swaziland,future,rcp26,SSP1,2020,PopWeightAv,CDD,1444
158,SYR,Syrian Arab Republic,future,rcp26,SSP1,2020,mean,CDD,1754
158,SYR,Syrian Arab Republic,future,rcp26,SSP1,2020,PopWeightAv,CDD,1684
159,TCD,Chad,future,rcp26,SSP1,2020,mean,CDD,3916
159,TCD,Chad,future,rcp26,SSP1,2020,PopWeightAv,CDD,4039
160,TGO,Togo,future,rcp26,SSP1,2020,mean,CDD,3683
160,TGO,Togo,future,rcp26,SSP1,2020,PopWeightAv,CDD,3667
161,THA,Thailand,future,rcp26,SSP1,2020,mean,CDD,3547
161,THA,Thailand,future,rcp26,SSP1,2020,PopWeightAv,CDD,3842
162,TJK,Tajikistan,future,rcp26,SSP1,2020,mean,CDD,297
162,TJK,Tajikistan,future,rcp26,SSP1,2020,PopWeightAv,CDD,792
163,TKM,Turkmenistan,future,rcp26,SSP1,2020,mean,CDD,1593
163,TKM,Turkmenistan,future,rcp26,SSP1,2020,PopWeightAv,CDD,1606
164,TLS,East Timor,future,rcp26,SSP1,2020,mean,CDD,2883
164,TLS,East Timor,future,rcp26,SSP1,2020,PopWeightAv,CDD,2856
165,TON,Tonga,future,rcp26,SSP1,2020,mean,CDD,nan
165,TON,Tonga,future,rcp26,SSP1,2020,PopWeightAv,CDD,nan
166,TTO,Trinidad and Tobago,future,rcp26,SSP1,2020,mean,CDD,3315
166,TTO,Trinidad and Tobago,future,rcp26,SSP1,2020,PopWeightAv,CDD,3318
167,TUN,Tunisia,future,rcp26,SSP1,2020,mean,CDD,1911
167,TUN,Tunisia,future,rcp26,SSP1,2020,PopWeightAv,CDD,1565
168,TUR,Turkey,future,rcp26,SSP1,2020,mean,CDD,597
168,TUR,Turkey,future,rcp26,SSP1,2020,PopWeightAv,CDD,705
169,TWN,Taiwan,future,rcp26,SSP1,2020,mean,CDD,1383
169,TWN,Taiwan,future,rcp26,SSP1,2020,PopWeightAv,CDD,1649
170,TZA,United Republic of Tanzania,future,rcp26,SSP1,2020,mean,CDD,2073
170,TZA,United Republic of Tanzania,future,rcp26,SSP1,2020,PopWeightAv,CDD,2010
171,UGA,Uganda,future,rcp26,SSP1,2020,mean,CDD,2251
171,UGA,Uganda,future,rcp26,SSP1,2020,PopWeightAv,CDD,2051
172,UKR,Ukraine,future,rcp26,SSP1,2020,mean,CDD,440
172,UKR,Ukraine,future,rcp26,SSP1,2020,PopWeightAv,CDD,458
173,URY,Uruguay,future,rcp26,SSP1,2020,mean,CDD,855
173,URY,Uruguay,future,rcp26,SSP1,2020,PopWeightAv,CDD,673
174,USA,United States of America,future,rcp26,SSP1,2020,mean,CDD,596
174,USA,United States of America,future,rcp26,SSP1,2020,PopWeightAv,CDD,974
175,UZB,Uzbekistan,future,rcp26,SSP1,2020,mean,CDD,1268
175,UZB,Uzbekistan,future,rcp26,SSP1,2020,PopWeightAv,CDD,1185
176,VCT,Saint Vincent and the Grenadines,future,rcp26,SSP1,2020,mean,CDD,3770
176,VCT,Saint Vincent and the Grenadines,future,rcp26,SSP1,2020,PopWeightAv,CDD,3770
177,VEN,Venezuela,future,rcp26,SSP1,2020,mean,CDD,3170
177,VEN,Venezuela,future,rcp26,SSP1,2020,PopWeightAv,CDD,2994
