regnum,ISO,NAME,tslice,rcp,ssp,year,stat,data,value
34,CMR,Cameroon,future,rcp26,SSP1,2020,mean,CDD,2123
34,CMR,Cameroon,future,rcp26,SSP1,2020,PopWeightAv,CDD,2086
35,COD,Dem. Rep. of the Congo,future,rcp26,SSP1,2020,mean,CDD,1997
35,COD,Dem. Rep. of the Congo,future,rcp26,SSP1,2020,PopWeightAv,CDD,1782
36,COG,Congo,future,rcp26,SSP1,2020,mean,CDD,2132
36,COG,Congo,future,rcp26,SSP1,2020,PopWeightAv,CDD,2259
37,COL,Colombia,future,rcp26,SSP1,2020,mean,CDD,2161
37,COL,Colombia,future,rcp26,SSP1,2020,PopWeightAv,CDD,1609
38,COM,Comoros,future,rcp26,SSP1,2020,mean,CDD,1825
38,COM,Comoros,future,rcp26,SSP1,2020,PopWeightAv,CDD,1825
39,CPV,Cape Verde,future,rcp26,SSP1,2020,mean,CDD,nan
39,CPV,Cape Verde,future,rcp26,SSP1,2020,PopWeightAv,CDD,nan
40,CRI,Costa Rica,future,rcp26,SSP1,2020,mean,CDD,2097
40,CRI,Costa Rica,future,rcp26,SSP1,2020,PopWeightAv,CDD,1719
41,CUB,Cuba,future,rcp26,SSP1,2020,mean,CDD,2346
41,CUB,Cuba,future,rcp26,SSP1,2020,PopWeightAv,CDD,2334
42,CYP,Cyprus,future,rcp26,SSP1,2020,mean,CDD,1056
42,CYP,Cyprus,future,rcp26,SSP1,2020,PopWeightAv,CDD,1116
43,CZE,Czech Republic,future,rcp26,SSP1,2020,mean,CDD,122
43,CZE,Czech Republic,future,rcp26,SSP1,2020,PopWeightAv,CDD,130
44,DEU,Germany,future,rcp26,SSP1,2020,mean,CDD,110
44,DEU,Germany,future,rcp26,SSP1,2020,PopWeightAv,CDD,121
45,DJI,Djibouti,future,rcp26,SSP1,2020,mean,CDD,3331
45,DJI,Djibouti,future,rcp26,SSP1,2020,PopWeightAv,CDD,3221
46,DNK,Denmark,future,rcp26,SSP1,2020,mean,CDD,31
46,DNK,Denmark,future,rcp26,SSP1,2020,PopWeightAv,CDD,32
47,DOM,Dominican Republic,future,rcp26,SSP1,2020,mean,CDD,1931
47,DOM,Dominican Republic,future,rcp26,SSP1,2020,PopWeightAv,CDD,1932
48,DZA,Algeria,future,rcp26,SSP1,2020,mean,CDD,2366
48,DZA,Algeria,future,rcp26,SSP1,2020,PopWeightAv,CDD,965
49,ECU,Ecuador,future,rcp26,SSP1,2020,mean,CDD,1415
49,ECU,Ecuador,future,rcp26,SSP1,2020,PopWeightAv,CDD,2053
50,EGY,Egypt,future,rcp26,SSP1,2020,mean,CDD,2003
50,EGY,Egypt,future,rcp26,SSP1,2020,PopWeightAv,CDD,1540
51,ERI,Eritrea,future,rcp26,SSP1,2020,mean,CDD,2802
51,ERI,Eritrea,future,rcp26,SSP1,2020,PopWeightAv,CDD,1848
52,ESP,Spain,future,rcp26,SSP1,2020,mean,CDD,459
52,ESP,Spain,future,rcp26,SSP1,2020,PopWeightAv,CDD,517
53,EST,Estonia,future,rcp26,SSP1,2020,mean,CDD,60
53,EST,Estonia,future,rcp26,SSP1,2020,PopWeightAv,CDD,56
54,ETH,Ethiopia,future,rcp26,SSP1,2020,mean,CDD,1586
54,ETH,Ethiopia,future,rcp26,SSP1,2020,PopWeightAv,CDD,633
55,FIN,Finland,future,rcp26,SSP1,2020,mean,CDD,19
55,FIN,Finland,future,rcp26,SSP1,2020,PopWeightAv,CDD,30
56,FJI,Fiji,future,rcp26,SSP1,2020,mean,CDD,1684
56,FJI,Fiji,future,rcp26,SSP1,2020,PopWeightAv,CDD,1520
57,FRA,France,future,rcp26,SSP1,2020,mean,CDD,177
57,FRA,France,future,rcp26,SSP1,2020,PopWeightAv,CDD,199
58,GAB,Gabon,future,rcp26,SSP1,2020,mean,CDD,2275
58,GAB,Gabon,future,rcp26,SSP1,2020,PopWeightAv,CDD,2405
59,GBR,United Kingdom,future,rcp26,SSP1,2020,mean,CDD,11
59,GBR,United Kingdom,future,rcp26,SSP1,2020,PopWeightAv,CDD,21
60,GEO,Georgia,future,rcp26,SSP1,2020,mean,CDD,181
60,GEO,Georgia,future,rcp26,SSP1,2020,PopWeightAv,CDD,278
61,GHA,Ghana,future,rcp26,SSP1,2020,mean,CDD,3123
61,GHA,Ghana,future,rcp26,SSP1,2020,PopWeightAv,CDD,3040
62,GIN,Guinea,future,rcp26,SSP1,2020,mean,CDD,2532
62,GIN,Guinea,future,rcp26,SSP1,2020,PopWeightAv,CDD,2432
63,GMB,Gambia,future,rcp26,SSP1,2020,mean,CDD,3041
63,GMB,Gambia,future,rcp26,SSP1,2020,PopWeightAv,CDD,2915
64,GNB,Guinea-Bissau,future,rcp26,SSP1,2020,mean,CDD,2850
64,GNB,Guinea-Bissau,future,rcp26,SSP1,2020,PopWeightAv,CDD,2866
65,GNQ,Equatorial Guinea,future,rcp26,SSP1,2020,mean,CDD,1931
65,GNQ,Equatorial Guinea,future,rcp26,SSP1,2020,PopWeightAv,CDD,1910
66,GRC,Greece,future,rcp26,SSP1,2020,mean,CDD,526
66,GRC,Greece,future,rcp26,SSP1,2020,PopWeightAv,CDD,604
67,GTM,Guatemala,future,rcp26,SSP1,2020,mean,CDD,1882
67,GTM,Guatemala,future,rcp26,SSP1,2020,PopWeightAv,CDD,1050
68,GUY,Guyana,future,rcp26,SSP1,2020,mean,CDD,2623
68,GUY,Guyana,future,rcp26,SSP1,2020,PopWeightAv,CDD,2816
69,HKG,"China, Hong Kong SAR",future,rcp26,SSP1,2020,mean,CDD,1867
69,HKG,"China, Hong Kong SAR",future,rcp26,SSP1,2020,PopWeightAv,CDD,1867
70,HND,Honduras,future,rcp26,SSP1,2020,mean,CDD,1881
70,HND,Honduras,future,rcp26,SSP1,2020,PopWeightAv,CDD,1597
71,HRV,Croatia,future,rcp26,SSP1,2020,mean,CDD,335
71,HRV,Croatia,future,rcp26,SSP1,2020,PopWeightAv,CDD,365
72,HTI,Haiti,future,rcp26,SSP1,2020,mean,CDD,2106
72,HTI,Haiti,future,rcp26,SSP1,2020,PopWeightAv,CDD,2157
73,HUN,Hungary,future,rcp26,SSP1,2020,mean,CDD,332
73,HUN,Hungary,future,rcp26,SSP1,2020,PopWeightAv,CDD,321
74,IDN,Indonesia,future,rcp26,SSP1,2020,mean,CDD,2498
74,IDN,Indonesia,future,rcp26,SSP1,2020,PopWeightAv,CDD,2688
75,IND,India,future,rcp26,SSP1,2020,mean,CDD,2412
75,IND,India,future,rcp26,SSP1,2020,PopWeightAv,CDD,2639
76,IRL,Ireland,future,rcp26,SSP1,2020,mean,CDD,3
76,IRL,Ireland,future,rcp26,SSP1,2020,PopWeightAv,CDD,4
77,IRN,Iran (Islamic Republic of),future,rcp26,SSP1,2020,mean,CDD,1412
77,IRN,Iran (Islamic Republic of),future,rcp26,SSP1,2020,PopWeightAv,CDD,1091
78,IRQ,Iraq,future,rcp26,SSP1,2020,mean,CDD,2327
78,IRQ,Iraq,future,rcp26,SSP1,2020,PopWeightAv,CDD,2446
79,ISL,Iceland,future,rcp26,SSP1,2020,mean,CDD,0
79,ISL,Iceland,future,rcp26,SSP1,2020,PopWeightAv,CDD,nan
80,ISR,Israel,future,rcp26,SSP1,2020,mean,CDD,1225
80,ISR,Israel,future,rcp26,SSP1,2020,PopWeightAv,CDD,1110
81,ITA,Italy,future,rcp26,SSP1,2020,mean,CDD,369
81,ITA,Italy,future,rcp26,SSP1,2020,PopWeightAv,CDD,417
82,JAM,Jamaica,future,rcp26,SSP1,2020,mean,CDD,2178
82,JAM,Jamaica,future,rcp26,SSP1,2020,PopWeightAv,CDD,2024
83,JOR,Jordan,future,rcp26,SSP1,2020,mean,CDD,1259
83,JOR,Jordan,future,rcp26,SSP1,2020,PopWeightAv,CDD,1084
84,JPN,Japan,future,rcp26,SSP1,2020,mean,CDD,374
84,JPN,Japan,future,rcp26,SSP1,2020,PopWeightAv,CDD,573
85,KAZ,Kazakhstan,future,rcp26,SSP1,2020,mean,CDD,475
85,KAZ,Kazakhstan,future,rcp26,SSP1,2020,PopWeightAv,CDD,397
86,KEN,Kenya,future,rcp26,SSP1,2020,mean,CDD,2200
86,KEN,Kenya,future,rcp26,SSP1,2020,PopWeightAv,CDD,874
87,KGZ,Kyrgyzstan,future,rcp26,SSP1,2020,mean,CDD,35
87,KGZ,Kyrgyzstan,future,rcp26,SSP1,2020,PopWeightAv,CDD,123
88,KHM,Cambodia,future,rcp26,SSP1,2020,mean,CDD,3063
88,KHM,Cambodia,future,rcp26,SSP1,2020,PopWeightAv,CDD,3212
89,KOR,Republic of Korea,future,rcp26,SSP1,2020,mean,CDD,418
89,KOR,Republic of Korea,future,rcp26,SSP1,2020,PopWeightAv,CDD,498
90,KWT,Kuwait,future,rcp26,SSP1,2020,mean,CDD,3135
90,KWT,Kuwait,future,rcp26,SSP1,2020,PopWeightAv,CDD,3198
91,LAO,Lao People's Dem. Republic,future,rcp26,SSP1,2020,mean,CDD,1936
91,LAO,Lao People's Dem. Republic,future,rcp26,SSP1,2020,PopWeightAv,CDD,2163
92,LBN,Lebanon,future,rcp26,SSP1,2020,mean,CDD,617
92,LBN,Lebanon,future,rcp26,SSP1,2020,PopWeightAv,CDD,603
93,LBR,Liberia,future,rcp26,SSP1,2020,mean,CDD,2337
93,LBR,Liberia,future,rcp26,SSP1,2020,PopWeightAv,CDD,2377
94,LBY,Libyan Arab Jamahiriya,future,rcp26,SSP1,2020,mean,CDD,1972
94,LBY,Libyan Arab Jamahiriya,future,rcp26,SSP1,2020,PopWeightAv,CDD,1389
95,LCA,St. Lucia,future,rcp26,SSP1,2020,mean,CDD,nan
95,LCA,St. Lucia,future,rcp26,SSP1,2020,PopWeightAv,CDD,nan
96,LKA,Sri Lanka,future,rcp26,SSP1,2020,mean,CDD,2904
96,LKA,Sri Lanka,future,rcp26,SSP1,2020,PopWeightAv,CDD,2631
97,LSO,Lesotho,future,rcp26,SSP1,2020,mean,CDD,68
97,LSO,Lesotho,future,rcp26,SSP1,2020,PopWeightAv,CDD,81
98,LTU,Lithuania,future,rcp26,SSP1,2020,mean,CDD,102
98,LTU,Lithuania,future,rcp26,SSP1,2020,PopWeightAv,CDD,103
99,LUX,Luxembourg,future,rcp26,SSP1,2020,mean,CDD,121
99,LUX,Luxembourg,future,rcp26,SSP1,2020,PopWeightAv,CDD,121
100,LVA,Latvia,future,rcp26,SSP1,2020,mean,CDD,79
100,LVA,Latvia,future,rcp26,SSP1,2020,PopWeightAv,CDD,84
101,MAC,Macau,future,rcp26,SSP1,2020,mean,CDD,nan
101,MAC,Macau,future,rcp26,SSP1,2020,PopWeightAv,CDD,nan
102,MAR,Morocco,future,rcp26,SSP1,2020,mean,CDD,987
102,MAR,Morocco,future,rcp26,SSP1,2020,PopWeightAv,CDD,727
103,MDA,Republic of Moldova,future,rcp26,SSP1,2020,mean,CDD,331
103,MDA,Republic of Moldova,future,rcp26,SSP1,2020,PopWeightAv,CDD,329
104,MDG,Madagascar,future,rcp26,SSP1,2020,mean,CDD,1353
104,MDG,Madagascar,future,rcp26,SSP1,2020,PopWeightAv,CDD,948
105,MDV,Maldives,future,rcp26,SSP1,2020,mean,CDD,0
105,MDV,Maldives,future,rcp26,SSP1,2020,PopWeightAv,CDD,nan
106,MEX,Mexico,future,rcp26,SSP1,2020,mean,CDD,1310
106,MEX,Mexico,future,rcp26,SSP1,2020,PopWeightAv,CDD,851
107,MKD,TFYR Macedonia,future,rcp26,SSP1,2020,mean,CDD,291
107,MKD,TFYR Macedonia,future,rcp26,SSP1,2020,PopWeightAv,CDD,272
108,MLI,Mali,future,rcp26,SSP1,2020,mean,CDD,3717
108,MLI,Mali,future,rcp26,SSP1,2020,PopWeightAv,CDD,3524
109,MLT,Malta,future,rcp26,SSP1,2020,mean,CDD,nan
109,MLT,Malta,future,rcp26,SSP1,2020,PopWeightAv,CDD,nan
110,MMR,Myanmar,future,rcp26,SSP1,2020,mean,CDD,1812
110,MMR,Myanmar,future,rcp26,SSP1,2020,PopWeightAv,CDD,2526
111,MNE,Montenegro,future,rcp26,SSP1,2020,mean,CDD,163
111,MNE,Montenegro,future,rcp26,SSP1,2020,PopWeightAv,CDD,161
112,MNG,Mongolia,future,rcp26,SSP1,2020,mean,CDD,123
112,MNG,Mongolia,future,rcp26,SSP1,2020,PopWeightAv,CDD,73
113,MOZ,Mozambique,future,rcp26,SSP1,2020,mean,CDD,1892
113,MOZ,Mozambique,future,rcp26,SSP1,2020,PopWeightAv,CDD,1881
114,MRT,Mauritania,future,rcp26,SSP1,2020,mean,CDD,3506
114,MRT,Mauritania,future,rcp26,SSP1,2020,PopWeightAv,CDD,3574
115,MUS,Mauritius,future,rcp26,SSP1,2020,mean,CDD,1565
115,MUS,Mauritius,future,rcp26,SSP1,2020,PopWeightAv,CDD,1565
116,MWI,Malawi,future,rcp26,SSP1,2020,mean,CDD,1333
116,MWI,Malawi,future,rcp26,SSP1,2020,PopWeightAv,CDD,1298
117,MYS,Malaysia,future,rcp26,SSP1,2020,mean,CDD,2295
117,MYS,Malaysia,future,rcp26,SSP1,2020,PopWeightAv,CDD,2528
118,NAM,Namibia,future,rcp26,SSP1,2020,mean,CDD,1078
118,NAM,Namibia,future,rcp26,SSP1,2020,PopWeightAv,CDD,1256
119,NCL,New Caledonia,future,rcp26,SSP1,2020,mean,CDD,1054
119,NCL,New Caledonia,future,rcp26,SSP1,2020,PopWeightAv,CDD,1017
120,NER,Niger,future,rcp26,SSP1,2020,mean,CDD,3414
120,NER,Niger,future,rcp26,SSP1,2020,PopWeightAv,CDD,3696
121,NGA,Nigeria,future,rcp26,SSP1,2020,mean,CDD,2978
121,NGA,Nigeria,future,rcp26,SSP1,2020,PopWeightAv,CDD,2908
122,NIC,Nicaragua,future,rcp26,SSP1,2020,mean,CDD,2320
122,NIC,Nicaragua,future,rcp26,SSP1,2020,PopWeightAv,CDD,2392
123,NLD,Netherlands,future,rcp26,SSP1,2020,mean,CDD,45
123,NLD,Netherlands,future,rcp26,SSP1,2020,PopWeightAv,CDD,50
124,NOR,Norway,future,rcp26,SSP1,2020,mean,CDD,3
124,NOR,Norway,future,rcp26,SSP1,2020,PopWeightAv,CDD,14
125,NPL,Nepal,future,rcp26,SSP1,2020,mean,CDD,643
125,NPL,Nepal,future,rcp26,SSP1,2020,PopWeightAv,CDD,1353
126,NZL,New Zealand,future,rcp26,SSP1,2020,mean,CDD,6
126,NZL,New Zealand,future,rcp26,SSP1,2020,PopWeightAv,CDD,26
127,OMN,Oman,future,rcp26,SSP1,2020,mean,CDD,2577
127,OMN,Oman,future,rcp26,SSP1,2020,PopWeightAv,CDD,2518
128,PAK,Pakistan,future,rcp26,SSP1,2020,mean,CDD,1968
128,PAK,Pakistan,future,rcp26,SSP1,2020,PopWeightAv,CDD,2414
129,PAN,Panama,future,rcp26,SSP1,2020,mean,CDD,2175
129,PAN,Panama,future,rcp26,SSP1,2020,PopWeightAv,CDD,2256
130,PER,Peru,future,rcp26,SSP1,2020,mean,CDD,1327
130,PER,Peru,future,rcp26,SSP1,2020,PopWeightAv,CDD,873
131,PHL,Philippines,future,rcp26,SSP1,2020,mean,CDD,2336
131,PHL,Philippines,future,rcp26,SSP1,2020,PopWeightAv,CDD,2507
132,PNG,Papua New Guinea,future,rcp26,SSP1,2020,mean,CDD,2184
132,PNG,Papua New Guinea,future,rcp26,SSP1,2020,PopWeightAv,CDD,1752
133,POL,Poland,future,rcp26,SSP1,2020,mean,CDD,123
133,POL,Poland,future,rcp26,SSP1,2020,PopWeightAv,CDD,126
134,PRI,Puerto Rico,future,rcp26,SSP1,2020,mean,CDD,1916
134,PRI,Puerto Rico,future,rcp26,SSP1,2020,PopWeightAv,CDD,1828
135,PRT,Portugal,future,rcp26,SSP1,2020,mean,CDD,382
135,PRT,Portugal,future,rcp26,SSP1,2020,PopWeightAv,CDD,327
136,PRY,Paraguay,future,rcp26,SSP1,2020,mean,CDD,1888
136,PRY,Paraguay,future,rcp26,SSP1,2020,PopWeightAv,CDD,1540
137,PSE,Occupied Palestinian Terr.,future,rcp26,SSP1,2020,mean,CDD,1080
137,PSE,Occupied Palestinian Terr.,future,rcp26,SSP1,2020,PopWeightAv,CDD,1084
138,PYF,French Polynesia,future,rcp26,SSP1,2020,mean,CDD,449
138,PYF,French Polynesia,future,rcp26,SSP1,2020,PopWeightAv,CDD,899
139,QAT,Qatar,future,rcp26,SSP1,2020,mean,CDD,3362
139,QAT,Qatar,future,rcp26,SSP1,2020,PopWeightAv,CDD,3398
140,ROU,Romania,future,rcp26,SSP1,2020,mean,CDD,269
140,ROU,Romania,future,rcp26,SSP1,2020,PopWeightAv,CDD,314
141,RUS,Russian Federation,future,rcp26,SSP1,2020,mean,CDD,53
141,RUS,Russian Federation,future,rcp26,SSP1,2020,PopWeightAv,CDD,181
142,RWA,Rwanda,future,rcp26,SSP1,2020,mean,CDD,365
142,RWA,Rwanda,future,rcp26,SSP1,2020,PopWeightAv,CDD,312
143,SAU,Saudi Arabia,future,rcp26,SSP1,2020,mean,CDD,2734
143,SAU,Saudi Arabia,future,rcp26,SSP1,2020,PopWeightAv,CDD,2715
144,SDN,Sudan,future,rcp26,SSP1,2020,mean,CDD,3341
144,SDN,Sudan,future,rcp26,SSP1,2020,PopWeightAv,CDD,3618
145,SEN,Senegal,future,rcp26,SSP1,2020,mean,CDD,3366
145,SEN,Senegal,future,rcp26,SSP1,2020,PopWeightAv,CDD,2848
146,SGP,Singapore,future,rcp26,SSP1,2020,mean,CDD,nan
146,SGP,Singapore,future,rcp26,SSP1,2020,PopWeightAv,CDD,nan
147,SLB,Solomon Islands,future,rcp26,SSP1,2020,mean,CDD,2336
147,SLB,Solomon Islands,future,rcp26,SSP1,2020,PopWeightAv,CDD,2319
148,SLE,Sierra Leone,future,rcp26,SSP1,2020,mean,CDD,2663
148,SLE,Sierra Leone,future,rcp26,SSP1,2020,PopWeightAv,CDD,2681
149,SLV,El Salvador,future,rcp26,SSP1,2020,mean,CDD,2353
149,SLV,El Salvador,future,rcp26,SSP1,2020,PopWeightAv,CDD,2180
150,SOM,Somalia,future,rcp26,SSP1,2020,mean,CDD,2948
150,SOM,Somalia,future,rcp26,SSP1,2020,PopWeightAv,CDD,2996
151,SRB,Serbia,future,rcp26,SSP1,2020,mean,CDD,364
151,SRB,Serbia,future,rcp26,SSP1,2020,PopWeightAv,CDD,363
152,STP,Sao Tome and Principe,future,rcp26,SSP1,2020,mean,CDD,nan
152,STP,Sao Tome and Principe,future,rcp26,SSP1,2020,PopWeightAv,CDD,nan
153,SUR,Suriname,future,rcp26,SSP1,2020,mean,CDD,2711
153,SUR,Suriname,future,rcp26,SSP1,2020,PopWeightAv,CDD,2875
154,SVK,Slovakia,future,rcp26,SSP1,2020,mean,CDD,139
154,SVK,Slovakia,future,rcp26,SSP1,2020,PopWeightAv,CDD,157
155,SVN,Slovenia,future,rcp26,SSP1,2020,mean,CDD,154
155,SVN,Slovenia,future,rcp26,SSP1,2020,PopWeightAv,CDD,201
156,SWE,Sweden,future,rcp26,SSP1,2020,mean,CDD,8
156,SWE,Sweden,future,rcp26,SSP1,2020,PopWeightAv,CDD,22
157,SWZ,Swaziland,future,rcp26,SSP1,2020,mean,CDD,1006
157,SWZ,Swaziland,future,rcp26,SSP1,2020,PopWeightAv,CDD,928
158,SYR,Syrian Arab Republic,future,rcp26,SSP1,2020,mean,CDD,1375
158,SYR,Syrian Arab Republic,future,rcp26,SSP1,2020,PopWeightAv,CDD,1311
159,TCD,Chad,future,rcp26,SSP1,2020,mean,CDD,3231
159,TCD,Chad,future,rcp26,SSP1,2020,PopWeightAv,CDD,3312
160,TGO,Togo,future,rcp26,SSP1,2020,mean,CDD,2953
160,TGO,Togo,future,rcp26,SSP1,2020,PopWeightAv,CDD,2936
161,THA,Thailand,future,rcp26,SSP1,2020,mean,CDD,2822
161,THA,Thailand,future,rcp26,SSP1,2020,PopWeightAv,CDD,3115
162,TJK,Tajikistan,future,rcp26,SSP1,2020,mean,CDD,204
162,TJK,Tajikistan,future,rcp26,SSP1,2020,PopWeightAv,CDD,563
163,TKM,Turkmenistan,future,rcp26,SSP1,2020,mean,CDD,1254
163,TKM,Turkmenistan,future,rcp26,SSP1,2020,PopWeightAv,CDD,1263
164,TLS,East Timor,future,rcp26,SSP1,2020,mean,CDD,2153
164,TLS,East Timor,future,rcp26,SSP1,2020,PopWeightAv,CDD,2125
165,TON,Tonga,future,rcp26,SSP1,2020,mean,CDD,nan
165,TON,Tonga,future,rcp26,SSP1,2020,PopWeightAv,CDD,nan
166,TTO,Trinidad and Tobago,future,rcp26,SSP1,2020,mean,CDD,2584
166,TTO,Trinidad and Tobago,future,rcp26,SSP1,2020,PopWeightAv,CDD,2588
167,TUN,Tunisia,future,rcp26,SSP1,2020,mean,CDD,1492
167,TUN,Tunisia,future,rcp26,SSP1,2020,PopWeightAv,CDD,1177
168,TUR,Turkey,future,rcp26,SSP1,2020,mean,CDD,395
168,TUR,Turkey,future,rcp26,SSP1,2020,PopWeightAv,CDD,475
169,TWN,Taiwan,future,rcp26,SSP1,2020,mean,CDD,920
169,TWN,Taiwan,future,rcp26,SSP1,2020,PopWeightAv,CDD,1188
170,TZA,United Republic of Tanzania,future,rcp26,SSP1,2020,mean,CDD,1368
170,TZA,United Republic of Tanzania,future,rcp26,SSP1,2020,PopWeightAv,CDD,1313
171,UGA,Uganda,future,rcp26,SSP1,2020,mean,CDD,1536
171,UGA,Uganda,future,rcp26,SSP1,2020,PopWeightAv,CDD,1354
172,UKR,Ukraine,future,rcp26,SSP1,2020,mean,CDD,264
172,UKR,Ukraine,future,rcp26,SSP1,2020,PopWeightAv,CDD,276
173,URY,Uruguay,future,rcp26,SSP1,2020,mean,CDD,516
173,URY,Uruguay,future,rcp26,SSP1,2020,PopWeightAv,CDD,375
174,USA,United States of America,future,rcp26,SSP1,2020,mean,CDD,414
174,USA,United States of America,future,rcp26,SSP1,2020,PopWeightAv,CDD,681
175,UZB,Uzbekistan,future,rcp26,SSP1,2020,mean,CDD,968
175,UZB,Uzbekistan,future,rcp26,SSP1,2020,PopWeightAv,CDD,882
176,VCT,Saint Vincent and the Grenadines,future,rcp26,SSP1,2020,mean,CDD,3040
176,VCT,Saint Vincent and the Grenadines,future,rcp26,SSP1,2020,PopWeightAv,CDD,3040
177,VEN,Venezuela,future,rcp26,SSP1,2020,mean,CDD,2445
177,VEN,Venezuela,future,rcp26,SSP1,2020,PopWeightAv,CDD,2271
178,VNM,Viet Nam,future,rcp26,SSP1,2020,mean,CDD,2203
